"","x","y","t","date_time"
"1",663428.796684546,5866841.90586633,1370297318,2013-06-03 18:08:38
"2",663429.173791074,5866840.70502804,1370299108,2013-06-03 18:38:28
"3",663431.571927888,5866841.0200854,1370300901,2013-06-03 19:08:21
"4",663431.008267002,5866841.76924084,1370302756,2013-06-03 19:39:16
"5",663438.781816666,5866837.73484268,1370304549,2013-06-03 20:09:09
"6",663440.343418566,5866836.12877175,1370306367,2013-06-03 20:39:27
"7",663438.455378962,5866836.84419188,1370308176,2013-06-03 21:09:36
"8",663428.921693918,5866837.22265845,1370309973,2013-06-03 21:39:33
"9",663422.045982353,5866841.76625149,1370311780,2013-06-03 22:09:40
"10",663412.989978408,5866855.45500614,1370313596,2013-06-03 22:39:56
"11",663427.703776518,5866845.66555967,1370315856,2013-06-03 23:17:36
"12",663423.379397229,5866861.29604157,1370317698.5,2013-06-03 23:48:18
"13",663445.062750208,5866855.11637408,1370319107,2013-06-04 00:11:47
"14",663449.161031944,5866824.61426469,1370320452,2013-06-04 00:34:12
"15",663456.020861549,5866773.57428894,1370321819,2013-06-04 00:56:59
"16",663492.368890581,5866699.1165231,1370325457,2013-06-04 01:57:37
"17",663491.088444745,5866699.37375101,1370326354,2013-06-04 02:12:34
"18",663414.815679565,5866848.43558309,1370329953,2013-06-04 03:12:33
"19",663428.786081443,5866862.67611703,1370331338,2013-06-04 03:35:38
"20",663417.722678888,5866851.40664491,1370332693,2013-06-04 03:58:13
"21",663416.542763148,5866843.43365338,1370334065,2013-06-04 04:21:05
"22",663426.452215657,5866820.93893238,1370335423,2013-06-04 04:43:43
"23",663429.336681345,5866815.14116021,1370336768,2013-06-04 05:06:08
"24",663434.456444807,5866808.01065284,1370338560.5,2013-06-04 05:36:00
"25",663462.335949762,5866761.65214732,1370340360.5,2013-06-04 06:06:00
"26",663515.340734979,5866763.63764561,1370341728,2013-06-04 06:28:48
"27",663525.655517691,5866778.92919815,1370342735,2013-06-04 06:45:35
"28",663522.48693702,5866779.60675075,1370344591.5,2013-06-04 07:16:31
"29",663519.183175344,5866760.44992708,1370345973,2013-06-04 07:39:33
"30",663579.929018596,5866787.94508711,1370351855,2013-06-04 09:17:35
"31",663549.635785738,5866775.96764311,1370353215,2013-06-04 09:40:15
"32",663535.813884702,5866783.54902532,1370355068,2013-06-04 10:11:08
"33",663540.104229854,5866764.76652566,1370356897,2013-06-04 10:41:37
"34",663522.099834129,5866772.86307754,1370358752,2013-06-04 11:12:32
"35",663489.851882529,5866758.49831308,1370360599,2013-06-04 11:43:19
"36",663481.743567897,5866713.13612085,1370362863.5,2013-06-04 12:21:03
"37",663511.216552282,5866664.15963853,1370364270,2013-06-04 12:44:30
"38",663535.01918133,5866652.16222452,1370366083,2013-06-04 13:14:43
"39",663518.337289264,5866749.87172053,1370368392.5,2013-06-04 13:53:12
"40",663538.114039886,5866785.56432728,1370369820,2013-06-04 14:17:00
"41",663527.496250896,5866781.99223091,1370373038,2013-06-04 15:10:38
"42",663505.330036994,5866826.32836364,1370375372,2013-06-04 15:49:32
"43",663504.279089059,5866823.58716374,1370378326,2013-06-04 16:38:46
"44",663504.340847059,5866820.77233531,1370380135,2013-06-04 17:08:55
"45",663502.306365325,5866824.02133761,1370381931,2013-06-04 17:38:51
"46",663506.82121925,5866819.65392086,1370383748,2013-06-04 18:09:08
"47",663506.209182156,5866819.84472478,1370385547,2013-06-04 18:39:07
"48",663505.388735287,5866820.22887865,1370387386,2013-06-04 19:09:46
"49",663507.524076867,5866820.3569214,1370389197,2013-06-04 19:39:57
"50",663503.154396208,5866821.43357087,1370390999,2013-06-04 20:09:59
"51",663507.312651513,5866820.63924161,1370392922,2013-06-04 20:42:02
"52",663506.624736745,5866821.08355754,1370394745,2013-06-04 21:12:25
"53",663506.618782869,5866818.67839501,1370396555,2013-06-04 21:42:35
"54",663506.465768691,5866819.61960554,1370398361,2013-06-04 22:12:41
"55",663508.702044042,5866820.54158923,1370400215,2013-06-04 22:43:35
"56",663506.389060107,5866822.4784636,1370401433,2013-06-04 23:03:53
"57",663516.867541264,5866804.94672217,1370402887,2013-06-04 23:28:07
"58",663535.647967749,5866778.22131363,1370404685,2013-06-04 23:58:05
"59",663547.411033886,5866771.72807561,1370406068,2013-06-05 00:21:08
"60",663549.466739673,5866779.66399556,1370407436,2013-06-05 00:43:56
"61",663567.367301953,5866782.46985815,1370409735,2013-06-05 01:22:15
"62",663567.607128191,5866785.51759441,1370410633,2013-06-05 01:37:13
"63",663575.399986364,5866784.69067664,1370411527,2013-06-05 01:52:07
"64",663567.061084103,5866822.06341447,1370413352,2013-06-05 02:22:32
"65",663237.052184933,5867342.01327997,1370416967,2013-06-05 03:22:47
"66",663477.433003172,5866760.81645355,1370418794,2013-06-05 03:53:14
"67",663473.616251029,5866751.13408684,1370419719,2013-06-05 04:08:39
"68",663496.105321127,5866706.60276888,1370421558,2013-06-05 04:39:18
"69",663489.647574824,5866702.77648545,1370422457,2013-06-05 04:54:17
"70",663493.834135741,5866694.20038141,1370423364,2013-06-05 05:09:24
