"","x","y","t","date_time"
"1",665985.395350404,5867750.53328576,1364457974,2013-03-28 04:06:14
"2",663581.707578666,5866646.68602472,1364465198,2013-03-28 06:06:38
"3",667813.682310017,5869012.715651,1364476254,2013-03-28 09:10:54
"4",663586.749522465,5866640.0763242,1364487218,2013-03-28 12:13:38
"5",667812.46383532,5869004.24430057,1364509472,2013-03-28 18:24:32
"6",667809.827907217,5869002.87206022,1364513109,2013-03-28 19:25:09
"7",667841.583923356,5869055.3528882,1364516881,2013-03-28 20:28:01
"8",667810.337155596,5869008.72434694,1364520519,2013-03-28 21:28:39
"9",667811.180984,5869001.29349975,1364524146,2013-03-28 22:29:06
"10",667813.951164116,5869016.19902298,1364527778,2013-03-28 23:29:38
"11",667808.466713533,5869027.09823075,1364531450,2013-03-29 00:30:50
"12",667788.346348389,5869010.7537134,1364535120,2013-03-29 01:32:00
"13",667799.08430239,5869008.92279423,1364538845,2013-03-29 02:34:05
"14",667808.409075541,5868998.22405912,1364542478,2013-03-29 03:34:38
"15",667798.66891631,5868999.0207619,1364546091,2013-03-29 04:34:51
"16",667809.21898933,5869001.81534135,1364549732,2013-03-29 05:35:32
"17",667807.316635683,5869013.76341747,1364553379,2013-03-29 06:36:19
"18",667801.679852738,5869002.5661721,1364557028,2013-03-29 07:37:08
"19",663591.021606323,5866641.08963942,1364567918,2013-03-29 10:38:38
"20",663556.371580078,5866648.53262244,1364571566,2013-03-29 11:39:26
"21",663585.12903042,5866647.7818341,1364575209,2013-03-29 12:40:09
"22",663889.082157695,5866805.29066984,1367312505,2013-04-30 05:01:45
"23",663856.049625179,5866870.51683477,1367323339,2013-04-30 08:02:19
"24",663815.255606104,5866851.66198478,1367326960,2013-04-30 09:02:40
"25",663860.989201041,5866882.57585545,1367330600,2013-04-30 10:03:20
"26",663860.299312942,5866868.0223931,1367334219,2013-04-30 11:03:39
"27",663842.47495264,5866811.96908265,1367345050,2013-04-30 14:04:10
"28",663819.788885081,5866833.08833975,1367348674,2013-04-30 15:04:34
"29",663863.146940798,5867337.79000059,1367355912,2013-04-30 17:05:12
"30",663874.054920131,5867332.38196658,1367359536,2013-04-30 18:05:36
"31",663869.070118391,5867331.17713882,1367363169,2013-04-30 19:06:09
"32",663849.145007916,5867343.3713104,1367366774,2013-04-30 20:06:14
"33",663837.922630049,5867339.61646458,1367370374,2013-04-30 21:06:14
"34",663846.254092258,5867338.95306605,1367373999,2013-04-30 22:06:39
"35",663847.021080005,5867339.54696039,1367377611,2013-04-30 23:06:51
"36",663829.921388691,5867351.15800249,1367381209,2013-05-01 00:06:49
"37",663854.344421809,5866871.39418294,1367388451,2013-05-01 02:07:31
"38",663847.254616042,5866870.54100426,1367392063,2013-05-01 03:07:43
"39",663952.847767263,5867254.91600139,1367399325,2013-05-01 05:08:45
"40",663978.627339567,5867229.44893142,1367403028,2013-05-01 06:10:28
"41",663856.718019265,5866869.45952747,1367410269,2013-05-01 08:11:09
"42",663854.15803068,5866867.76926277,1367413889,2013-05-01 09:11:29
"43",663857.466230387,5866873.38188361,1367417504,2013-05-01 10:11:44
"44",663827.433745077,5866863.56594215,1367421122,2013-05-01 11:12:02
"45",663857.286451364,5866867.18520572,1367424763,2013-05-01 12:12:43
"46",663831.718752529,5866846.9546137,1367428394,2013-05-01 13:13:14
"47",663823.200377586,5866857.6547078,1367432001,2013-05-01 14:13:21
"48",663954.38082272,5867235.14933865,1367439342,2013-05-01 16:15:42
