<table class="error" cellpadding="5"><tr><td><p><b>SQL error:</b><br /><pre class="error">ERROR:  cannot use serializable mode in a hot standby
HINT:  You can use REPEATABLE READ instead.</pre></p>
		      <p><b>In statement:</b><br />SET TRANSACTION ISOLATION LEVEL SERIALIZABLE</p>
		</td></tr></table><br />
"device_info_serial","date_time","latitude","longitude","altitude","pressure","temperature","satellites_used","gps_fixtime","positiondop","h_accuracy","v_accuracy","x_speed","y_speed","z_speed","speed_accuracy","location","userflag","speed_3d","speed_2d","direction","altitude_agl"
"1002","2012-05-11 07:33:15","52.9237174","5.4307727","-2","\N","16.2","\N","54.5","2.5","4.4","6.7","0.03","0.01","0.01","0.52","0101000020E6100000DA098A7A1CB9154082DF2B5F3C764A40","0","0.033166247903554","0.0198716274725676","159.017083138256","1"
"1002","2012-05-11 07:48:29","52.9236905","5.4307832","4","\N","17","\N","9.1","2.7","7.8","13.5","-0.35","-0.13","-0.24","0.72","0101000020E610000037AA2E3B1FB915401D90847D3B764A40","0","0.443846820423443","0.172492170413341","-33.9338970766535","7"
"1002","2012-05-11 08:03:24","52.9236983","5.430779","-1","\N","21.6","\N","8.3","2.7","6","8.8","-0.76","-0.3","-0.53","0.55","0101000020E6100000DF3653211EB9154076EFF2BE3B764A40","0","0.973909646733207","0.381451399898822","-36.4679855102103","2"
"1002","2012-05-11 08:18:39","52.9203792","5.4349416","11","\N","25.8","\N","27.2","2.5","37.2","43.4","3.2","-5.53","-2.14","2.11","0101000020E6100000FEADAE5461BD154096F551FCCE754A40","0","6.73798931432813","6.73721112968386","-120.445480310666","14"
"1002","2012-05-11 08:33:34","52.9201593","5.4341411","-4","\N","27.1","\N","10.5","2.4","14.3","17.6","-1.39","-1.27","-0.68","0.93","0101000020E6100000DA65097C8FBC15401D4EAAC7C7754A40","0","2.00184914516554","1.38089682137975","-55.1081239197499","-1"
"1002","2012-05-11 08:48:27","52.9201391","5.4342359","-7","\N","28","\N","7.6","2.8","14.9","17.4","-1.56","-0.84","-0.33","0.91","0101000020E61000001BFFF455A8BC1540AC22371EC7754A40","0","1.80224859550507","1.30063635617127","-31.9613324680887","-4"
"1002","2012-05-11 09:03:42","52.9205158","5.4350871","0","\N","18","\N","10.7","2.8","21.9","18.9","-2.18","0.51","0.14","0.99","0101000020E61000005BA5057987BD1540C3393476D3754A40","0","2.24323427220609","1.91538661890655","21.8927934916358","3"
"1002","2012-05-11 09:18:35","52.9249827","5.444041","-1","\N","23.9","\N","7.8","2.9","8.7","8.3","-0.57","-0.2","-0.24","0.5","0101000020E6100000225514AFB2C61540D2EE46D565764A40","0","0.65","0.354220454218176","-24.1675212645872","0"
"1002","2012-05-11 09:33:31","52.9264041","5.4401687","-7","\N","17","\N","7.9","3.5","14.8","13.1","-1.57","0.11","-0.48","0.73","0101000020E61000002FE46C95BBC21540AE30D86894764A40","0","1.64541788005357","0.983843134526662","15.2239792919381","-5"
"1002","2012-05-11 09:48:27","52.9288476","5.4384775","0","\N","16.5","\N","8","2.8","12.7","10.7","-0.63","-0.29","-0.2","0.59","0101000020E61000009B20EA3E00C11540EA7B687AE4764A40","0","0.721803297304744","0.462447396931418","-29.6802580083469","2"
