"","x","y","t","date_time"
"1",663967.182976034,5866696.15783502,1368118371,2013-05-09 12:52:51
"2",663964.298786756,5866681.83039265,1368121995,2013-05-09 13:53:15
"3",663959.524266345,5866684.31805125,1368125604,2013-05-09 14:53:24
"4",663963.255775228,5866683.01969935,1368129219,2013-05-09 15:53:39
"5",663886.357183729,5866775.18050198,1368132879,2013-05-09 16:54:39
"6",663885.833910464,5866787.81108978,1368136708,2013-05-09 17:58:28
"7",663885.199383972,5866793.81309505,1368140379,2013-05-09 18:59:39
"8",663881.130347484,5866795.34498668,1368144014,2013-05-09 20:00:14
"9",663883.760996389,5866795.94652019,1368147630,2013-05-09 21:00:30
"10",663884.846200275,5866797.4753578,1368151267,2013-05-09 22:01:07
"11",663834.777848544,5866634.81998398,1368154863,2013-05-09 23:01:03
"12",663834.877283149,5866626.73999412,1368158490,2013-05-10 00:01:30
"13",663969.284989442,5866692.12078152,1368162123,2013-05-10 01:02:03
"14",663977.67636376,5866692.89588928,1368165743,2013-05-10 02:02:23
"15",663983.821660176,5866706.49912728,1368169369,2013-05-10 03:02:49
"16",663983.794616135,5866708.68049821,1368172989,2013-05-10 04:03:09
"17",663985.815942503,5866703.85018529,1368176603,2013-05-10 05:03:23
"18",663985.38871187,5866708.50086547,1368180219,2013-05-10 06:03:39
"19",663972.971530349,5866681.25668979,1368183838,2013-05-10 07:03:58
"20",663965.339050607,5866683.69174458,1368187445,2013-05-10 08:04:05
"21",663956.109558723,5866671.54249835,1368191050,2013-05-10 09:04:10
"22",663983.024283074,5866692.54322356,1368194679,2013-05-10 10:04:39
"23",663986.143854886,5866707.2683762,1368198309,2013-05-10 11:05:09
"24",663971.171749176,5866661.35449778,1368201935,2013-05-10 12:05:35
"25",663969.508273782,5866671.2964108,1368205545,2013-05-10 13:05:45
"26",663959.689762195,5866674.10254432,1368209169,2013-05-10 14:06:09
"27",663941.821202254,5866663.11830884,1368212813,2013-05-10 15:06:53
"28",663871.663528047,5867352.07494142,1368220237,2013-05-10 17:10:37
"29",663876.986340374,5867310.45824509,1368223852,2013-05-10 18:10:52
"30",663869.19233053,5867265.00001052,1368227447,2013-05-10 19:10:47
"31",663867.551237874,5867261.81556761,1368231069,2013-05-10 20:11:09
"32",663861.026809787,5867283.55042707,1368234687,2013-05-10 21:11:27
"33",663856.302386535,5867251.90261606,1368238293,2013-05-10 22:11:33
