"V6","lng","lat","date_time","icons","index"
"2019-2013","5.44012146265569","52.9259449279459","2013-05-06T14:08:50Z","2","1"
"2019-2013","5.4333704","52.9244556","2013-05-06T14:08:50Z","1","2"
"2019-2013","5.4977394","52.9444106","2013-05-06T15:09:00Z","1","3"
"2019-2013","5.4976638","52.9443492","2013-05-06T16:08:57Z","1","4"
"2019-2013","5.4975872","52.9443687","2013-05-06T17:09:38Z","1","5"
"2019-2013","5.4975527","52.9444229","2013-05-06T18:09:53Z","1","6"
"2019-2013","5.49758","52.9443902","2013-05-06T19:10:38Z","1","7"
"2019-2013","5.497578","52.9443818","2013-05-06T20:11:27Z","1","8"
"2019-2013","5.4975907","52.9443946","2013-05-06T21:11:37Z","1","9"
"2019-2013","5.497534","52.9444259","2013-05-06T22:11:48Z","1","10"
"2019-2013","5.4975736","52.9443923","2013-05-06T23:12:09Z","1","11"
"2019-2013","5.4976084","52.9443481","2013-05-07T00:12:36Z","1","12"
"2019-2013","5.4976585","52.9444711","2013-05-07T01:12:46Z","1","13"
"2019-2013","5.4975661","52.944387","2013-05-07T02:13:08Z","1","14"
"2019-2013","5.4975675","52.9443754","2013-05-07T03:13:21Z","1","15"
"2019-2013","5.4850327","52.9439732","2013-05-07T04:13:24Z","1","16"
"2019-2013","5.4335154","52.9139075","2013-05-07T05:14:08Z","1","17"
"2019-2013","5.4335458","52.9138862","2013-05-07T06:14:41Z","1","18"
"2019-2013","5.4334258","52.9140611","2013-05-07T07:15:00Z","1","19"
"2019-2013","5.4334893","52.9139197","2013-05-07T08:15:26Z","1","20"
"2019-2013","5.433743","52.9137554","2013-05-07T09:15:31Z","1","21"
"2019-2013","5.4440535","52.9249454","2013-05-07T10:16:08Z","1","22"
"2019-2013","5.4438863","52.9250986","2013-05-07T11:16:30Z","1","23"
"2019-2013","5.4440499","52.9249786","2013-05-07T12:17:09Z","1","24"
"2019-2013","5.4443698","52.9250862","2013-05-07T13:17:16Z","1","25"
"2019-2013","5.4973191","52.9445287","2013-05-07T14:19:08Z","1","26"
"2019-2013","5.4971864","52.9444563","2013-05-07T15:19:25Z","1","27"
"2019-2013","5.4975701","52.9443615","2013-05-07T16:19:56Z","1","28"
"2019-2013","5.4975263","52.9444843","2013-05-07T17:21:02Z","1","29"
"2019-2013","5.4975576","52.9443907","2013-05-07T18:21:38Z","1","30"
"2019-2013","5.4975751","52.9444064","2013-05-07T19:21:50Z","1","31"
"2019-2013","5.4975415","52.9444161","2013-05-07T20:22:18Z","1","32"
"2019-2013","5.4975022","52.944453","2013-05-07T21:22:35Z","1","33"
"2019-2013","5.4975273","52.9445017","2013-05-07T22:23:04Z","1","34"
"2019-2013","5.4975751","52.9444471","2013-05-07T23:23:19Z","1","35"
"2019-2013","5.497683","52.9444184","2013-05-08T00:23:48Z","1","36"
"2019-2013","5.4975375","52.9443861","2013-05-08T01:24:38Z","1","37"
"2019-2013","5.4974632","52.9444516","2013-05-08T02:24:51Z","1","38"
"2019-2013","5.4975161","52.9444448","2013-05-08T03:25:43Z","1","39"
"2019-2013","5.4848039","52.9439574","2013-05-08T04:25:52Z","1","40"
"2019-2013","5.4383156","52.9155161","2013-05-08T05:26:26Z","1","41"
"2019-2013","5.4333301","52.9244354","2013-05-08T06:27:00Z","1","42"
"2019-2013","5.4332177","52.9245903","2013-05-08T07:27:01Z","1","43"
"2019-2013","5.4333361","52.9244662","2013-05-08T08:27:38Z","1","44"
"2019-2013","5.485471","52.943875","2013-05-08T09:27:49Z","1","45"
"2019-2013","5.4314884","52.9239193","2013-05-08T10:29:22Z","1","46"
"2019-2013","5.4313613","52.9238924","2013-05-08T11:31:38Z","1","47"
"2019-2013","5.4313593","52.9238987","2013-05-08T12:32:34Z","1","48"
"2019-2013","5.4314596","52.9237761","2013-05-08T13:34:29Z","1","49"
"2019-2013","5.4302237","52.9235337","2013-05-08T14:37:02Z","1","50"
"2019-2013","5.4973641","52.944503","2013-05-08T15:37:20Z","1","51"
"2019-2013","5.4449719","52.9137062","2013-05-08T16:38:01Z","1","52"
"2019-2013","5.4852655","52.9437979","2013-05-08T17:38:11Z","1","53"
"2019-2013","5.4851293","52.9439424","2013-05-08T18:38:38Z","1","54"
"2019-2013","5.4973656","52.9443479","2013-05-08T19:38:39Z","1","55"
"2019-2013","5.4976024","52.9444629","2013-05-08T20:39:13Z","1","56"
"2019-2013","5.4974931","52.9444623","2013-05-08T21:39:32Z","1","57"
"2019-2013","5.4975514","52.9444039","2013-05-08T22:40:06Z","1","58"
"2019-2013","5.4975698","52.9443831","2013-05-08T23:41:03Z","1","59"
"2019-2013","5.4975768","52.9444048","2013-05-09T00:41:17Z","1","60"
"2019-2013","5.497582","52.9443933","2013-05-09T01:43:39Z","1","61"
"2019-2013","5.4975113","52.9444317","2013-05-09T02:44:01Z","1","62"
"2019-2013","5.4976052","52.9443946","2013-05-09T03:44:32Z","1","63"
"2019-2013","5.4452297","52.9151866","2013-05-09T04:46:08Z","1","64"
"2019-2013","5.4333474","52.9245073","2013-05-09T05:49:45Z","1","65"
"2019-2013","5.4333591","52.9244678","2013-05-09T06:50:32Z","1","66"
"2019-2013","5.433629","52.9244381","2013-05-09T07:50:33Z","1","67"
"2019-2013","5.4333123","52.9244828","2013-05-09T08:50:42Z","1","68"
"2019-2013","5.4333881","52.9244867","2013-05-09T09:51:46Z","1","69"
"2019-2013","5.4440807","52.9249866","2013-05-09T10:52:08Z","1","70"
"2019-2013","5.4439796","52.925112","2013-05-09T11:52:24Z","1","71"
"2019-2013","5.444096","52.9249518","2013-05-09T12:52:27Z","1","72"
"2019-2013","5.4405271","52.9264253","2013-05-09T14:21:51Z","1","73"
"2019-2013","5.4404168","52.9263899","2013-05-09T15:22:03Z","1","74"
"2019-2013","5.4400985","52.9260465","2013-05-09T16:22:39Z","1","75"
"2019-2013","5.4374572","52.9254566","2013-05-09T17:22:51Z","1","76"
"2019-2013","5.4377869","52.9253793","2013-05-09T18:23:33Z","1","77"
"2019-2013","5.4381925","52.9310133","2013-05-09T19:24:03Z","1","78"
"2019-2013","5.4380068","52.9307141","2013-05-09T20:24:20Z","1","79"
"2019-2013","5.4401004","52.9312375","2013-05-09T21:24:40Z","1","80"
"2019-2013","5.4401389","52.9312521","2013-05-09T22:24:37Z","1","81"
"2019-2013","5.4397656","52.9307469","2013-05-09T23:24:44Z","1","82"
"2019-2013","5.4396292","52.9309704","2013-05-10T00:25:27Z","1","83"
"2019-2013","5.4418021","52.9268317","2013-05-10T01:25:23Z","1","84"
"2019-2013","5.4410787","52.9264529","2013-05-10T02:27:52Z","1","85"
"2019-2013","5.4400896","52.9260018","2013-05-10T03:28:09Z","1","86"
"2019-2013","5.4400996","52.9260207","2013-05-10T04:28:33Z","1","87"
"2019-2013","5.4400991","52.9260019","2013-05-10T05:28:36Z","1","88"
"2019-2013","5.4401398","52.925972","2013-05-10T06:29:02Z","1","89"
"2019-2013","5.4401278","52.926016","2013-05-10T07:29:18Z","1","90"
"2019-2013","5.4401597","52.9259965","2013-05-10T08:29:31Z","1","91"
"2019-2013","5.4401363","52.9260014","2013-05-10T09:30:08Z","1","92"
"2019-2013","5.4398969","52.9260157","2013-05-10T10:30:55Z","1","93"
"2019-2013","5.4397576","52.9259727","2013-05-10T11:30:52Z","1","94"
"2019-2013","5.4418344","52.9265453","2013-05-10T12:31:38Z","1","95"
"2019-2013","5.4411848","52.9264625","2013-05-10T13:31:40Z","1","96"
"2019-2013","5.4408944","52.9263239","2013-05-10T14:32:08Z","1","97"
"2019-2013","5.440655","52.9264398","2013-05-10T15:32:41Z","1","98"
"2019-2013","5.4411254","52.9264517","2013-05-10T16:33:08Z","1","99"
"2019-2013","5.4409298","52.9265324","2013-05-10T17:33:29Z","1","100"
"2019-2013","5.4395522","52.9310708","2013-05-10T18:33:41Z","1","101"
"2019-2013","5.4400667","52.9311623","2013-05-10T18:49:06Z","1","102"
"2019-2013","5.4399243","52.931216","2013-05-10T18:59:10Z","1","103"
"2019-2013","5.4400147","52.9311064","2013-05-10T19:08:58Z","1","104"
"2019-2013","5.4399452","52.9310862","2013-05-10T19:18:56Z","1","105"
"2019-2013","5.4399913","52.9310991","2013-05-10T19:29:26Z","1","106"
"2019-2013","5.4399257","52.9311086","2013-05-10T19:39:21Z","1","107"
"2019-2013","5.439979","52.9311197","2013-05-10T19:49:28Z","1","108"
