"V6","lng","lat","date_time","icons","index"
"2018-2014","5.43544526656273","52.9264005874432","2014-03-13T13:46:55Z","2","1"
"2018-2014","3.7177533","51.5991679","2014-04-01T02:38:37Z","1","2"
"2018-2014","5.1318382","52.6816961","2014-04-01T04:39:08Z","1","3"
"2018-2014","5.4398523","52.9308937","2014-04-01T05:39:07Z","1","4"
"2018-2014","5.4397952","52.9310043","2014-04-01T06:42:03Z","1","5"
"2018-2014","5.4396369","52.9304444","2014-04-01T07:42:05Z","1","6"
"2018-2014","5.4356363","52.9263175","2014-04-01T08:42:32Z","1","7"
"2018-2014","5.4357309","52.9261954","2014-04-01T09:42:37Z","1","8"
"2018-2014","5.4358702","52.9260015","2014-04-01T10:43:01Z","1","9"
"2018-2014","5.4358727","52.9259228","2014-04-01T11:43:33Z","1","10"
"2018-2014","5.439524","52.9307557","2014-04-01T12:45:52Z","1","11"
"2018-2014","5.4369408","52.9257865","2014-04-01T13:46:34Z","1","12"
"2018-2014","5.4360146","52.925753","2014-04-01T14:47:02Z","1","13"
"2018-2014","5.4355455","52.9263718","2014-04-01T15:47:32Z","1","14"
"2018-2014","5.4398415","52.9311141","2014-04-01T16:48:08Z","1","15"
"2018-2014","5.4401335","52.9308528","2014-04-01T18:49:02Z","1","16"
"2018-2014","5.4399731","52.9307148","2014-04-01T20:49:38Z","1","17"
"2018-2014","5.4399629","52.9306894","2014-04-01T22:50:08Z","1","18"
"2018-2014","5.4401603","52.9307773","2014-04-02T00:50:21Z","1","19"
"2018-2014","5.4401056","52.9310469","2014-04-02T02:50:56Z","1","20"
"2018-2014","5.4358303","52.9260546","2014-04-02T04:51:24Z","1","21"
"2018-2014","5.4356356","52.9261906","2014-04-02T05:51:34Z","1","22"
"2018-2014","5.4359487","52.9258525","2014-04-02T06:52:08Z","1","23"
"2018-2014","5.436003","52.9256648","2014-04-02T07:52:14Z","1","24"
"2018-2014","5.4395527","52.9310602","2014-04-02T08:52:19Z","1","25"
"2018-2014","5.4396204","52.9310288","2014-04-02T09:52:38Z","1","26"
"2018-2014","5.4397436","52.9310795","2014-04-02T10:53:17Z","1","27"
"2018-2014","5.4360011","52.9258532","2014-04-02T11:53:24Z","1","28"
"2018-2014","5.4394359","52.9305675","2014-04-02T12:54:08Z","1","29"
"2018-2014","5.4440798","52.9300729","2014-04-02T13:56:17Z","1","30"
"2018-2014","5.4448491","52.9289718","2014-04-02T14:56:28Z","1","31"
"2018-2014","5.4357787","52.9261943","2014-04-02T15:57:03Z","1","32"
"2018-2014","5.4361183","52.9261021","2014-04-02T16:57:18Z","1","33"
"2018-2014","5.4394268","52.931462","2014-04-02T18:57:38Z","1","34"
"2018-2014","5.4401575","52.9313406","2014-04-02T20:58:32Z","1","35"
"2018-2014","5.4403845","52.9310916","2014-04-02T22:59:02Z","1","36"
"2018-2014","5.4402602","52.9308833","2014-04-03T00:59:38Z","1","37"
"2018-2014","5.4352024","52.9264216","2014-04-03T03:01:29Z","1","38"
"2018-2014","5.4357902","52.9262074","2014-04-03T05:01:56Z","1","39"
"2018-2014","5.4362679","52.9260123","2014-04-03T06:02:26Z","1","40"
"2018-2014","5.4361549","52.9257613","2014-04-03T07:02:34Z","1","41"
"2018-2014","5.4398395","52.9309944","2014-04-03T08:02:59Z","1","42"
"2018-2014","5.4398401","52.9310227","2014-04-03T09:03:05Z","1","43"
"2018-2014","5.4400234","52.9311172","2014-04-03T10:03:05Z","1","44"
"2018-2014","5.4399303","52.9310507","2014-04-03T11:03:33Z","1","45"
"2018-2014","5.435919","52.9261116","2014-04-03T12:03:51Z","1","46"
