"V6","lng","lat","date_time","icons","index"
"2006-2013","5.43555893008943","52.9211380760788","2013-05-13T14:01:39Z","2","1"
"2006-2013","5.4408008","52.9193915","2013-05-13T14:01:39Z","1","2"
"2006-2013","5.484945","52.9440722","2013-05-13T15:04:10Z","1","3"
"2006-2013","5.497439","52.9445926","2013-05-13T16:04:39Z","1","4"
"2006-2013","5.4973907","52.9444588","2013-05-13T17:05:38Z","1","5"
"2006-2013","5.4973123","52.9445205","2013-05-13T18:06:01Z","1","6"
"2006-2013","5.4973438","52.9444371","2013-05-13T19:06:39Z","1","7"
"2006-2013","5.4974419","52.9445188","2013-05-13T20:07:00Z","1","8"
"2006-2013","5.497362","52.9444598","2013-05-13T21:07:17Z","1","9"
"2006-2013","5.4974269","52.944499","2013-05-13T22:08:09Z","1","10"
"2006-2013","5.4970482","52.9444883","2013-05-13T23:08:37Z","1","11"
"2006-2013","5.4972548","52.9444914","2013-05-14T00:09:04Z","1","12"
"2006-2013","5.4973995","52.9444851","2013-05-14T01:09:22Z","1","13"
"2006-2013","5.4972223","52.944458","2013-05-14T02:10:23Z","1","14"
"2006-2013","5.4855775","52.9431622","2013-05-14T03:10:26Z","1","15"
"2006-2013","5.4333865","52.9244662","2013-05-14T04:13:03Z","1","16"
"2006-2013","5.4333685","52.9244882","2013-05-14T05:13:38Z","1","17"
"2006-2013","5.44074","52.9194214","2013-05-14T06:14:06Z","1","18"
"2006-2013","5.4407116","52.9193952","2013-05-14T07:14:13Z","1","19"
"2006-2013","5.4440781","52.9249959","2013-05-14T08:14:37Z","1","20"
"2006-2013","5.4440605","52.9250259","2013-05-14T09:14:56Z","1","21"
"2006-2013","5.43339","52.9244466","2013-05-14T10:15:57Z","1","22"
"2006-2013","5.4340215","52.9246053","2013-05-14T11:16:17Z","1","23"
"2006-2013","5.444078","52.9250708","2013-05-14T12:18:52Z","1","24"
"2006-2013","5.4974737","52.9445827","2013-05-14T13:23:39Z","1","25"
"2006-2013","5.497375","52.9444966","2013-05-14T14:23:57Z","1","26"
"2006-2013","5.4972934","52.9446593","2013-05-14T15:23:58Z","1","27"
"2006-2013","5.4851023","52.9437063","2013-05-14T16:24:39Z","1","28"
"2006-2013","5.485106","52.9437707","2013-05-14T17:24:59Z","1","29"
"2006-2013","5.4973939","52.9444506","2013-05-14T18:25:04Z","1","30"
"2006-2013","5.4973857","52.9444718","2013-05-14T19:25:39Z","1","31"
"2006-2013","5.4973842","52.9444632","2013-05-14T20:26:02Z","1","32"
"2006-2013","5.4973541","52.9444842","2013-05-14T21:26:02Z","1","33"
"2006-2013","5.497382","52.9444712","2013-05-14T22:26:39Z","1","34"
"2006-2013","5.4973112","52.944479","2013-05-14T23:26:33Z","1","35"
"2006-2013","5.4974761","52.9444605","2013-05-15T00:26:51Z","1","36"
"2006-2013","5.4973712","52.9444603","2013-05-15T01:27:34Z","1","37"
"2006-2013","5.4973697","52.944471","2013-05-15T02:27:36Z","1","38"
"2006-2013","5.4440854","52.9249602","2013-05-15T03:27:53Z","1","39"
"2006-2013","5.4333413","52.9244411","2013-05-15T04:28:09Z","1","40"
"2006-2013","5.4249678","52.9222186","2013-05-15T05:28:39Z","1","41"
"2006-2013","5.4344874","52.9188616","2013-05-15T06:28:55Z","1","42"
"2006-2013","5.485024","52.9440657","2013-05-15T07:28:55Z","1","43"
"2006-2013","5.4440692","52.9250109","2013-05-15T08:29:39Z","1","44"
"2006-2013","5.4440519","52.9249915","2013-05-15T09:29:42Z","1","45"
"2006-2013","5.4440099","52.9250168","2013-05-15T10:30:28Z","1","46"
"2006-2013","5.4437736","52.924977","2013-05-15T11:30:46Z","1","47"
"2006-2013","5.4428094","52.9254387","2013-05-15T12:30:48Z","1","48"
"2006-2013","5.4334459","52.9198078","2013-05-15T13:31:33Z","1","49"
"2006-2013","5.4335598","52.9196574","2013-05-15T14:38:11Z","1","50"
"2006-2013","5.4363714","52.9216361","2013-05-15T15:40:18Z","1","51"
"2006-2013","5.4363421","52.92169","2013-05-15T16:41:07Z","1","52"
"2006-2013","5.4374267","52.9244572","2013-05-15T17:41:06Z","1","53"
"2006-2013","5.4379801","52.9305988","2013-05-15T18:41:36Z","1","54"
"2006-2013","5.4379644","52.930781","2013-05-15T19:41:37Z","1","55"
"2006-2013","5.4379484","52.9307458","2013-05-15T20:42:40Z","1","56"
"2006-2013","5.43796","52.9307128","2013-05-15T21:42:59Z","1","57"
"2006-2013","5.4381998","52.9306114","2013-05-15T22:44:38Z","1","58"
"2006-2013","5.4379825","52.9306771","2013-05-15T23:44:41Z","1","59"
"2006-2013","5.4382693","52.9302414","2013-05-16T00:46:09Z","1","60"
"2006-2013","5.4379314","52.9293331","2013-05-16T01:46:11Z","1","61"
"2006-2013","5.4348843","52.9206733","2013-05-16T02:46:13Z","1","62"
"2006-2013","5.4354636","52.9210316","2013-05-16T03:47:08Z","1","63"
"2006-2013","5.435778","52.9221609","2013-05-16T04:47:09Z","1","64"
"2006-2013","5.4369308","52.9212551","2013-05-16T05:47:25Z","1","65"
"2006-2013","5.436312","52.921826","2013-05-16T06:48:08Z","1","66"
"2006-2013","5.4360732","52.9218725","2013-05-16T07:48:21Z","1","67"
"2006-2013","5.4365966","52.9218186","2013-05-16T08:48:57Z","1","68"
"2006-2013","5.4372354","52.9222084","2013-05-16T09:49:25Z","1","69"
"2006-2013","5.4362265","52.9219169","2013-05-16T10:50:08Z","1","70"
"2006-2013","5.4350929","52.9206507","2013-05-16T11:50:19Z","1","71"
"2006-2013","5.4355402","52.9212457","2013-05-16T12:50:31Z","1","72"
"2006-2013","5.4355861","52.9212876","2013-05-16T13:51:18Z","1","73"
"2006-2013","5.435636","52.9213025","2013-05-16T14:52:18Z","1","74"
"2006-2013","5.4355896","52.9213494","2013-05-16T15:52:49Z","1","75"
"2006-2013","5.4355731","52.9212833","2013-05-16T16:53:38Z","1","76"
"2006-2013","5.4356079","52.9212864","2013-05-16T17:53:44Z","1","77"
"2006-2013","5.4355818","52.921289","2013-05-16T18:54:03Z","1","78"
"2006-2013","5.435547","52.9213082","2013-05-16T19:54:26Z","1","79"
"2006-2013","5.4355498","52.9212859","2013-05-16T20:55:08Z","1","80"
"2006-2013","5.4356432","52.9212932","2013-05-16T21:55:19Z","1","81"
"2006-2013","5.4355698","52.921286","2013-05-16T22:55:39Z","1","82"
"2006-2013","5.4356192","52.9213208","2013-05-16T23:55:49Z","1","83"
"2006-2013","5.4355842","52.9213104","2013-05-17T00:56:20Z","1","84"
"2006-2013","5.4355522","52.92131","2013-05-17T01:56:49Z","1","85"
"2006-2013","5.4359748","52.9217391","2013-05-17T02:57:38Z","1","86"
"2006-2013","5.4355246","52.9217229","2013-05-17T03:16:04Z","1","87"
"2006-2013","5.4354998","52.9217636","2013-05-17T03:25:54Z","1","88"
