"","date_time","latitude","longitude","altitude","pressure","temperature","satellites_used","gps_fixtime","positiondop","h_accuracy","v_accuracy","x_speed","y_speed","z_speed","speed_accuracy","location","userflag","speed_3d","speed_2d","direction","altitude_agl","year"
"19378",2015-02-05 10:29:45,22.5266966,-11.8972315,5386,"\N",8.3,"6",52.7,4.6,"7.3","9.4","-1.34","25.92","13.66","0.51","0101000020E6100000CEE15AED61CB27C016EA9F96D5863640",0,"29.3298073638406","29.315571435343","58.8432973069596",5104,"2015"
"19379",2015-02-05 10:46:53,22.6649503,-11.7032401,5424,"\N",8.1,"6",9.2,3.3,"12.3","17.1","-5.02","21.27","17.51","0.56","0101000020E6100000B7781D160F6827C024F7CF2E3AAA3640",0,"28.0038104550077","27.9478194381389","45.1377723607605",5130,"2015"
"19380",2015-02-05 10:56:45,22.7424666,-11.5994788,5466,"\N",8,"5",9.2,4.2,"13.9","20.6","-2.54","23.05","16.07","0.45","0101000020E6100000684AA1E2EE3227C0505F854A12BE3640",0,"28.2134542372961","28.2112019686536","51.4681025438139",5186,"2015"
"19381",2015-02-05 11:06:37,22.8193,-11.4783353,5544,"\N",8.6,"5",9.3,3.5,"13.9","19.4","-2.08","21.65","14.53","0.44","0101000020E6100000710B4C5DE8F426C0E09C11A5BDD13640",0,"26.1566396924376","26.155757365161","52.6887032175337",5300,"2015"
"19382",2015-02-05 11:16:30,22.8998686,-11.3828557,5570,"\N",8,"5",10.4,3,"11.9","16.6","-6.38","11.21","13.53","0.49","0101000020E6100000A42C8DA905C426C083B2DFC95DE63640",0,"18.6930307869002","18.5203685777831","31.6941508721752",5284,"2015"
"19383",2015-02-05 11:26:21,22.9833538,-11.2621554,5615,"\N",7.1,"5",9.5,2.7,"12.3","13.8","-3.73","16.23","15.12","0.51","0101000020E610000089F08A3B398626C0B7651B13BDFB3640",0,"22.4931145019982","22.4898696831553","42.4829816911869",5338,"2015"
"19384",2015-02-05 11:36:40,23.0618403,-11.1460677,5539,"\N",7.3,"8",36.3,1.5,"6.6","9.6","-2.59","21.42","16.53","0.28","0101000020E6100000FE00B562C94A26C0281312C4D40F3740",0,"27.1802391453791","27.1782679898595","49.0115434785266",5288,"2015"
"19385",2015-02-05 11:46:38,23.1404614,-11.0169041,5457,"\N",7.8,"8",10.6,1.4,"8.7","9.7","-5.16","22.61","13.01","0.43","0101000020E61000002D5679A7A70826C0B2593F47F5233740",0,"26.5913106107992","26.3576016567269","53.5713563981666",5208,"2015"
"19386",2015-02-05 11:56:29,23.2300272,-10.8896274,5283,"\N",8.4,"8",9.6,1.4,"9.9","10.3","-5.66","21.32","15.19","0.43","0101000020E61000004340193E7DC725C0C1300510E33A3740",0,"26.7827201755162","26.6341225085329","48.2378275412508",5039,"2015"
"19387",2015-02-05 12:06:53,23.3089919,-10.7964287,5203,"\N",9.9,"8",9.8,1.4,"11.8","10.3","-3.26","18.28","13.26","0.46","0101000020E61000000C31A880C59725C0993AD9171A4F3740",0,"22.8169586053882","22.8015340981689","49.5284014230033",4960,"2015"
"19388",2015-02-05 12:17:33,23.4029623,-10.6769838,4905,"\N",11.1,"7",9.8,1.9,"11","11.1","-4.92","15.16","15.56","0.52","0101000020E6100000F7D7E19E9D5A25C05C058C8928673740",0,"22.2743260279632","22.2586928843159","38.9276731600681",4667,"2015"
"19389",2015-02-05 12:31:08,23.5293319,-10.5623988,4714,"\N",13,"7",8.9,1.7,"11.3","9.8","-3.6","4.06","9.88","0.28","0101000020E61000008A9E4ABCF21F25C0C33A9F4B82873740",0,"11.2720007097232","11.2719876182424","17.189820290073",4468,"2015"
"19390",2015-02-05 12:43:57,23.6382194,-10.440859,4611,"\N",12.2,"6",10,2,"11.8","10.4","-3.97","21.24","16.54","0.62","0101000020E6100000664B5645B8E124C039ACBA5862A33740",0,"27.2115802554721","27.2075043512715","47.8421169741669",4355,"2015"
"19391",2015-02-05 12:59:09,23.770531,-10.293969,4749,"\N",12.2,"6",10.1,3,"10.1","28","4.81","30.15","-2.65","0.43","0101000020E61000005E13D21A839624C0DE8D058541C53740",0,"30.6460617371955","30.6006486747286","94.0497598641943",4502,"2015"
"19392",2015-02-05 13:09:35,23.8626763,-10.2023743,4624,"\N",11.6,"6",12.2,2.6,"10.7","24.7","-6.77","16.69","15.35","0.6","0101000020E61000000F1AB09A9D6724C0C7889F5AD8DC3740",0,"23.6645621129993","23.5227179568102","40.340600935951",4385,"2015"
"19393",2015-02-05 13:28:49,24.0324461,-10.0301037,4620,"\N",13.4,"6",14.3,2.4,"8.6","21.8","-4.95","14.52","13.6","0.42","0101000020E610000029FA8DC0690F24C0FC613A634E083840",0,"20.5010463147616","20.464544749166","41.0371553831956",4386,"2015"
"19394",2015-02-05 13:39:13,24.1342524,-9.9069681,4772,"\N",11.1,"6",14.3,2.4,"9.3","25.5","-5.6","19.31","16.4","0.62","0101000020E6100000D007701F5ED023C0D668835D5E223840",0,"25.9460228166091","25.9103238514908","44.1839927860677",4534,"2015"
"19395",2015-02-05 13:58:23,24.3046611,-9.7330806,5029,"\N",11,"5",12.5,2.7,"14.1","28.7","-5.23","15.84","15.38","0.61","0101000020E610000003AA2457567723C007DD1445FE4D3840",0,"22.6892683883813","22.6748707361124","40.5055600637972",4766,"2015"
"19396",2015-02-05 14:28:31,24.561618,-9.3678586,5925,"\N",6.2,"8",44.5,2,"7.8","11.6","-2.46","27.03","15.74","0.32","0101000020E6100000CD1A61F657BC22C04DD87E32C68F3840",0,"31.3754697175994","31.3736974973693","56.8557630091376",5645,"2015"
"19397",2015-02-05 14:58:35,24.8116122,-8.9977071,6122,"\N",2.2,"6",8.9,2.6,"7.7","12.3","-7.2","22.46","16.46","0.38","0101000020E610000058F90A77D3FE21C0DC0830D1C5CF3840",0,"28.7614881395244","28.6310446507048","47.3478396019188",5823,"2015"
"19398",2015-02-05 15:19:23,25.0073259,-8.7592332,6156,"\N",1.2,"6",9,2.4,"9.6","13.8","-5.96","22.86","15.87","0.39","0101000020E61000002A13C836BA8421C0EDE9341CE0013940",0,"28.4597628240293","28.4037726611665","49.7721624986968",5822,"2015"
"19399",2015-02-05 15:49:15,25.2697987,-8.4801549,6070,"\N",0.1,"6",9.2,2.2,"11.8","12.3","-4.27","5.8","8.01","0.34","0101000020E61000003F07F1DCD6F520C0D900118711453940",0,"10.7718614918685","10.7077691810082","28.4853838801279",5668,"2015"
