"","date_time","latitude","longitude","altitude","pressure","temperature","satellites_used","gps_fixtime","positiondop","h_accuracy","v_accuracy","x_speed","y_speed","z_speed","speed_accuracy","location","userflag","speed_3d","speed_2d","direction","altitude_agl","year"
"1",2013-03-28 07:50:10,"52.9446333","5.4894841","-4","\N",11.8,"\N","106.8","3.1","\N","\N","\N","\N","\N","\N","0101000020E6100000E2A5E5513BF51540351B75BEE9784A40",0,"\N","\N","\N","-4","2013"
"2",2013-03-28 09:37:51,"52.9244871","5.4334154","-4","\N",5.9,"\N","40.8","2.2","\N","\N","\N","\N","\N","\N","0101000020E6100000BF54223FD1BB15407509E29755764A40",0,"\N","\N","\N","0","2013"
"3",2013-03-28 10:37:55,"52.9245241","5.4334007","-6","\N",5.9,"\N","13.5","3.1","\N","\N","\N","\N","\N","\N","0101000020E61000000841A264CDBB154092EE42CE56764A40",0,"\N","\N","\N","-2","2013"
"4",2013-03-28 13:09:12,"52.944403","5.4974608","7","\N",13.2,"\N","35.4","5.8","\N","\N","\N","\N","\N","\N","0101000020E6100000012B2C5D66FD1540459F8F32E2784A40",0,"\N","\N","\N","9","2013"
"5",2013-03-28 15:13:21,"52.9240113","5.4338404","0","\N",12.4,"\N","45.3","2.1","\N","\N","\N","\N","\N","\N","0101000020E6100000F7BB66A840BC15403551950046764A40",0,"\N","\N","\N","3","2013"
"6",2013-03-28 16:13:28,"52.9245813","5.4334524","2","\N",10.9,"\N","20.8","3","\N","\N","\N","\N","\N","\N","0101000020E6100000A87D29F2DABB154020FF16AE58764A40",0,"\N","\N","\N","6","2013"
"7",2013-03-28 17:13:55,"52.9248845","5.444001","-5","\N",9.5,"\N","16.3","1.8","\N","\N","\N","\N","\N","\N","0101000020E6100000B090B932A8C61540E509849D62764A40",0,"\N","\N","\N","-4","2013"
"8",2013-03-28 21:25:23,"52.9443174","5.4975539","0","\N",15,"\N","145.2","4.7","\N","\N","\N","\N","\N","\N","0101000020E610000030FD01C57EFD15409A057F64DF784A40",0,"\N","\N","\N","2","2013"
"9",2013-03-28 23:31:16,"52.9443932","5.4975296","-10","\N",15.5,"\N","162.9","3.3","\N","\N","\N","\N","\N","\N","0101000020E6100000F82A436678FD15404B485AE0E1784A40",0,"\N","\N","\N","-8","2013"
"10",2013-03-29 01:37:20,"52.9444854","5.4975329","-17","\N",14.5,"\N","176.7","4.6","\N","\N","\N","\N","\N","\N","0101000020E610000075BCB84379FD15405546C8E5E4784A40",0,"\N","\N","\N","-15","2013"
"11",2013-03-29 02:38:11,"52.9445076","5.4979451","-75","\N",13.6,"\N","37.1","4","\N","\N","\N","\N","\N","\N","0101000020E610000055D0FE51E5FD1540676902A0E5784A40",0,"\N","\N","\N","-73","2013"
"12",2013-03-29 04:41:55,"52.9442651","5.4972668","-13","\N",13.4,"\N","53.8","4.9","\N","\N","\N","\N","\N","\N","0101000020E6100000DA8B0D8233FD154089A0C5ADDD784A40",0,"\N","\N","\N","-11","2013"
"13",2013-03-29 05:43:27,"52.9444564","5.497567","-10","\N",13.5,"\N","82","4.4","\N","\N","\N","\N","\N","\N","0101000020E61000007C46223482FD1540BB3F83F2E3784A40",0,"\N","\N","\N","-8","2013"
"14",2013-03-29 06:44:10,"52.9444432","5.4976433","-15","\N",13.3,"\N","45.8","4.7","\N","\N","\N","\N","\N","\N","0101000020E6100000484B8A3496FD1540FD76C883E3784A40",0,"\N","\N","\N","-13","2013"
"15",2013-03-29 07:45:29,"52.9445005","5.4976254","0","\N",13.8,"\N","76.9","4","\N","\N","\N","\N","\N","\N","0101000020E6100000BCA24A8391FD15401F477364E5784A40",0,"\N","\N","\N","2","2013"
"16",2013-03-29 08:46:05,"52.9442787","5.497457","4","\N",13.6,"\N","49.6","3.8","\N","\N","\N","\N","\N","\N","0101000020E610000043AA285E65FD15409A67DB1FDE784A40",0,"\N","\N","\N","6","2013"
"17",2013-03-29 09:46:38,"52.9443618","5.4974379","-4","\N",13.7,"\N","35","2.7","\N","\N","\N","\N","\N","\N","0101000020E6100000E729615C60FD1540BD4BF3D8E0784A40",0,"\N","\N","\N","-2","2013"
