"","date_time","latitude","longitude","altitude","pressure","temperature","satellites_used","gps_fixtime","positiondop","h_accuracy","v_accuracy","x_speed","y_speed","z_speed","speed_accuracy","location","userflag","speed_3d","speed_2d","direction","altitude_agl","year"
"41",2013-05-23 08:39:21,"52.9244573","5.4333249","-3","\N",23.7,"\N","42.2","2.6","5.3","5.2","0.01","0.01","-0.1","0.64","0101000020E61000007D2BC885B9BB15403406E79D54764A40",0,"0.100995049383621","0.0695704391570446","172.560275481916","1","2013"
"42",2013-05-23 09:39:20,"52.9244315","5.4333701","4","\N",40.6,"\N","9.7","3.2","11","17","-0.42","-0.31","-1.12","0.61","0101000020E6100000CB411A5FC5BB154034F279C553764A40",0,"1.23567795157153","0.416567384643468","-139.806927286637","8","2013"
"43",2013-05-23 10:41:34,"52.920761","5.4618107","5","\N",25,"\N","128","2","4.1","4","-3.28","6.01","1.81","0.26","0101000020E61000007FC575E7E4D815405437177FDB754A40",0,"7.08199124540549","7.07971160845874","62.7663829331222","6","2013"
"44",2013-05-23 11:41:42,"52.9441729","5.4846595","3","\N",50.5,"\N","8.6","4","10.1","26.9","-1.05","-0.63","-1.57","1.73","0101000020E610000069C878944AF015407EA257A8DA784A40",0,"1.99105499672912","0.530619372813995","-96.916814205722","5","2013"
"45",2013-05-23 12:42:14,"52.926957","5.4582649","29","\N",55.2,"\N","24.9","7.6","45.6","61.8","10.74","-10.7","-7.2","1.18","0101000020E61000006C9ED96443D515402EE6E786A6764A40",0,"16.7832535582348","16.7830287818677","-135.930631159521","31","2013"
"46",2013-05-23 13:42:39,"52.9220158","5.4435613","0","\N",13.5,"\N","34.4","2.2","4.7","11.7","-0.13","0","-0.21","0.65","0101000020E6100000C115F5EE34C6154098B21D9D04764A40",0,"0.246981780704569","0.0264164201613009","152.170056258019","1","2013"
"47",2013-05-23 14:45:14,"52.9255508","5.4408781","0","\N",20.5,"\N","13.9","3.1","9.4","6.8","0.14","0.25","-0.48","0.68","0101000020E61000002917748C75C31540B164D87278764A40",0,"0.559016994374947","0.481111979077825","150.679338868899","2","2013"
"48",2013-05-23 15:46:09,"52.9255463","5.4408746","-1","\N",19.1,"\N","37.2","1.9","2.5","3.3","-0.09","-0.03","-0.11","0.34","0101000020E61000005F8C92A174C3154087B7184D78764A40",0,"0.145258390463339","0.022591099351048","-70.7743362163499","1","2013"
"49",2013-05-23 16:48:20,"52.9157047","5.4393103","0","\N",21.9,"\N","8.7","2.1","6.4","7.7","-4.98","8.82","2.03","0.23","0101000020E61000000D2F2D8FDAC1154091A5C5CF35754A40",0,"10.330232330398","10.293886113572","64.0033306440019","1","2013"
"50",2013-05-23 17:48:55,"52.9444886","5.4973726","4","\N",24.7,"\N","28.2","3.1","7.1","7.2","-0.28","-0.39","-0.68","0.61","0101000020E6100000BAB42B3E4FFD1540F038A000E5784A40",0,"0.83240615086627","0.394218906261649","-113.551055851308","6","2013"
"51",2013-05-23 18:49:09,"52.9444956","5.497394","2","\N",17.8,"\N","26.5","2.9","3.5","5.6","-0.38","-0.09","-0.43","0.47","0101000020E610000010E84CDA54FD1540A39B583BE5784A40",0,"0.580861429258304","0.0727442575386531","-46.9770067443003","4","2013"
"52",2013-05-23 19:49:07,"52.9444211","5.49745","9","\N",11,"\N","10.1","3","83.4","46.2","-0.71","-0.17","-0.41","1.42","0101000020E6100000AF94658863FD1540801365CAE2784A40",0,"0.837317144217172","0.345116688517184","-17.0515143681088","11","2013"
"53",2013-05-23 20:49:39,"52.9444532","5.4973769","-1","\N",7.5,"\N","25.5","1.9","10.2","5.4","-0.5","0.23","0.01","0.75","0101000020E6100000B924BD5E50FD1540204DABD7E3784A40",0,"0.550454357780915","0.474714408325943","35.6742631060098","1","2013"
"54",2013-05-23 21:49:44,"52.9444637","5.4974299","-15","\N",6.7,"\N","14.9","3.5","13.7","19.4","-0.54","0.24","-0.44","1.05","0101000020E6100000D03582435EFD15402CE1BF2FE4784A40",0,"0.736749618255754","0.325005868774911","63.409190826669","-13","2013"
"55",2013-05-23 22:50:05,"52.9445217","5.4973474","5","\N",5.5,"\N","20.3","6.8","8.7","8.9","-0.81","-0.21","-0.19","1.49","0101000020E6100000A50007A348FD154061EE4916E6784A40",0,"0.858079250419214","0.560637521267529","-13.5586718664781","7","2013"
"56",2013-05-23 23:50:08,"52.9444761","5.4973492","0","\N",4.8,"\N","7.7","2.2","8.2","5.9","-0.41","0.34","-0.33","0.4","0101000020E61000005EC4D21B49FD154044ADC497E4784A40",0,"0.626578007912822","0.390945345135617","75.050983034672","2","2013"
"57",2013-05-24 00:50:39,"52.9444852","5.4973501","-3","\N",4.7,"\N","39.1","1.7","3.2","4.3","-0.19","-0.04","-0.13","0.39","0101000020E61000003AA6385849FD15402CC71AE4E4784A40",0,"0.233666428910958","0.0786810710325668","-15.9444315131866","-1","2013"
"58",2013-05-24 01:50:55,"52.9443112","5.4971016","33","\N",4.4,"\N","7.5","4","8.1","6.8","-1.68","0.61","-0.24","0.62","0101000020E61000003728AB3308FD15408E9F7C30DF784A40",0,"1.80335797888273","1.3773762571293","33.895290978394","35","2013"
"59",2013-05-24 02:51:09,"52.944531","5.4972222","-23","\N",4.8,"\N","23","4.6","7.2","10.1","-0.39","-0.34","-0.41","0.83","0101000020E61000007561FFD027FD154072874D64E6784A40",0,"0.66015149776396","0.313881131142909","-73.5771989679467","-21","2013"
"60",2013-05-24 03:51:36,"52.9446182","5.4970944","-10","\N",4.7,"\N","18.4","5.1","9","6.6","-0.1","-0.13","-0.05","1.43","0101000020E610000056197C5006FD15406B1ACA3FE9784A40",0,"0.171464281994822","0.133670186513894","-63.6894588172915","-8","2013"
"61",2013-05-24 04:52:08,"52.9250129","5.4440776","0","\N",8.1,"\N","34.8","1.2","2.3","2.4","0","0.01","-0.05","0.22","0101000020E6100000708B4347BCC6154066F09CD266764A40",0,"0.0509901951359279","0.0324639191805466","162.142852249929","1","2013"
"62",2013-05-24 05:52:13,"52.925009","5.4440918","-6","\N",13.5,"\N","8.2","2","6.1","7.8","-0.27","0.06","-0.19","0.49","0101000020E6100000E5AF3500C0C61540BAC0E5B166764A40",0,"0.33555923471125","0.127975572848954","41.8273754423531","-5","2013"
"63",2013-05-24 06:52:29,"52.9250069","5.4440488","-2","\N",20.1,"\N","8.7","3.1","11","10.4","-0.52","-0.25","-0.35","0.56","0101000020E6100000EB4F87BAB4C61540840948A066764A40",0,"0.67483331275212","0.297701700056091","-42.0872594164709","-1","2013"
"64",2013-05-24 07:53:40,"52.9253369","5.4299005","0","\N",22.3,"\N","16","3.9","31.7","24.3","-1.06","-0.61","-0.03","1.38","0101000020E6100000DD2230D637B8154019A4857071764A40",0,"1.22335603975294","1.00683835931978","-30.232759981645","2","2013"
"65",2013-05-24 08:54:27,"52.9253444","5.4296936","0","\N",27.9,"\N","47.6","3.7","15.2","14.3","0.18","-0.05","-1.18","1.34","0101000020E6100000B8335D9901B81540B4C46FAF71764A40",0,"1.19469661420798","0.853182687063606","-175.508886732603","2","2013"
"66",2013-05-24 09:54:21,"52.9251043","5.4297262","-2","\N",26.9,"\N","10","1.4","10","11.2","0.1","0.04","-0.68","0.6","0101000020E6100000FBEF1C250AB81540CAF154D169764A40",0,"0.68847657912234","0.493325393153527","176.471928711654","0","2013"
"67",2013-05-24 10:54:20,"52.9252089","5.4296562","-7","\N",35,"\N","9.4","4.5","17","15.8","0.06","-0.09","-1.22","1.04","0101000020E610000034187ECBF7B71540ECBBC73E6D764A40",0,"1.22478569554024","0.782171290899974","-173.003624023595","-5","2013"
"68",2013-05-24 11:54:56,"52.9251911","5.4295914","-7","\N",32.5,"\N","13.9","4.5","39.9","47","-1.17","-0.8","-0.87","2.62","0101000020E61000004892D6CEE6B715406F8676A96C764A40",0,"1.66306945134591","0.82861520234372","-55.8456354633813","-5","2013"
"69",2013-05-24 12:55:08,"52.9252036","5.429638","-4","\N",25.6,"\N","26.3","2.2","7.6","7","-0.21","-0.01","-0.46","0.46","0101000020E6100000B3791C06F3B715401C1252126D764A40",0,"0.505766744656072","0.110209715924759","174.838019426971","-2","2013"
"70",2013-05-24 13:55:12,"52.9252219","5.4296494","-3","\N",17.6,"\N","14.8","3.3","30.9","26.4","0.06","0.16","-0.47","1.66","0101000020E6100000EDFB2603F6B715408005D5AB6D764A40",0,"0.500099990001999","0.375894936756021","155.880739163386","-1","2013"
