"","date_time","latitude","longitude","altitude","pressure","temperature","satellites_used","gps_fixtime","positiondop","h_accuracy","v_accuracy","x_speed","y_speed","z_speed","speed_accuracy","location","userflag","speed_3d","speed_2d","direction","altitude_agl","year"
"3146",2014-03-13 14:46:55,"36.8788504","-6.3410493","-2","\N",36.2,"7","84.9","2.3","6.6","19.1","-0.03","0.07","-0.26","0.57","0101000020E6100000764B17073C5D19C0CB097F2B7E704240",0,"0.270924343682881","0.196923885803748","160.338240772444","-2","2014"
"3147",2014-03-13 15:47:16,"36.8788856","-6.340948","-12","\N",31.3,"5","11.4","2.3","14.1","16.7","-1.28","-0.4","-0.6","0.71","0101000020E6100000E38BF678215D19C07176C6527F704240",0,"1.46914941377656","0.597066817131868","-64.5040867333878","-12","2014"
"3148",2014-03-13 16:47:39,"36.8788518","-6.3410951","0","\N",33.9,"5","33.8","2.6","14.4","17.6","-0.26","-0.04","-0.23","0.67","0101000020E6100000AC4DAD08485D19C0EF833D377E704240",0,"0.349428104193123","0.0753914490919542","-114.740339452374","0","2014"
"3149",2014-03-13 17:47:47,"36.8788518","-6.3408017","3","\N",31,"5","10.3","2","13","13.2","-0.87","-0.81","-0.49","0.59","0101000020E610000050AFEF1EFB5C19C0EF833D377E704240",0,"1.28572936499094","0.904103736966427","-85.3512627087768","3","2014"
"3150",2014-03-13 18:48:09,"36.8788232","-6.3412182","60","\N",29.3,"4","32.6","4.7","44.8","54.1","-0.46","-0.6","0.29","2.41","0101000020E61000003033C74D685D19C0A87B53477D704240",0,"0.809753048774748","0.797792811071271","-54.2091921715266","60","2014"
"3151",2014-03-13 20:48:55,"36.887075","-6.3407376","2","\N",30.1,"5","48.4","5","27.8","29","0.13","-0.17","-0.48","1.44","0101000020E6100000F3114251EA5C19C0B30C71AC8B714240",0,"0.525547333738837","0.497375346021105","-161.8903127382","2","2014"
"3152",2014-03-13 22:49:48,"36.8871638","-6.3407379","-6","\N",31,"4","54.2","5.2","17.9","35.6","-1.05","-0.56","-0.67","2.01","0101000020E6100000E7076465EA5C19C0F99859958E714240",0,"1.36565002837477","0.674653684284463","-85.4605554110709","-6","2014"
"3153",2014-03-14 00:50:08,"36.8872492","-6.3404262","-5","\N",29,"6","27.1","4.2","10.6","16.5","-0.94","0.11","-0.35","0.91","0101000020E610000064CE8EAF985C19C07AB3BC6191714240",0,"1.00905896755343","0.288184618279335","1.09707607597285","-5","2014"
"3154",2014-03-14 02:50:38,"36.8872732","-6.3404598","1","\N",28.1,"6","26","2.5","18.3","14.9","-0.49","-0.19","-0.55","0.67","0101000020E61000002A696A7EA15C19C0034F102B92714240",0,"0.760723339986358","0.291000777935737","-123.396365887519","1","2014"
"3155",2014-03-14 04:51:09,"36.887187","-6.3403311","1","\N",28.9,"7","41.8","2","10.1","9.5","0.05","-0.51","0.09","0.42","0101000020E6100000303F81C17F5C19C0DA37F7578F714240",0,"0.520288381573143","0.501428379612432","-89.0459767374925","1","2014"
"3156",2014-03-14 06:51:20,"36.8788287","-6.3407637","-1","\N",29.8,"4","21.6","4.9","32.9","59.2","-0.56","0.33","-0.35","2.99","0101000020E6100000E4A7CC28F15C19C0A2A476757D704240",0,"0.73824115301167","0.276750752352626","74.0784217657751","-1","2014"
"3157",2014-03-14 07:51:38,"36.8788312","-6.3407474","14","\N",29.9,"5","24","3.6","16.3","28.7","-0.55","-0.17","-0.57","1.18","0101000020E6100000C2C9ECE2EC5C19C02B5A6F8A7D704240",0,"0.810123447383175","0.268570473868218","-121.209425891633","14","2014"
"3158",2014-03-14 08:52:08,"36.8789322","-6.3405114","1","\N",34.2,"7","38.4","2.7","10.4","17.9","-0.51","0.07","-0.14","0.66","0101000020E610000023A93B05AF5C19C05F33AFD980704240",0,"0.533479146733966","0.197290114854614","3.85056528789434","1","2014"
"3159",2014-03-14 09:52:14,"36.8789858","-6.3405682","-34","\N",31.6,"6","12.9","2.3","31.6","44","-1.69","0.51","-0.35","1.04","0101000020E6100000F83A04E9BD5C19C0FF52509B82704240",0,"1.79963885265905","0.826414835282529","22.7993524710568","-34","2014"
"3160",2014-03-14 10:52:12,"36.8782261","-6.3412566","-31","\N",37.5,"5","11.3","3.9","25.8","23.4","-0.92","-0.77","-0.19","0.96","0101000020E6100000372DC25E725D19C02FFF7CB669704240",0,"1.21466044637998","0.933292294308328","-68.2586322251354","-31","2014"
"3161",2014-03-14 11:52:38,"36.878815","-6.3407577","3","\N",36.6,"7","37.7","1.8","13","14.9","-0.65","0.25","0.05","0.6","0101000020E6100000D3702596EF5C19C0FC1D8A027D704240",0,"0.698212002188447","0.478104362635395","21.6879086373817","3","2014"
"3162",2014-03-14 12:52:55,"36.8786426","-6.3410889","50","\N",35.9,"5","23.1","7.6","18.2","48","-0.49","0.14","-0.06","1.83","0101000020E61000004D1D9A68465D19C0ABEF575C77704240",0,"0.5131276644267","0.267422094013888","18.5384417159936","50","2014"
"3163",2014-03-14 13:52:59,"36.8787993","-6.3407213","17","\N",37.7,"5","11.5","4.1","27.2","35.1","-1","-0.23","-0.43","1.66","0101000020E6100000D233620BE65C19C0B49FD67E7C704240",0,"1.11256460486571","0.413800782475274","-55.0164136708069","17","2014"
"3164",2014-03-14 14:53:38,"36.8787199","-6.3408821","21","\N",35.8,"5","34.8","2.7","14.3","27.7","-0.56","0.08","-0.15","1.06","0101000020E6100000CE2A7D32105D19C0156CC8E479704240",0,"0.585234995535981","0.220039285657314","4.60400142233521","21","2014"
"3165",2014-03-14 15:53:49,"36.8787798","-6.3404909","1","\N",35.7,"5","14.3","2.8","32.1","25","-1.07","-0.36","-0.08","1.2","0101000020E6100000A95780A5A95C19C055B142DB7B704240",0,"1.1317685275709","0.727620348164448","-40.8544356584418","1","2014"
"3166",2014-03-14 16:54:08,"36.8787559","-6.340908","2","\N",35.8,"7","33.7","2","11.9","13.8","-0.36","0.32","-0.38","0.46","0101000020E610000071C79BFC165D19C062D5C5127B704240",0,"0.613514466007119","0.286477853448569","103.737760003625","2","2014"
"3167",2014-03-14 17:54:15,"36.8872563","-6.3398746","-13","\N",34,"7","9.1","1.8","15.3","17.7","-0.65","0.45","-0.51","0.69","0101000020E6100000DEF64E16085C19C0C1D54B9D91714240",0,"0.940797534010374","0.375596088827168","88.5214717611411","-13","2014"
"3168",2014-03-14 18:54:20,"36.8875176","-6.3401534","-14","\N",33.6,"5","14.6","4.6","29.9","43","-1.86","0.37","-0.16","2.08","0101000020E61000002A7E422C515C19C0ED4F3D2D9A714240",0,"1.90318154677897","1.01919562067502","9.16500081194712","-14","2014"
"3169",2014-03-14 20:54:38,"36.8874029","-6.3398342","2","\N",31.8,"5","33.4","3.6","17.2","13.4","-0.39","-0.15","-0.06","0.79","0101000020E6100000D23F1C7FFD5B19C012F0106B96714240",0,"0.422137418384109","0.259716111572568","-47.717844175987","2","2014"
"3170",2014-03-14 22:55:08,"36.8869458","-6.3399837","1","\N",31.8,"6","32.2","2.3","7.6","14","-0.39","0.24","-0.59","0.62","0101000020E61000003BB1E2AF245C19C08B29A27087714240",0,"0.746860093993514","0.296784430313163","138.806022013783","1","2014"
"3171",2014-03-15 00:55:38,"36.8869813","-6.3400073","8","\N",33.2,"7","31","2.4","8.6","14.6","-0.59","-0.11","-0.42","0.77","0101000020E6100000E49AA7DF2A5C19C0F0D46D9A88714240",0,"0.732529862872497","0.174699668389301","-87.1261912174202","8","2014"
"3172",2014-03-15 02:55:42,"36.8869034","-6.3400601","0","\N",32.8,"5","19.8","4.6","31.9","23.1","-1.68","-1.32","-0.58","1.63","0101000020E6100000ADB200B7385C19C009DBF40C86714240",0,"2.21386539789573","1.56384378947528","-73.2444030182272","0","2014"
"3173",2014-03-15 04:56:38,"36.8868795","-6.3398701","-3","\N",30.6,"7","44.6","4.2","18.2","14.5","-1.09","0.71","0.23","1.23","0101000020E6100000918D51E8065C19C015FF774485714240",0,"1.32102233137824","1.05793033810334","33.5898507069888","-3","2014"
