,ID,date_time,latitude,longitude,b,t
199,2004-2013_Y4BRRR,5/29/2013 6:43,52.9220099,5.4324501,-1,5/29/2013 6:43
200,2004-2013_Y4BRRR,5/29/2013 6:59,52.9220288,5.4325272,-1,5/29/2013 6:59
201,2004-2013_Y4BRRR,5/29/2013 7:14,52.9219854,5.4325398,-1,5/29/2013 7:14
202,2004-2013_Y4BRRR,5/29/2013 7:30,52.921849,5.4326304,-1,5/29/2013 7:30
203,2004-2013_Y4BRRR,5/29/2013 7:48,52.9219124,5.4325299,-1,5/29/2013 7:48
204,2004-2013_Y4BRRR,5/29/2013 8:04,52.9219266,5.4325005,-1,5/29/2013 8:04
205,2004-2013_Y4BRRR,5/29/2013 8:20,52.9219836,5.4324705,-1,5/29/2013 8:20
206,2004-2013_Y4BRRR,5/29/2013 8:35,52.922057,5.4325164,-1,5/29/2013 8:35
207,2004-2013_Y4BRRR,5/29/2013 8:50,52.9219854,5.4326466,-1,5/29/2013 8:50
208,2004-2013_Y4BRRR,5/29/2013 9:05,52.9220071,5.4325317,-1,5/29/2013 9:05
209,2004-2013_Y4BRRR,5/29/2013 9:20,52.9220436,5.4325254,-1,5/29/2013 9:20
210,2004-2013_Y4BRRR,5/29/2013 9:35,52.9220356,5.4325017,-1,5/29/2013 9:35
211,2004-2013_Y4BRRR,5/29/2013 9:50,52.9220476,5.432454,-1,5/29/2013 9:50
212,2004-2013_Y4BRRR,5/29/2013 10:05,52.9219662,5.4325923,-1,5/29/2013 10:05
213,2004-2013_Y4BRRR,5/29/2013 10:20,52.9219649,5.4325392,-1,5/29/2013 10:20
214,2004-2013_Y4BRRR,5/29/2013 10:36,52.9218623,5.43262,-1,5/29/2013 10:36
215,2004-2013_Y4BRRR,5/29/2013 10:51,52.9218131,5.4326722,-1,5/29/2013 10:51
216,2004-2013_Y4BRRR,5/29/2013 11:05,52.9218457,5.4326729,-1,5/29/2013 11:05
217,2004-2013_Y4BRRR,5/29/2013 11:20,52.9219655,5.4324911,-1,5/29/2013 11:20
218,2004-2013_Y4BRRR,5/29/2013 11:36,52.9199614,5.4300452,-1,5/29/2013 11:36
219,2004-2013_Y4BRRR,5/29/2013 11:52,52.9249753,5.4303475,-1,5/29/2013 11:52
220,2004-2013_Y4BRRR,5/29/2013 12:08,52.9249425,5.4303339,-1,5/29/2013 12:08
221,2004-2013_Y4BRRR,5/29/2013 12:23,52.9251369,5.4307786,-1,5/29/2013 12:23
222,2004-2013_Y4BRRR,5/29/2013 12:39,52.9287506,5.4347977,-1,5/29/2013 12:39
223,2004-2013_Y4BRRR,5/29/2013 12:55,52.928673,5.4347791,-1,5/29/2013 12:55
224,2004-2013_Y4BRRR,5/29/2013 13:09,52.9286855,5.4348248,-1,5/29/2013 13:09
225,2004-2013_Y4BRRR,5/29/2013 13:24,52.9286195,5.4345322,-1,5/29/2013 13:24
226,2004-2013_Y4BRRR,5/29/2013 13:40,52.9286458,5.4347167,-1,5/29/2013 13:40
227,2004-2013_Y4BRRR,5/29/2013 13:55,52.9284643,5.4346089,-1,5/29/2013 13:55
228,2004-2013_Y4BRRR,5/29/2013 14:10,52.9284352,5.4346928,-1,5/29/2013 14:10
229,2004-2013_Y4BRRR,5/29/2013 14:31,52.9285212,5.4347854,-1,5/29/2013 14:31
230,2004-2013_Y4BRRR,5/29/2013 14:49,52.9284514,5.4347351,-1,5/29/2013 14:49
231,2004-2013_Y4BRRR,5/29/2013 15:06,52.928399,5.434688,-1,5/29/2013 15:06
232,2004-2013_Y4BRRR,5/29/2013 15:21,52.9242702,5.4301728,-1,5/29/2013 15:21
233,2004-2013_Y4BRRR,5/29/2013 15:36,52.928611,5.4345613,-1,5/29/2013 15:36
234,2004-2013_Y4BRRR,5/29/2013 15:51,52.9286452,5.4346516,-1,5/29/2013 15:51
235,2004-2013_Y4BRRR,5/29/2013 16:08,52.9287589,5.4345495,-1,5/29/2013 16:08
236,2004-2013_Y4BRRR,5/29/2013 16:23,52.9286824,5.434797,-1,5/29/2013 16:23
237,2004-2013_Y4BRRR,5/29/2013 16:38,52.9286772,5.4348033,-1,5/29/2013 16:38
238,2004-2013_Y4BRRR,5/29/2013 16:53,52.9287021,5.4348435,-1,5/29/2013 16:53
239,2004-2013_Y4BRRR,5/29/2013 17:08,52.9287051,5.434879,-1,5/29/2013 17:08
240,2004-2013_Y4BRRR,5/29/2013 17:42,52.9286751,5.4347688,-1,5/29/2013 17:42
241,2004-2013_Y4BRRR,5/29/2013 18:09,52.9286857,5.4347965,-1,5/29/2013 18:09
242,2004-2013_Y4BRRR,5/29/2013 18:24,52.9286771,5.4347697,-1,5/29/2013 18:24
243,2004-2013_Y4BRRR,5/29/2013 18:39,52.9286587,5.4348034,-1,5/29/2013 18:39
244,2004-2013_Y4BRRR,5/29/2013 18:54,52.9286811,5.4347981,-1,5/29/2013 18:54
245,2004-2013_Y4BRRR,5/29/2013 19:09,52.9285598,5.434876,-1,5/29/2013 19:09
246,2004-2013_Y4BRRR,5/29/2013 19:24,52.9286816,5.4348173,-1,5/29/2013 19:24
247,2004-2013_Y4BRRR,5/29/2013 19:54,52.9287373,5.4347788,-1,5/29/2013 19:54
248,2004-2013_Y4BRRR,5/29/2013 20:24,52.9286834,5.434782,-1,5/29/2013 20:24
249,2004-2013_Y4BRRR,5/29/2013 20:54,52.9286693,5.4348277,-1,5/29/2013 20:54
250,2004-2013_Y4BRRR,5/29/2013 21:24,52.9286295,5.4348702,-1,5/29/2013 21:24
251,2004-2013_Y4BRRR,5/29/2013 21:54,52.9286406,5.4349609,-1,5/29/2013 21:54
252,2004-2013_Y4BRRR,5/29/2013 22:24,52.9286921,5.4348796,-1,5/29/2013 22:24
253,2004-2013_Y4BRRR,5/29/2013 22:54,52.9287222,5.4348472,-1,5/29/2013 22:54
254,2004-2013_Y4BRRR,5/29/2013 23:24,52.9287113,5.4348394,-1,5/29/2013 23:24
255,2004-2013_Y4BRRR,5/29/2013 23:55,52.9287331,5.4347063,-1,5/29/2013 23:55
256,2004-2013_Y4BRRR,5/30/2013 0:25,52.9286771,5.4348042,-1,5/30/2013 0:25
257,2004-2013_Y4BRRR,5/30/2013 0:55,52.928696,5.4347698,-1,5/30/2013 0:55
258,2004-2013_Y4BRRR,5/30/2013 1:25,52.9286808,5.4347941,-1,5/30/2013 1:25
259,2004-2013_Y4BRRR,5/30/2013 1:55,52.9286841,5.4347897,-1,5/30/2013 1:55
260,2004-2013_Y4BRRR,5/30/2013 2:25,52.9286774,5.4347788,-1,5/30/2013 2:25
261,2004-2013_Y4BRRR,5/30/2013 2:56,52.9286615,5.4348176,-1,5/30/2013 2:56
262,2004-2013_Y4BRRR,5/30/2013 3:26,52.9286723,5.4347889,-1,5/30/2013 3:26
263,2004-2013_Y4BRRR,5/30/2013 3:56,52.9286797,5.4347754,-1,5/30/2013 3:56
