,ID,date_time,latitude,longitude,b,t,d,,,Date Time,ID,Latitude,Longitude,
179,2004-2013_B3BLYB,5/28/2013 23:06,52.9286175,5.4346935,-1,5/28/2013 23:06,0.000,,,,,,,
180,2004-2013_B3BLYB,5/28/2013 23:36,52.9287328,5.434863,-1,5/28/2013 23:36,0.000,,,,,,,
181,2004-2013_B3BLYB,5/29/2013 0:06,52.9286654,5.4347744,-1,5/29/2013 0:06,0.000,,,,,,,
182,2004-2013_B3BLYB,5/29/2013 0:36,52.928671,5.4347868,-1,5/29/2013 0:36,0.000,,,,,,,
183,2004-2013_B3BLYB,5/29/2013 1:06,52.9286892,5.4347886,-1,5/29/2013 1:06,0.000,,,,,,,
184,2004-2013_B3BLYB,5/29/2013 1:36,52.9286388,5.4347796,-1,5/29/2013 1:36,0.000,,,,,,,
185,2004-2013_B3BLYB,5/29/2013 2:06,52.9288076,5.434871,-1,5/29/2013 2:06,0.000,,,,,,,
186,2004-2013_B3BLYB,5/29/2013 2:36,52.9287352,5.4347962,-1,5/29/2013 2:36,0.000,,,,,,,
187,2004-2013_B3BLYB,5/29/2013 3:06,52.9286782,5.4347394,-1,5/29/2013 3:06,0.000,,,,,,,
188,2004-2013_B3BLYB,5/29/2013 3:36,52.9287029,5.4347577,-1,5/29/2013 3:36,0.000,,,,,,,
189,2004-2013_B3BLYB,5/29/2013 3:55,52.9287501,5.4347444,-1,5/29/2013 3:55,0.000,,,,,,,
190,2004-2013_B3BLYB,5/29/2013 4:10,52.9286748,5.4347815,-1,5/29/2013 4:10,0.000,,,,,,,
191,2004-2013_B3BLYB,5/29/2013 4:25,52.9286756,5.434769,-1,5/29/2013 4:25,0.000,,,,,,,
192,2004-2013_B3BLYB,5/29/2013 4:41,52.9250065,5.4363221,-1,5/29/2013 4:41,0.004,,,,,,,
193,2004-2013_B3BLYB,5/29/2013 5:11,52.92868,5.4347883,-1,5/29/2013 5:11,0.004,,,,,,,
194,2004-2013_B3BLYB,5/29/2013 5:26,52.9286761,5.4347838,-1,5/29/2013 5:26,0.000,,,,,,,
195,2004-2013_B3BLYB,5/29/2013 5:41,52.9286782,5.4347544,-1,5/29/2013 5:41,0.000,,,,,,,
196,2004-2013_B3BLYB,5/29/2013 5:56,52.9286832,5.434784,-1,5/29/2013 5:56,0.000,,,,,,,
197,2004-2013_B3BLYB,5/29/2013 6:11,52.9248204,5.4365792,-1,5/29/2013 6:11,0.004,,,,,,,
198,2004-2013_B3BLYB,5/29/2013 6:28,52.9247333,5.4367156,-1,5/29/2013 6:28,0.000,,,,,,,
