,ID,date_time,latitude,longitude,b,t
19378,2002-2015,2/5/2015 10:29,22.5266966,-11.8972315,-1,02/05/2015 10:29:45
19379,2002-2015,2/5/2015 10:46,22.6649503,-11.7032401,2,02/05/2015 10:46:53
19380,2002-2015,2/5/2015 10:56,22.7424666,-11.5994788,2,02/05/2015 10:56:45
19381,2002-2015,2/5/2015 11:06,22.8193,-11.4783353,2,02/05/2015 11:06:37
19382,2002-2015,2/5/2015 11:16,22.8998686,-11.3828557,2,02/05/2015 11:16:30
19383,2002-2015,2/5/2015 11:26,22.9833538,-11.2621554,2,02/05/2015 11:26:21
19384,2002-2015,2/5/2015 11:36,23.0618403,-11.1460677,2,02/05/2015 11:36:40
19385,2002-2015,2/5/2015 11:46,23.1404614,-11.0169041,2,02/05/2015 11:46:38
19386,2002-2015,2/5/2015 11:56,23.2300272,-10.8896274,2,02/05/2015 11:56:29
19387,2002-2015,2/5/2015 12:06,23.3089919,-10.7964287,2,02/05/2015 12:06:53
19388,2002-2015,2/5/2015 12:17,23.4029623,-10.6769838,2,02/05/2015 12:17:33
19389,2002-2015,2/5/2015 12:31,23.5293319,-10.5623988,2,02/05/2015 12:31:08
19390,2002-2015,2/5/2015 12:43,23.6382194,-10.440859,2,02/05/2015 12:43:57
19391,2002-2015,2/5/2015 12:59,23.770531,-10.293969,2,02/05/2015 12:59:09
19392,2002-2015,2/5/2015 13:09,23.8626763,-10.2023743,2,02/05/2015 13:09:35
19393,2002-2015,2/5/2015 13:28,24.0324461,-10.0301037,2,02/05/2015 13:28:49
19394,2002-2015,2/5/2015 13:39,24.1342524,-9.9069681,2,02/05/2015 13:39:13
19395,2002-2015,2/5/2015 13:58,24.3046611,-9.7330806,2,02/05/2015 13:58:23
19396,2002-2015,2/5/2015 14:28,24.561618,-9.3678586,2,02/05/2015 14:28:31
19397,2002-2015,2/5/2015 14:58,24.8116122,-8.9977071,2,02/05/2015 14:58:35
19398,2002-2015,2/5/2015 15:19,25.0073259,-8.7592332,2,02/05/2015 15:19:23
19399,2002-2015,2/5/2015 15:49,25.2697987,-8.4801549,2,02/05/2015 15:49:15
19400,2002-2015,2/5/2015 15:59,25.3525438,-8.4147226,2,02/05/2015 15:59:14
19401,2002-2015,2/5/2015 16:29,25.6302614,-8.2048559,2,02/05/2015 16:29:19
19402,2002-2015,2/5/2015 16:39,25.7317258,-8.1252248,2,02/05/2015 16:39:50
19403,2002-2015,2/5/2015 16:49,25.8411303,-8.0449225,2,02/05/2015 16:49:52
19404,2002-2015,2/5/2015 16:59,25.9412039,-7.9849604,2,02/05/2015 16:59:44
19405,2002-2015,2/5/2015 17:09,26.0323688,-7.9206839,2,02/05/2015 17:09:31
19406,2002-2015,2/5/2015 17:19,26.1236538,-7.8565789,2,02/05/2015 17:19:47
19407,2002-2015,2/5/2015 17:30,26.2130681,-7.7834069,2,02/05/2015 17:30:09
19408,2002-2015,2/5/2015 17:39,26.3097751,-7.6779055,2,02/05/2015 17:39:55
19409,2002-2015,2/5/2015 17:49,26.3958219,-7.6102395,2,02/05/2015 17:49:46
19410,2002-2015,2/5/2015 17:59,26.4758028,-7.5787249,2,02/05/2015 17:59:39
19411,2002-2015,2/5/2015 18:09,26.546316,-7.5574742,2,02/05/2015 18:09:33
19412,2002-2015,2/5/2015 18:19,26.6077537,-7.5221418,2,02/05/2015 18:19:24
19413,2002-2015,2/5/2015 18:49,26.8652628,-7.3789653,2,02/05/2015 18:49:15
19414,2002-2015,2/5/2015 19:19,27.1676327,-7.3274811,2,02/05/2015 19:19:07
19415,2002-2015,2/5/2015 19:49,27.3727946,-7.3339564,2,02/05/2015 19:49:00
19416,2002-2015,2/5/2015 20:19,27.5911598,-7.4205137,2,02/05/2015 20:19:39
19417,2002-2015,2/5/2015 20:49,27.7983831,-7.4469049,2,02/05/2015 20:49:30
19418,2002-2015,2/5/2015 21:19,28.008086,-7.3946212,2,02/05/2015 21:19:22
19419,2002-2015,2/5/2015 21:49,28.2447937,-7.31768,2,02/05/2015 21:49:39
19420,2002-2015,2/5/2015 22:19,28.4524629,-7.2035643,2,02/05/2015 22:19:39
19421,2002-2015,2/5/2015 22:49,28.6316669,-7.0659749,2,02/05/2015 22:49:33
19422,2002-2015,2/5/2015 23:19,28.8795627,-6.9450057,2,02/05/2015 23:19:41
