,ID,date_time,latitude,longitude,b,t
41,1009-2013,5/23/2013 8:39,52.9244573,5.4333249,-1,
42,1009-2013,5/23/2013 9:39,52.9244315,5.4333701,,
43,1009-2013,5/23/2013 10:41,52.920761,5.4618107,,
44,1009-2013,5/23/2013 11:41,52.9441729,5.4846595,,
45,1009-2013,5/23/2013 12:42,52.926957,5.4582649,,
46,1009-2013,5/23/2013 13:42,52.9220158,5.4435613,,
47,1009-2013,5/23/2013 14:45,52.9255508,5.4408781,,
48,1009-2013,5/23/2013 15:46,52.9255463,5.4408746,,
49,1009-2013,5/23/2013 16:48,52.9157047,5.4393103,,
50,1009-2013,5/23/2013 17:48,52.9444886,5.4973726,,
51,1009-2013,5/23/2013 18:49,52.9444956,5.497394,,
52,1009-2013,5/23/2013 19:49,52.9444211,5.49745,,
53,1009-2013,5/23/2013 20:49,52.9444532,5.4973769,,
54,1009-2013,5/23/2013 21:49,52.9444637,5.4974299,,
55,1009-2013,5/23/2013 22:50,52.9445217,5.4973474,,
56,1009-2013,5/23/2013 23:50,52.9444761,5.4973492,,
57,1009-2013,5/24/2013 0:50,52.9444852,5.4973501,,
58,1009-2013,5/24/2013 1:50,52.9443112,5.4971016,,
59,1009-2013,5/24/2013 2:51,52.944531,5.4972222,,
60,1009-2013,5/24/2013 3:51,52.9446182,5.4970944,,
61,1009-2013,5/24/2013 4:52,52.9250129,5.4440776,,
62,1009-2013,5/24/2013 5:52,52.925009,5.4440918,,
63,1009-2013,5/24/2013 6:52,52.9250069,5.4440488,,
64,1009-2013,5/24/2013 7:53,52.9253369,5.4299005,,
65,1009-2013,5/24/2013 8:54,52.9253444,5.4296936,,
66,1009-2013,5/24/2013 9:54,52.9251043,5.4297262,,
67,1009-2013,5/24/2013 10:54,52.9252089,5.4296562,,
68,1009-2013,5/24/2013 11:54,52.9251911,5.4295914,,
69,1009-2013,5/24/2013 12:55,52.9252036,5.429638,,
70,1009-2013,5/24/2013 13:55,52.9252219,5.4296494,,
71,1009-2013,5/24/2013 14:55,52.9251731,5.429841,,
72,1009-2013,5/24/2013 17:59,52.9251677,5.4294292,,
73,1009-2013,5/24/2013 19:00,52.9257636,5.4293723,,
74,1009-2013,5/24/2013 20:00,52.9258295,5.4305228,,
75,1009-2013,5/24/2013 21:02,52.9257297,5.4301591,,
76,1009-2013,5/24/2013 22:02,52.9255622,5.4299636,,
77,1009-2013,5/24/2013 23:02,52.9256969,5.4301947,,
