,ID,longitude,latitude,date_time,b,t
647,1008-2013,5.4360528,52.921809,6/7/2013 7:28,4,6/07/2013 07:28:00
648,1008-2013,5.436088,52.9216952,6/7/2013 7:43,4,6/07/2013 07:43:00
649,1008-2013,5.4360002,52.9217184,6/7/2013 7:58,4,6/07/2013 07:58:00
650,1008-2013,5.4360597,52.921503,6/7/2013 8:16,4,6/07/2013 08:16:00
651,1008-2013,5.4362464,52.9215617,6/7/2013 8:46,4,6/07/2013 08:46:00
652,1008-2013,5.4347588,52.9218189,6/7/2013 9:01,4,6/07/2013 09:01:00
653,1008-2013,5.4348585,52.9215411,6/7/2013 9:31,4,6/07/2013 09:31:00
654,1008-2013,5.4349855,52.9217165,6/7/2013 9:54,4,6/07/2013 09:54:00
655,1008-2013,5.4349378,52.9214501,6/7/2013 10:09,4,6/07/2013 10:09:00
656,1008-2013,5.434948,52.9214247,6/7/2013 10:24,4,6/07/2013 10:24:00
657,1008-2013,5.4344236,52.9217371,6/7/2013 10:39,4,6/07/2013 10:39:00
658,1008-2013,5.4343609,52.9218091,6/7/2013 10:53,4,6/07/2013 10:53:00
659,1008-2013,5.4350774,52.9217951,6/7/2013 11:09,4,6/07/2013 11:09:00
660,1008-2013,5.435747,52.9219194,6/7/2013 11:25,4,6/07/2013 11:25:00
661,1008-2013,5.4351528,52.9216291,6/7/2013 11:47,4,6/07/2013 11:47:00
662,1008-2013,5.4351896,52.9210955,6/7/2013 12:18,4,6/07/2013 12:18:00
663,1008-2013,5.4353306,52.9209704,6/7/2013 12:36,4,6/07/2013 12:36:00
664,1008-2013,5.4350751,52.9208934,6/7/2013 12:53,4,6/07/2013 12:53:00
665,1008-2013,5.435433,52.9210518,6/7/2013 13:08,4,6/07/2013 13:08:00
666,1008-2013,5.4352887,52.9212437,6/7/2013 13:23,4,6/07/2013 13:23:00
667,1008-2013,5.434939,52.9210868,6/7/2013 13:40,-1,6/07/2013 13:40:00
668,1008-2013,5.4350823,52.9217474,6/7/2013 13:55,-1,6/07/2013 13:55:00
669,1008-2013,5.4351129,52.9218761,6/7/2013 14:09,-1,6/07/2013 14:09:00
670,1008-2013,5.4398545,52.930898,6/7/2013 14:28,2,6/07/2013 14:28:00
671,1008-2013,5.435082,52.9219006,6/7/2013 14:45,-1,6/07/2013 14:45:00
672,1008-2013,5.4362209,52.9219369,6/7/2013 15:00,-1,6/07/2013 15:00:00
673,1008-2013,5.4362898,52.9218015,6/7/2013 15:22,-1,6/07/2013 15:22:00
674,1008-2013,5.437474,52.9218785,6/7/2013 15:52,-1,6/07/2013 15:52:00
675,1008-2013,5.4380496,52.921608,6/7/2013 16:07,4,6/07/2013 16:07:00
676,1008-2013,5.4380343,52.921573,6/7/2013 16:22,4,6/07/2013 16:22:00
677,1008-2013,5.4383425,52.921679,6/7/2013 16:52,4,6/07/2013 16:52:00
678,1008-2013,5.438522,52.9219537,6/7/2013 17:21,4,6/07/2013 17:21:00
679,1008-2013,5.4384819,52.9220839,6/7/2013 17:36,4,6/07/2013 17:36:00
680,1008-2013,5.4383385,52.921906,6/7/2013 18:07,4,6/07/2013 18:07:00
681,1008-2013,5.4376386,52.9221579,6/7/2013 18:22,4,6/07/2013 18:22:00
682,1008-2013,5.439028,52.9225344,6/7/2013 18:37,4,6/07/2013 18:37:00
683,1008-2013,5.4364575,52.9220951,6/7/2013 18:52,4,6/07/2013 18:52:00
684,1008-2013,5.4374486,52.9217166,6/7/2013 19:22,4,6/07/2013 19:22:00
685,1008-2013,5.4373159,52.921594,6/7/2013 19:48,4,6/07/2013 19:48:00
686,1008-2013,5.4372799,52.9215541,6/7/2013 20:18,4,6/07/2013 20:18:00
687,1008-2013,5.4373171,52.9215544,6/7/2013 20:48,4,6/07/2013 20:48:00
688,1008-2013,5.437328,52.921557,6/7/2013 21:18,4,6/07/2013 21:18:00
689,1008-2013,5.4371991,52.9216755,6/7/2013 21:48,4,6/07/2013 21:48:00
690,1008-2013,5.4372901,52.921609,6/7/2013 22:18,4,6/07/2013 22:18:00
691,1008-2013,5.4373154,52.9216171,6/7/2013 22:48,4,6/07/2013 22:48:00
692,1008-2013,5.4373074,52.9216142,6/7/2013 23:18,4,6/07/2013 23:18:00
693,1008-2013,5.4372961,52.9216165,6/7/2013 23:48,4,6/07/2013 23:48:00
694,1008-2013,5.4372988,52.921626,6/8/2013 0:18,4,6/08/2013 00:18:00
695,1008-2013,5.4373462,52.92166,6/8/2013 0:48,4,6/08/2013 00:48:00
696,1008-2013,5.4372712,52.9215953,6/8/2013 1:18,4,6/08/2013 01:18:00
697,1008-2013,5.4372437,52.9215877,6/8/2013 1:48,4,6/08/2013 01:48:00
698,1008-2013,5.436952,52.9216091,6/8/2013 2:18,4,6/08/2013 02:18:00
699,1008-2013,5.4371755,52.9215681,6/8/2013 2:48,4,6/08/2013 02:48:00
700,1008-2013,5.4371094,52.9214558,6/8/2013 3:18,4,6/08/2013 03:18:00
701,1008-2013,5.4366507,52.9214664,6/8/2013 3:36,4,6/08/2013 03:36:00
702,1008-2013,5.4364994,52.92224,6/8/2013 3:51,4,6/08/2013 03:51:00
703,1008-2013,5.4383534,52.9219412,6/8/2013 4:14,4,6/08/2013 04:14:00
704,1008-2013,5.4384955,52.9219821,6/8/2013 4:29,4,6/08/2013 04:29:00
705,1008-2013,5.4388486,52.9219197,6/8/2013 4:43,4,6/08/2013 04:43:00
706,1008-2013,5.4384732,52.9222644,6/8/2013 5:02,4,6/08/2013 05:02:00
707,1008-2013,5.4384359,52.9220149,6/8/2013 5:18,4,6/08/2013 05:18:00
708,1008-2013,5.4385671,52.9216367,6/8/2013 5:34,4,6/08/2013 05:34:00
709,1008-2013,5.4386695,52.9216829,6/8/2013 5:49,4,6/08/2013 05:49:00
710,1008-2013,5.4363868,52.9223414,6/8/2013 6:04,4,6/08/2013 06:04:00
711,1008-2013,5.4362876,52.9221773,6/8/2013 6:19,4,6/08/2013 06:19:00
712,1008-2013,5.4357405,52.922198,6/8/2013 6:34,4,6/08/2013 06:34:00
713,1008-2013,5.4358965,52.9221001,6/8/2013 6:49,4,6/08/2013 06:49:00
714,1008-2013,5.4360506,52.9221125,6/8/2013 7:04,4,6/08/2013 07:04:00
715,1008-2013,5.4361113,52.9221053,6/8/2013 7:19,4,6/08/2013 07:19:00
716,1008-2013,5.4362205,52.9219626,6/8/2013 7:34,4,6/08/2013 07:34:00
717,1008-2013,5.4375964,52.9218014,6/8/2013 7:49,4,6/08/2013 07:49:00
718,1008-2013,5.4375978,52.9218068,6/8/2013 8:09,4,6/08/2013 08:09:00
719,1008-2013,5.4378399,52.9218324,6/8/2013 8:24,4,6/08/2013 08:24:00
720,1008-2013,5.4386007,52.9216955,6/8/2013 8:39,4,6/08/2013 08:39:00
721,1008-2013,5.438388,52.9218356,6/8/2013 8:54,4,6/08/2013 08:54:00
722,1008-2013,5.437871,52.9215522,6/8/2013 9:09,4,6/08/2013 09:09:00
723,1008-2013,5.4379025,52.9215291,6/8/2013 9:24,4,6/08/2013 09:24:00
724,1008-2013,5.4376515,52.9215987,6/8/2013 9:39,4,6/08/2013 09:39:00
725,1008-2013,5.437994,52.9219167,6/8/2013 9:54,4,6/08/2013 09:54:00
726,1008-2013,5.4381432,52.9218763,6/8/2013 10:09,4,6/08/2013 10:09:00
727,1008-2013,5.4384447,52.922073,6/8/2013 10:24,4,6/08/2013 10:24:00
728,1008-2013,5.4385115,52.9219258,6/8/2013 10:52,4,6/08/2013 10:52:00
729,1008-2013,5.4380246,52.9219221,6/8/2013 11:08,4,6/08/2013 11:08:00
730,1008-2013,5.4380331,52.9219184,6/8/2013 11:23,4,6/08/2013 11:23:00
731,1008-2013,5.4374679,52.9219984,6/8/2013 11:49,4,6/08/2013 11:49:00
732,1008-2013,5.4377311,52.9217823,6/8/2013 12:04,4,6/08/2013 12:04:00
733,1008-2013,5.4381444,52.9213726,6/8/2013 12:22,4,6/08/2013 12:22:00
734,1008-2013,5.4381025,52.9212716,6/8/2013 12:52,4,6/08/2013 12:52:00
735,1008-2013,5.4369912,52.9218586,6/8/2013 13:07,4,6/08/2013 13:07:00
736,1008-2013,5.4371346,52.9219381,6/8/2013 13:22,4,6/08/2013 13:22:00
737,1008-2013,5.4371571,52.9218043,6/8/2013 13:52,4,6/08/2013 13:52:00
738,1008-2013,5.4381984,52.9221005,6/8/2013 14:22,4,6/08/2013 14:22:00
739,1008-2013,5.4380841,52.9218399,6/8/2013 14:52,4,6/08/2013 14:52:00
740,1008-2013,5.4379862,52.9221253,6/8/2013 15:22,4,6/08/2013 15:22:00
741,1008-2013,5.4370731,52.9218663,6/8/2013 15:52,4,6/08/2013 15:52:00
742,1008-2013,5.4371932,52.9220789,6/8/2013 16:23,4,6/08/2013 16:23:00
743,1008-2013,5.4374626,52.9219972,6/8/2013 16:38,4,6/08/2013 16:38:00
744,1008-2013,5.4381139,52.9220416,6/8/2013 17:08,4,6/08/2013 17:08:00
745,1008-2013,5.4379224,52.9217164,6/8/2013 17:23,4,6/08/2013 17:23:00
746,1008-2013,5.4388339,52.9223005,6/8/2013 17:53,4,6/08/2013 17:53:00
747,1008-2013,5.4385413,52.9227007,6/8/2013 18:23,4,6/08/2013 18:23:00
748,1008-2013,5.439877,52.9213193,6/8/2013 18:45,4,6/08/2013 18:45:00
749,1008-2013,5.4374681,52.9218361,6/8/2013 19:07,4,6/08/2013 19:07:00
750,1008-2013,5.4372604,52.9215278,6/8/2013 19:22,4,6/08/2013 19:22:00
751,1008-2013,5.437386,52.9219594,6/8/2013 19:52,4,6/08/2013 19:52:00
752,1008-2013,5.4375949,52.9216018,6/8/2013 20:22,4,6/08/2013 20:22:00
753,1008-2013,5.4375326,52.9215674,6/8/2013 20:52,4,6/08/2013 20:52:00
754,1008-2013,5.437577,52.9215965,6/8/2013 21:22,4,6/08/2013 21:22:00
755,1008-2013,5.4375443,52.92158,6/8/2013 21:52,4,6/08/2013 21:52:00
756,1008-2013,5.4375543,52.9215638,6/8/2013 22:22,4,6/08/2013 22:22:00
757,1008-2013,5.4375514,52.921566,6/8/2013 22:52,4,6/08/2013 22:52:00
758,1008-2013,5.4375312,52.921575,6/8/2013 23:22,4,6/08/2013 23:22:00
759,1008-2013,5.4375341,52.9215879,6/8/2013 23:52,4,6/08/2013 23:52:00
760,1008-2013,5.4375497,52.9215657,6/9/2013 0:22,4,6/09/2013 00:22:00
761,1008-2013,5.4375212,52.9215825,6/9/2013 0:52,4,6/09/2013 00:52:00
762,1008-2013,5.4375644,52.9216082,6/9/2013 1:22,4,6/09/2013 01:22:00
763,1008-2013,5.4375502,52.9215743,6/9/2013 1:52,4,6/09/2013 01:52:00
764,1008-2013,5.4375368,52.9215787,6/9/2013 2:23,4,6/09/2013 02:23:00
765,1008-2013,5.4375353,52.9215774,6/9/2013 2:53,4,6/09/2013 02:53:00
766,1008-2013,5.4373431,52.921355,6/9/2013 3:23,4,6/09/2013 03:23:00
767,1008-2013,5.4370095,52.9218217,6/9/2013 4:12,4,6/09/2013 04:12:00
768,1008-2013,5.4385025,52.9211715,6/9/2013 4:33,4,6/09/2013 04:33:00
769,1008-2013,5.4363417,52.9223809,6/9/2013 5:00,4,6/09/2013 05:00:00
770,1008-2013,5.4371846,52.9221278,6/9/2013 5:30,4,6/09/2013 05:30:00
771,1008-2013,5.4369102,52.9219432,6/9/2013 5:48,4,6/09/2013 05:48:00
772,1008-2013,5.4379353,52.921973,6/9/2013 6:06,4,6/09/2013 06:06:00
773,1008-2013,5.4368283,52.9219192,6/9/2013 6:22,4,6/09/2013 06:22:00
774,1008-2013,5.4368526,52.9217289,6/9/2013 6:37,4,6/09/2013 06:37:00
775,1008-2013,5.4369583,52.9216924,6/9/2013 6:54,4,6/09/2013 06:54:00
776,1008-2013,5.4374978,52.9216095,6/9/2013 7:09,4,6/09/2013 07:09:00
777,1008-2013,5.4386996,52.9223932,6/9/2013 7:24,4,6/09/2013 07:24:00
778,1008-2013,5.438144,52.9218652,6/9/2013 7:39,4,6/09/2013 07:39:00
779,1008-2013,5.4381508,52.9219141,6/9/2013 8:01,4,6/09/2013 08:01:00
780,1008-2013,5.4377169,52.9220809,6/9/2013 8:23,4,6/09/2013 08:23:00
781,1008-2013,5.4374794,52.9219294,6/9/2013 8:38,4,6/09/2013 08:38:00
782,1008-2013,5.4366089,52.9222851,6/9/2013 8:53,4,6/09/2013 08:53:00
783,1008-2013,5.4366597,52.9223366,6/9/2013 9:08,4,6/09/2013 09:08:00
784,1008-2013,5.4363774,52.9222242,6/9/2013 9:23,4,6/09/2013 09:23:00
785,1008-2013,5.437165,52.9218472,6/9/2013 9:38,4,6/09/2013 09:38:00
786,1008-2013,5.437744,52.9218697,6/9/2013 9:53,4,6/09/2013 09:53:00
787,1008-2013,5.438175,52.9220434,6/9/2013 10:08,4,6/09/2013 10:08:00
788,1008-2013,5.4384742,52.9220792,6/9/2013 10:23,4,6/09/2013 10:23:00
789,1008-2013,5.4362808,52.9221144,6/9/2013 10:38,4,6/09/2013 10:38:00
790,1008-2013,5.4380385,52.9219328,6/9/2013 10:53,4,6/09/2013 10:53:00
791,1008-2013,5.4371173,52.9221042,6/9/2013 11:09,4,6/09/2013 11:09:00
792,1008-2013,5.4384623,52.9218533,6/9/2013 11:24,4,6/09/2013 11:24:00
793,1008-2013,5.438389,52.9219448,6/9/2013 11:39,4,6/09/2013 11:39:00
794,1008-2013,5.4382501,52.9219003,6/9/2013 11:54,4,6/09/2013 11:54:00
795,1008-2013,5.4379805,52.9218292,6/9/2013 12:09,4,6/09/2013 12:09:00
796,1008-2013,5.438243,52.9220945,6/9/2013 12:24,4,6/09/2013 12:24:00
797,1008-2013,5.4381667,52.922175,6/9/2013 12:38,4,6/09/2013 12:38:00
798,1008-2013,5.4378613,52.9221024,6/9/2013 12:53,4,6/09/2013 12:53:00
799,1008-2013,5.4377604,52.9219571,6/9/2013 13:08,4,6/09/2013 13:08:00
800,1008-2013,5.4378839,52.9221649,6/9/2013 13:24,4,6/09/2013 13:24:00
801,1008-2013,5.4358917,52.9221343,6/9/2013 13:38,4,6/09/2013 13:38:00
802,1008-2013,5.4365227,52.9221216,6/9/2013 13:54,4,6/09/2013 13:54:00
803,1008-2013,5.4376564,52.922161,6/9/2013 14:09,4,6/09/2013 14:09:00
804,1008-2013,5.4376523,52.9221205,6/9/2013 14:24,4,6/09/2013 14:24:00
805,1008-2013,5.4376416,52.9221026,6/9/2013 14:39,4,6/09/2013 14:39:00
806,1008-2013,5.4380452,52.9218246,6/9/2013 14:54,4,6/09/2013 14:54:00
807,1008-2013,5.4378534,52.9220375,6/9/2013 15:11,4,6/09/2013 15:11:00
808,1008-2013,5.4380615,52.9219673,6/9/2013 15:58,4,6/09/2013 15:58:00
809,1008-2013,5.436621,52.9220633,6/9/2013 16:14,4,6/09/2013 16:14:00
810,1008-2013,5.4361962,52.9220832,6/9/2013 16:29,4,6/09/2013 16:29:00
811,1008-2013,5.4364241,52.9224223,6/9/2013 16:44,4,6/09/2013 16:44:00
812,1008-2013,5.4355411,52.9217641,6/9/2013 16:59,4,6/09/2013 16:59:00
813,1008-2013,5.4349145,52.9217249,6/9/2013 17:14,4,6/09/2013 17:14:00
814,1008-2013,5.4349193,52.9217633,6/9/2013 17:32,4,6/09/2013 17:32:00
815,1008-2013,5.4350734,52.9218311,6/9/2013 17:47,4,6/09/2013 17:47:00
816,1008-2013,5.4353217,52.9214219,6/9/2013 18:02,4,6/09/2013 18:02:00
817,1008-2013,5.4351876,52.9213241,6/9/2013 18:21,4,6/09/2013 18:21:00
818,1008-2013,5.434457,52.9216358,6/9/2013 18:36,4,6/09/2013 18:36:00
819,1008-2013,5.4351545,52.9217486,6/9/2013 18:53,4,6/09/2013 18:53:00
820,1008-2013,5.4351483,52.9216041,6/9/2013 19:09,4,6/09/2013 19:09:00
821,1008-2013,5.4352495,52.9212337,6/9/2013 19:32,4,6/09/2013 19:32:00
822,1008-2013,5.435279,52.9212713,6/9/2013 19:47,4,6/09/2013 19:47:00
823,1008-2013,5.4352749,52.9212558,6/9/2013 20:17,4,6/09/2013 20:17:00
824,1008-2013,5.4352601,52.9212237,6/9/2013 20:47,4,6/09/2013 20:47:00
825,1008-2013,5.435265,52.9212267,6/9/2013 21:18,4,6/09/2013 21:18:00
826,1008-2013,5.435263,52.9212322,6/9/2013 21:47,4,6/09/2013 21:47:00
827,1008-2013,5.4352878,52.9212487,6/9/2013 22:17,4,6/09/2013 22:17:00
828,1008-2013,5.4352345,52.9212737,6/9/2013 22:47,4,6/09/2013 22:47:00
829,1008-2013,5.4352602,52.9212724,6/9/2013 23:17,4,6/09/2013 23:17:00
830,1008-2013,5.435181,52.9212641,6/9/2013 23:47,4,6/09/2013 23:47:00
831,1008-2013,5.4352438,52.9212439,6/10/2013 0:18,4,6/10/2013 00:18:00
832,1008-2013,5.4352479,52.9212447,6/10/2013 0:48,4,6/10/2013 00:48:00
833,1008-2013,5.4352216,52.9212382,6/10/2013 1:18,4,6/10/2013 01:18:00
834,1008-2013,5.4352171,52.92124,6/10/2013 1:47,4,6/10/2013 01:47:00
835,1008-2013,5.4351995,52.9212502,6/10/2013 2:18,4,6/10/2013 02:18:00
836,1008-2013,5.4352141,52.9212195,6/10/2013 2:47,4,6/10/2013 02:47:00
837,1008-2013,5.4348093,52.9211686,6/10/2013 3:17,4,6/10/2013 03:17:00
838,1008-2013,5.4346971,52.9212094,6/10/2013 3:43,4,6/10/2013 03:43:00
839,1008-2013,5.4391702,52.92319,6/10/2013 4:15,4,6/10/2013 04:15:00
840,1008-2013,5.4349127,52.9220976,6/10/2013 4:30,4,6/10/2013 04:30:00
841,1008-2013,5.4353463,52.9222828,6/10/2013 4:44,4,6/10/2013 04:44:00
842,1008-2013,5.4353208,52.9223193,6/10/2013 5:00,4,6/10/2013 05:00:00
843,1008-2013,5.4357772,52.9224024,6/10/2013 5:15,4,6/10/2013 05:15:00
844,1008-2013,5.4358143,52.9225458,6/10/2013 5:30,4,6/10/2013 05:30:00
845,1008-2013,5.4365035,52.9220836,6/10/2013 5:45,4,6/10/2013 05:45:00
846,1008-2013,5.4362946,52.9219771,6/10/2013 6:00,4,6/10/2013 06:00:00
847,1008-2013,5.4365772,52.9218456,6/10/2013 6:16,4,6/10/2013 06:16:00
848,1008-2013,5.4369044,52.921713,6/10/2013 6:32,4,6/10/2013 06:32:00
849,1008-2013,5.4371838,52.9211223,6/10/2013 6:47,4,6/10/2013 06:47:00
850,1008-2013,5.4383772,52.9217148,6/10/2013 7:04,4,6/10/2013 07:04:00
851,1008-2013,5.4387898,52.9219294,6/10/2013 7:20,4,6/10/2013 07:20:00
852,1008-2013,5.4375492,52.9219821,6/10/2013 7:36,4,6/10/2013 07:36:00
853,1008-2013,5.4359839,52.921834,6/10/2013 8:07,4,6/10/2013 08:07:00
854,1008-2013,5.4349974,52.9211843,6/10/2013 8:37,4,6/10/2013 08:37:00
855,1008-2013,5.4351178,52.920949,6/10/2013 9:07,4,6/10/2013 09:07:00
856,1008-2013,5.4355598,52.9207228,6/10/2013 9:37,4,6/10/2013 09:37:00
857,1008-2013,5.4351336,52.9211982,6/10/2013 10:08,4,6/10/2013 10:08:00
858,1008-2013,5.4356605,52.9220324,6/10/2013 10:38,4,6/10/2013 10:38:00
859,1008-2013,5.4351193,52.9217497,6/10/2013 11:07,4,6/10/2013 11:07:00
860,1008-2013,5.4367092,52.9211879,6/10/2013 11:39,4,6/10/2013 11:39:00
861,1008-2013,5.4371341,52.9216815,6/10/2013 12:09,4,6/10/2013 12:09:00
862,1008-2013,5.4378379,52.9218926,6/10/2013 12:39,-1,6/10/2013 12:39:00
863,1008-2013,5.4383823,52.9219703,6/10/2013 13:10,-1,6/10/2013 13:10:00
864,1008-2013,5.4370751,52.921074,6/10/2013 13:40,-1,6/10/2013 13:40:00
865,1008-2013,5.4371202,52.9210987,6/10/2013 14:10,-1,6/10/2013 14:10:00
866,1008-2013,5.4392537,52.9284624,6/10/2013 14:36,2,6/10/2013 14:36:00
867,1008-2013,5.4341931,52.9218148,6/10/2013 15:07,-1,6/10/2013 15:07:00
868,1008-2013,5.4324501,52.9211051,6/10/2013 15:22,-1,6/10/2013 15:22:00
869,1008-2013,5.4323047,52.9207255,6/10/2013 15:37,-1,6/10/2013 15:37:00
870,1008-2013,5.4326368,52.9201702,6/10/2013 15:52,-1,6/10/2013 15:52:00
871,1008-2013,5.4328668,52.9198739,6/10/2013 16:08,-1,6/10/2013 16:08:00
872,1008-2013,5.4332274,52.9204245,6/10/2013 16:23,-1,6/10/2013 16:23:00
873,1008-2013,5.4328714,52.9208524,6/10/2013 16:38,-1,6/10/2013 16:38:00
874,1008-2013,5.4339268,52.9213607,6/10/2013 16:53,-1,6/10/2013 16:53:00
875,1008-2013,5.4355017,52.9205253,6/10/2013 17:12,-1,6/10/2013 17:12:00
876,1008-2013,5.4358554,52.9206848,6/10/2013 17:42,-1,6/10/2013 17:42:00
877,1008-2013,5.436985,52.9215739,6/10/2013 17:57,-1,6/10/2013 17:57:00
878,1008-2013,5.4366017,52.9217636,6/10/2013 18:12,-1,6/10/2013 18:12:00
879,1008-2013,5.4359373,52.9213993,6/10/2013 18:29,4,6/10/2013 18:29:00
880,1008-2013,5.4369418,52.9216652,6/10/2013 18:47,4,6/10/2013 18:47:00
881,1008-2013,5.4366566,52.9216781,6/10/2013 19:14,4,6/10/2013 19:14:00
882,1008-2013,5.4372537,52.9215406,6/10/2013 19:44,4,6/10/2013 19:44:00
883,1008-2013,5.4372221,52.9215796,6/10/2013 20:14,4,6/10/2013 20:14:00
884,1008-2013,5.4372849,52.9215272,6/10/2013 20:44,4,6/10/2013 20:44:00
885,1008-2013,5.4372792,52.9215367,6/10/2013 21:14,4,6/10/2013 21:14:00
886,1008-2013,5.4372834,52.9215186,6/10/2013 21:44,4,6/10/2013 21:44:00
887,1008-2013,5.4372815,52.9215389,6/10/2013 22:15,4,6/10/2013 22:15:00
888,1008-2013,5.4372899,52.9215403,6/10/2013 22:45,4,6/10/2013 22:45:00
889,1008-2013,5.4372805,52.921518,6/10/2013 23:15,4,6/10/2013 23:15:00
890,1008-2013,5.4372914,52.9215629,6/10/2013 23:45,4,6/10/2013 23:45:00
891,1008-2013,5.4373023,52.921536,6/11/2013 0:14,4,6/11/2013 00:14:00
892,1008-2013,5.4372809,52.9215434,6/11/2013 0:45,4,6/11/2013 00:45:00
893,1008-2013,5.4372656,52.9215199,6/11/2013 1:15,4,6/11/2013 01:15:00
894,1008-2013,5.4373004,52.9215613,6/11/2013 1:45,4,6/11/2013 01:45:00
895,1008-2013,5.4372794,52.9215409,6/11/2013 2:15,4,6/11/2013 02:15:00
896,1008-2013,5.4372444,52.9215156,6/11/2013 2:45,4,6/11/2013 02:45:00
897,1008-2013,5.4374287,52.9213128,6/11/2013 3:15,4,6/11/2013 03:15:00
898,1008-2013,5.4358517,52.9221278,6/11/2013 3:45,4,6/11/2013 03:45:00
899,1008-2013,5.4365066,52.9224223,6/11/2013 4:15,4,6/11/2013 04:15:00
900,1008-2013,5.4380646,52.9223029,6/11/2013 4:46,4,6/11/2013 04:46:00
901,1008-2013,5.4365203,52.9223422,6/11/2013 5:16,4,6/11/2013 05:16:00
902,1008-2013,5.4365198,52.9221885,6/11/2013 5:48,4,6/11/2013 05:48:00
903,1008-2013,5.4367521,52.921895,6/11/2013 6:21,4,6/11/2013 06:21:00
904,1008-2013,5.4369237,52.9219603,6/11/2013 6:51,4,6/11/2013 06:51:00
905,1008-2013,5.4371484,52.9221224,6/11/2013 7:22,4,6/11/2013 07:22:00
906,1008-2013,5.4371441,52.9210671,6/11/2013 7:52,4,6/11/2013 07:52:00
907,1008-2013,5.4363418,52.9223594,6/11/2013 8:23,4,6/11/2013 08:23:00
908,1008-2013,5.4352855,52.9213366,6/11/2013 8:54,4,6/11/2013 08:54:00
909,1008-2013,5.4353339,52.9209666,6/11/2013 9:23,4,6/11/2013 09:23:00
910,1008-2013,5.4351415,52.9210999,6/11/2013 9:54,4,6/11/2013 09:54:00
911,1008-2013,5.4349456,52.921259,6/11/2013 10:24,-1,6/11/2013 10:24:00
912,1008-2013,5.4348501,52.9218872,6/11/2013 10:56,-1,6/11/2013 10:56:00
913,1008-2013,5.435084,52.9217244,6/11/2013 11:26,-1,6/11/2013 11:26:00
914,1008-2013,5.4288426,52.9182286,6/11/2013 11:56,2,6/11/2013 11:56:00
915,1008-2013,5.4352426,52.9214996,6/11/2013 12:27,-1,6/11/2013 12:27:00
916,1008-2013,5.4350232,52.9214017,6/11/2013 12:57,-1,6/11/2013 12:57:00
917,1008-2013,5.4346401,52.9214357,6/11/2013 13:27,-1,6/11/2013 13:27:00
918,1008-2013,5.434579,52.9213491,6/11/2013 13:57,4,6/11/2013 13:57:00
919,1008-2013,5.4357538,52.9211497,6/11/2013 14:27,4,6/11/2013 14:27:00
920,1008-2013,5.4355976,52.9214201,6/11/2013 14:57,4,6/11/2013 14:57:00
921,1008-2013,5.4363124,52.9217956,6/11/2013 15:28,4,6/11/2013 15:28:00
922,1008-2013,5.437249,52.9221597,6/11/2013 15:58,4,6/11/2013 15:58:00
923,1008-2013,5.4381568,52.9216261,6/11/2013 16:28,4,6/11/2013 16:28:00
924,1008-2013,5.4386131,52.921707,6/11/2013 16:58,4,6/11/2013 16:58:00
925,1008-2013,5.4364703,52.9221969,6/11/2013 17:30,4,6/11/2013 17:30:00
926,1008-2013,5.4374041,52.921749,6/11/2013 18:00,4,6/11/2013 18:00:00
927,1008-2013,5.4360149,52.9227411,6/11/2013 18:31,4,6/11/2013 18:31:00
928,1008-2013,5.4373874,52.9216711,6/11/2013 19:01,4,6/11/2013 19:01:00
929,1008-2013,5.4373749,52.9214291,6/11/2013 19:31,4,6/11/2013 19:31:00
930,1008-2013,5.4377636,52.9215505,6/11/2013 20:01,4,6/11/2013 20:01:00
931,1008-2013,5.4386281,52.9215617,6/11/2013 20:31,4,6/11/2013 20:31:00
932,1008-2013,5.4375597,52.9215431,6/11/2013 21:01,4,6/11/2013 21:01:00
933,1008-2013,5.4375896,52.9215482,6/11/2013 21:31,4,6/11/2013 21:31:00
934,1008-2013,5.4376636,52.9216609,6/11/2013 22:02,4,6/11/2013 22:02:00
935,1008-2013,5.43756,52.9215604,6/11/2013 22:32,4,6/11/2013 22:32:00
936,1008-2013,5.4375968,52.9215561,6/11/2013 23:02,4,6/11/2013 23:02:00
937,1008-2013,5.4375632,52.9215405,6/11/2013 23:32,4,6/11/2013 23:32:00
938,1008-2013,5.4375412,52.921543,6/12/2013 0:02,-1,6/12/2013 00:02:00
939,1008-2013,5.4375733,52.921579,6/12/2013 0:32,-1,6/12/2013 00:32:00
940,1008-2013,5.4375442,52.9215797,6/12/2013 1:02,-1,6/12/2013 01:02:00
941,1008-2013,5.4400149,52.9307556,6/12/2013 1:32,2,6/12/2013 01:32:00
942,1008-2013,5.4377111,52.9216158,6/12/2013 2:03,-1,6/12/2013 02:03:00
943,1008-2013,5.4377296,52.9216139,6/12/2013 2:33,-1,6/12/2013 02:33:00
944,1008-2013,5.4377325,52.9216242,6/12/2013 3:03,-1,6/12/2013 03:03:00
945,1008-2013,5.4388105,52.9225211,6/12/2013 3:33,-1,6/12/2013 03:33:00
946,1008-2013,5.4369382,52.9220098,6/12/2013 4:05,-1,6/12/2013 04:05:00
947,1008-2013,5.4369166,52.9220117,6/12/2013 4:36,-1,6/12/2013 04:36:00
948,1008-2013,5.4363608,52.9224212,6/12/2013 5:07,-1,6/12/2013 05:07:00
949,1008-2013,5.4358724,52.92249,6/12/2013 5:39,-1,6/12/2013 05:39:00
950,1008-2013,5.4347168,52.9218822,6/12/2013 6:09,-1,6/12/2013 06:09:00
