,ID,date_time,latitude,longitude,b,t
1,1001-2012,5/11/2012 7:32,52.9237019,5.4307805,-1,5/11/2012 7:32
2,1001-2012,5/11/2012 7:47,52.9237168,5.4307872,-1,5/11/2012 07:47:57
3,1001-2012,5/11/2012 8:17,52.9225568,5.4349902,-1,5/11/2012 08:17:55
4,1001-2012,5/11/2012 8:32,52.9201272,5.4341653,-1,5/11/2012 08:32:50
5,1001-2012,5/11/2012 8:47,52.9201267,5.4341291,-1,5/11/2012 08:47:41
6,1001-2012,5/11/2012 9:02,52.9216955,5.4349181,-1,5/11/2012 09:02:36
7,1001-2012,5/11/2012 9:17,52.9213611,5.4329005,-1,5/11/2012 09:17:52
8,1001-2012,5/11/2012 9:32,52.9211834,5.4329905,-1,5/11/2012 09:32:46
9,1001-2012,5/11/2012 9:47,52.9209574,5.4325886,-1,5/11/2012 09:47:40
10,1001-2012,5/11/2012 10:03,52.9207722,5.4339441,-1,5/11/2012 10:03:09
11,1001-2012,5/11/2012 10:18,52.9209109,5.4341557,-1,5/11/2012 10:18:07
12,1001-2012,5/11/2012 10:33,52.9209585,5.433898,-1,5/11/2012 10:33:33
13,1001-2012,5/11/2012 10:48,52.9210939,5.4335914,-1,5/11/2012 10:48:26
14,1001-2012,5/11/2012 11:03,52.9211244,5.4335606,-1,5/11/2012 11:03:40
15,1001-2012,5/11/2012 11:18,52.921155,5.433365,-1,5/11/2012 11:18:35
16,1001-2012,5/11/2012 11:33,52.9210871,5.4334818,-1,5/11/2012 11:33:32
17,1001-2012,5/11/2012 11:48,52.9211747,5.4336551,-1,5/11/2012 11:48:29
18,1001-2012,5/11/2012 12:03,52.9211024,5.43372,-1,5/11/2012 12:03:49
19,1001-2012,5/11/2012 12:18,52.9209847,5.4338174,-1,5/11/2012 12:18:51
20,1001-2012,5/11/2012 12:34,52.9210775,5.4337497,-1,5/11/2012 12:34:10
21,1001-2012,5/11/2012 12:49,52.9211314,5.4337395,-1,5/11/2012 12:49:03
22,1001-2012,5/11/2012 13:04,52.9210663,5.433262,-1,5/11/2012 13:04:06
23,1001-2012,5/11/2012 13:19,52.9210746,5.4333985,-1,5/11/2012 13:19:07
24,1001-2012,5/11/2012 13:34,52.9206585,5.4338173,-1,5/11/2012 13:34:02
25,1001-2012,5/11/2012 13:48,52.9208285,5.4339508,-1,5/11/2012 13:48:58
26,1001-2012,5/11/2012 14:03,52.9209075,5.433835,-1,5/11/2012 14:03:58
27,1001-2012,5/11/2012 14:19,52.9209105,5.4338423,-1,5/11/2012 14:19:07
28,1001-2012,5/11/2012 14:34,52.9209065,5.4338491,-1,5/11/2012 14:34:02
29,1001-2012,5/11/2012 14:48,52.9211401,5.4332314,-1,5/11/2012 14:48:59
30,1001-2012,5/11/2012 15:03,52.920588,5.4333254,-1,5/11/2012 15:03:55
31,1001-2012,5/11/2012 15:18,52.9208518,5.4333656,-1,5/11/2012 15:18:51
32,1001-2012,5/11/2012 15:34,52.9208919,5.433383,-1,5/11/2012 15:34:09
33,1001-2012,5/11/2012 15:48,52.9205312,5.4332626,-1,5/11/2012 15:48:58
34,1001-2012,5/11/2012 16:04,52.9205795,5.433186,-1,5/11/2012 16:04:10
35,1001-2012,5/11/2012 16:19,52.9205614,5.4331947,-1,5/11/2012 16:19:06
36,1001-2012,5/11/2012 16:34,52.920599,5.4333145,-1,5/11/2012 16:34:01
37,1001-2012,5/11/2012 16:49,52.9210198,5.433577,-1,5/11/2012 16:49:10
38,1001-2012,5/11/2012 17:04,52.920861,5.43348,-1,5/11/2012 17:04:40
39,1001-2012,5/11/2012 17:19,52.9205661,5.4332235,-1,5/11/2012 17:19:36
40,1001-2012,5/11/2012 17:34,52.92083,5.4336692,-1,5/11/2012 17:34:49
41,1001-2012,5/11/2012 17:49,52.9209329,5.4334207,-1,5/11/2012 17:49:45
42,1001-2012,5/11/2012 18:19,52.9210011,5.433881,-1,5/11/2012 18:19:48
43,1001-2012,5/11/2012 18:50,52.9206177,5.4336031,-1,5/11/2012 18:50:07
44,1001-2012,5/11/2012 19:20,52.9205447,5.4330726,-1,5/11/2012 19:20:10
45,1001-2012,5/11/2012 19:50,52.9206552,5.4329125,-1,5/11/2012 19:50:06
46,1001-2012,5/11/2012 20:20,52.920881,5.4332474,-1,5/11/2012 20:20:39
47,1001-2012,5/11/2012 20:50,52.9307454,5.4395176,-1,5/11/2012 20:50:47
48,1001-2012,5/11/2012 21:20,52.9307719,5.439929,-1,5/11/2012 21:20:43
49,1001-2012,5/11/2012 21:50,52.9307393,5.4398451,-1,5/11/2012 21:50:44
50,1001-2012,5/11/2012 22:21,52.930768,5.4398373,-1,5/11/2012 22:21:13
51,1001-2012,5/11/2012 22:51,52.9307134,5.4395494,-1,5/11/2012 22:51:36
52,1001-2012,5/11/2012 23:21,52.9307112,5.4395079,-1,5/11/2012 23:21:27
53,1001-2012,5/11/2012 23:51,52.9307121,5.439566,-1,5/11/2012 23:51:19
54,1001-2012,5/12/2012 0:21,52.930708,5.4394983,1,5/12/2012 00:21:43
55,1001-2012,5/12/2012 0:51,52.9307519,5.4394659,1,5/12/2012 00:51:47
