"","x","y","t","date_time"
"1",663573.244118024,5866637.71448354,1369298805,2013-05-23 04:46:45
"2",663572.834197324,5866637.50017194,1369302425,2013-05-23 05:47:05
"3",666976.300556493,5868941.72883769,1369309631,2013-05-23 07:47:11
"4",664078.468881737,5866779.69525034,1369324151,2013-05-23 11:49:11
"5",667805.247620952,5869006.73223811,1369335133,2013-05-23 14:52:13
"6",667804.276540885,5869010.8627982,1369338743,2013-05-23 15:52:23
"7",667798.782895285,5869011.78504436,1369342359,2013-05-23 16:52:39
"8",667802.15246826,5869015.65470878,1369345968,2013-05-23 17:52:48
"9",667789.321487772,5869022.54584811,1369349590,2013-05-23 18:53:10
"10",667798.211673855,5869013.12358998,1369353220,2013-05-23 19:53:40
"11",667796.517238393,5869007.69770866,1369360439,2013-05-23 21:53:59
"12",667798.356420674,5869014.37570957,1369364067,2013-05-23 22:54:27
"13",667796.832032714,5869015.65880946,1369367683,2013-05-23 23:54:43
"14",664293.510800764,5866720.63184128,1369374934,2013-05-24 01:55:34
"15",664288.876786053,5866724.91656829,1369378533,2013-05-24 02:55:33
"16",663267.301881615,5866486.90657563,1369385869,2013-05-24 04:57:49
"17",664310.461304303,5866716.26554068,1369396725,2013-05-24 07:58:45
"18",663169.406937837,5866763.30401907,1369418588,2013-05-24 14:03:08
"19",663195.629386203,5866763.86810361,1369422204,2013-05-24 15:03:24
"20",663379.564997448,5866805.52230106,1369429452,2013-05-24 17:04:12
"21",663389.249269193,5866768.11694249,1369433054,2013-05-24 18:04:14
"22",663390.250966343,5866769.73190468,1369436678,2013-05-24 19:04:38
"23",663391.166139333,5866769.72949766,1369440308,2013-05-24 20:05:08
"24",663382.736438506,5866787.9710846,1369443931,2013-05-24 21:05:31
"25",663389.999651712,5866782.51643076,1369447532,2013-05-24 22:05:32
"26",663234.031503572,5866739.54787631,1369451168,2013-05-24 23:06:08
"27",663209.550767165,5866752.1361431,1369454781,2013-05-25 00:06:21
"28",663206.549472657,5866752.14594953,1369458385,2013-05-25 01:06:25
"29",663207.870860617,5866747.89291267,1369462022,2013-05-25 02:07:02
"30",663207.57406226,5866747.71586141,1369465624,2013-05-25 03:07:04
"31",663209.689787585,5866745.83897973,1369469252,2013-05-25 04:07:32
"32",663185.555568146,5866745.4011288,1369470758,2013-05-25 04:32:38
"33",663208.083245099,5866761.30548138,1369471655,2013-05-25 04:47:35
"34",663197.187516933,5866768.32989098,1369473384,2013-05-25 05:16:24
"35",663188.424713589,5866768.99099817,1369475175,2013-05-25 05:46:15
"36",663178.768209271,5866776.38025247,1369476989,2013-05-25 06:16:29
"37",663182.442168143,5866751.70902629,1369479278,2013-05-25 06:54:38
"38",663190.425324228,5866746.0501836,1369481094,2013-05-25 07:24:54
"39",663194.426658062,5866741.93789971,1369482458,2013-05-25 07:47:38
"40",663195.28158205,5866746.89919819,1369484185,2013-05-25 08:16:25
"41",663189.263309681,5866744.69706111,1369485526,2013-05-25 08:38:46
"42",663184.473404758,5866753.92103259,1369487333,2013-05-25 09:08:53
"43",663185.57488878,5866759.15231786,1369488693,2013-05-25 09:31:33
"44",663183.347657122,5866760.54667404,1369489589,2013-05-25 09:46:29
"45",663182.150482831,5866759.43731232,1369492757,2013-05-25 10:39:17
"46",663180.601161247,5866764.4620277,1369494558,2013-05-25 11:09:18
"47",663177.646972686,5866768.74891483,1369495909,2013-05-25 11:31:49
"48",663174.221971423,5866768.45492457,1369497268.5,2013-05-25 11:54:28
"49",663174.69292397,5866768.75477157,1369499060,2013-05-25 12:24:20
"50",663174.863141594,5866769.69022082,1369500404,2013-05-25 12:46:44
"51",663173.916476643,5866773.20995896,1369501830,2013-05-25 13:10:30
"52",663174.262345537,5866766.76391656,1369504000,2013-05-25 13:46:40
"53",663178.462220377,5866768.91566525,1369506371.5,2013-05-25 14:26:11
"54",663176.836414809,5866769.23923131,1369508164.5,2013-05-25 14:56:04
"55",663173.251307706,5866772.38581026,1369510418,2013-05-25 15:33:38
"56",663173.505167151,5866768.06325666,1369512270,2013-05-25 16:04:30
"57",663177.281888251,5866771.38646687,1369514198,2013-05-25 16:36:38
"58",663177.570058038,5866767.24321838,1369516019,2013-05-25 17:06:59
"59",663176.447035421,5866759.26666584,1369517822,2013-05-25 17:37:02
"60",663176.326166454,5866770.79743892,1369519650,2013-05-25 18:07:30
"61",663176.731804251,5866774.71920582,1369521443,2013-05-25 18:37:23
"62",663175.320819098,5866776.05210159,1369523234,2013-05-25 19:07:14
"63",663176.23648926,5866774.04554426,1369525026,2013-05-25 19:37:06
"64",663177.194216041,5866772.58597737,1369526821,2013-05-25 20:07:01
"65",663176.012216805,5866773.51465884,1369528624,2013-05-25 20:37:04
"66",663175.726653887,5866773.20438109,1369530437,2013-05-25 21:07:17
"67",663177.046606789,5866771.57892139,1369532228,2013-05-25 21:37:08
"68",663174.460240195,5866771.25762645,1369534052,2013-05-25 22:07:32
"69",663173.79238817,5866770.71173785,1369535844,2013-05-25 22:37:24
"70",663179.217126867,5866786.38266771,1369537632,2013-05-25 23:07:12
"71",663205.735805266,5866739.20293798,1369539438,2013-05-25 23:37:18
"72",663178.185608013,5866761.1792884,1369542693.5,2013-05-26 00:31:33
"73",663194.398730712,5866747.53737601,1369544111,2013-05-26 00:55:11
"74",663179.761110617,5866772.38888332,1369545503.5,2013-05-26 01:18:23
"75",663168.757735777,5866783.89116113,1369547300,2013-05-26 01:48:20
"76",663175.521346221,5866783.45188418,1369548656,2013-05-26 02:10:56
"77",663170.878048724,5866774.71606044,1369550015,2013-05-26 02:33:35
"78",663178.826816357,5866764.50221794,1369551599,2013-05-26 02:59:59
"79",663169.637755326,5866763.04460899,1369552495,2013-05-26 03:14:55
"80",663181.261936658,5866773.87037102,1369554415,2013-05-26 03:46:55
"81",663165.124744634,5866771.6433226,1369555774.5,2013-05-26 04:09:34
"82",663168.779669919,5866793.28902891,1369557581.5,2013-05-26 04:39:41
