"","x","y","t","date_time"
"1",663792.985015556,5866663.95293335,1367659695,2013-05-04 05:28:15
"2",663716.631938971,5866783.35767607,1367663302,2013-05-04 06:28:22
"3",663785.335084688,5866689.30167182,1367666899,2013-05-04 07:28:19
"4",663719.280217319,5866789.98326653,1367670550,2013-05-04 08:29:10
"5",663722.874181134,5866786.58685743,1367674146,2013-05-04 09:29:06
"6",663722.970510819,5866784.54145159,1367677762,2013-05-04 10:29:22
"7",663719.793850172,5866788.33058197,1367681396,2013-05-04 11:29:56
"8",663775.682521406,5866734.20073403,1367684993,2013-05-04 12:29:53
"9",663710.638949566,5866793.0079831,1367688608,2013-05-04 13:30:08
"10",663713.427587665,5866788.35948782,1367692257,2013-05-04 14:30:57
"11",663826.423872296,5866667.81616567,1367695876,2013-05-04 15:31:16
"12",663884.773779776,5867342.243563,1367703125,2013-05-04 17:32:05
"13",663889.195128836,5867343.59627495,1367706758,2013-05-04 18:32:38
"14",663869.36812087,5867303.19605423,1367710364,2013-05-04 19:32:44
"15",663887.649165439,5867329.6928829,1367713970,2013-05-04 20:32:50
"16",663875.315394451,5867309.14331824,1367717573,2013-05-04 21:32:53
"17",663856.595525383,5867271.39730082,1367721278,2013-05-04 22:34:38
"18",663721.969544408,5866789.45102358,1367728508,2013-05-05 00:35:08
"19",663722.045433997,5866789.19751467,1367732121,2013-05-05 01:35:21
"20",663720.665533111,5866788.81666213,1367735724,2013-05-05 02:35:24
"21",663722.741536566,5866783.75429365,1367739338,2013-05-05 03:35:38
"22",663722.291669284,5866787.69163312,1367742953,2013-05-05 04:35:53
"23",663720.595855792,5866790.47327887,1367746554,2013-05-05 05:35:54
"24",663712.978656172,5866779.3813012,1367750198,2013-05-05 06:36:38
"25",663710.9391133,5866769.29139842,1367753801,2013-05-05 07:36:41
"26",663721.140313298,5866800.60152169,1367757401,2013-05-05 08:36:41
"27",663792.155469027,5866672.53143651,1367761024,2013-05-05 09:37:04
"28",663722.999427012,5866784.08593469,1367764658,2013-05-05 10:37:38
"29",663716.765461895,5866799.25057167,1367768421,2013-05-05 11:40:21
"30",663723.383804305,5866789.81077436,1367772033,2013-05-05 12:40:33
"31",663782.944232059,5866723.2574763,1367775639,2013-05-05 13:40:39
"32",663712.112567558,5866774.76466067,1367779257,2013-05-05 14:40:57
