"","x","y","t","date_time"
"1",663575.886619234,5866638.96202138,1367856530,2013-05-06 12:08:50
"2",667820.070654247,5868999.81027096,1367863737,2013-05-06 14:08:57
"3",667814.849239198,5869001.7997688,1367867378,2013-05-06 15:09:38
"4",667812.321737651,5869007.74677124,1367870993,2013-05-06 16:09:53
"5",667814.282316884,5869004.17398559,1367874638,2013-05-06 17:10:38
"6",667814.180477359,5869003.23512934,1367878287,2013-05-06 18:11:27
"7",667814.984099708,5869004.68833959,1367881897,2013-05-06 19:11:37
"8",667811.053875536,5869008.03667737,1367885508,2013-05-06 20:11:48
"9",667813.844240893,5869004.39256401,1367889129,2013-05-06 21:12:09
"10",667816.353186306,5868999.55838202,1367892756,2013-05-06 22:12:36
"11",667819.242680917,5869013.35459661,1367896366,2013-05-06 23:12:46
"12",667813.360915218,5869003.7856027,1367899988,2013-05-07 00:13:08
"13",667813.499872573,5869002.49881952,1367903601,2013-05-07 01:13:21
"14",663627.529290737,5865463.90820682,1367914481,2013-05-07 04:14:41
"15",663618.802599638,5865483.0858318,1367918100,2013-05-07 05:15:00
"16",663623.604641917,5865467.50506324,1367921726,2013-05-07 06:15:26
"17",663641.279725166,5865449.81104658,1367925331,2013-05-07 07:15:31
"18",664280.234111164,5866734.48713596,1367932590,2013-05-07 09:16:30
"19",664291.684102709,5866721.51603873,1367936229,2013-05-07 10:17:09
"20",664312.777005049,5866734.21475922,1367939836,2013-05-07 11:17:16
"21",667787.584765354,5869010.60472564,1367947165,2013-05-07 13:19:25
"22",667813.728348857,5869000.95905537,1367950796,2013-05-07 14:19:56
"23",667810.310518843,5869014.51344143,1367954462,2013-05-07 15:21:02
"24",667812.775569107,5869004.1772093,1367958098,2013-05-07 16:21:38
"25",667813.890424647,5869005.96415836,1367961710,2013-05-07 17:21:50
"26",667811.595656429,5869006.96434003,1367965338,2013-05-07 18:22:18
"27",667808.812673028,5869010.97615517,1367968955,2013-05-07 19:22:35
"28",667810.310338914,5869016.45086552,1367972584,2013-05-07 20:23:04
"29",667813.732863885,5869010.49047927,1367976199,2013-05-07 21:23:19
"30",667821.092590995,5869007.55102934,1367979828,2013-05-07 22:23:48
"31",667811.443076496,5869003.61863168,1367983478,2013-05-07 23:24:38
"32",667806.198110869,5869010.72926067,1367987091,2013-05-08 00:24:51
"33",667809.778205059,5869010.09672249,1367990743,2013-05-08 01:25:43
"34",663565.115633015,5866653.59444996,1368005221,2013-05-08 05:27:01
"35",663573.541316124,5866640.06271708,1368008858,2013-05-08 06:27:38
"36",663442.975020901,5866571.75042906,1368019898,2013-05-08 09:31:38
"37",663442.816861814,5866572.4465172,1368023554,2013-05-08 10:32:34
"38",663450.020124245,5866559.04018153,1368027269,2013-05-08 11:34:29
"39",663367.865626447,5866529.26869811,1368031022,2013-05-08 12:37:02
"40",666979.579144001,5868925.32985459,1368045518,2013-05-08 16:38:38
"41",667815.505684497,5869012.31146724,1368052753,2013-05-08 18:39:13
"42",667808.165342307,5869011.98914543,1368056372,2013-05-08 19:39:32
"43",667812.307958321,5869005.63070671,1368060006,2013-05-08 20:40:06
"44",667813.624575878,5869003.36052903,1368063663,2013-05-08 21:41:03
"45",667814.010823135,5869005.7901949,1368067277,2013-05-08 22:41:17
"46",667814.404674142,5869004.52341922,1368071019,2013-05-08 23:43:39
"47",667809.506458085,5869008.62862317,1368074641,2013-05-09 00:44:01
"48",667815.958196757,5869004.72224811,1368078272,2013-05-09 01:44:32
"49",663575.081133798,5866640.29306946,1368089432,2013-05-09 04:50:32
"50",663593.333355936,5866637.60512023,1368093033,2013-05-09 05:50:33
"51",663571.87910488,5866641.8546184,1368096642,2013-05-09 06:50:42
"52",663576.958983493,5866642.46107963,1368100306,2013-05-09 07:51:46
"53",664286.454035315,5866736.19091984,1368107544,2013-05-09 09:52:24
"54",664294.883982499,5866718.64105118,1368111147,2013-05-09 10:52:27
"55",664042.166437008,5866870.16151816,1368120123,2013-05-09 13:22:03
"56",664022.072650826,5866831.24364618,1368123759,2013-05-09 14:22:39
"57",663869.234180435,5866751.76276789,1368131013,2013-05-09 16:23:33
