"V6","lng","lat","date_time","icons","index"
"1008-2013","5.4325709","52.9213707","2013-05-27T08:51:09Z","1","50"
"1008-2013","5.4325343","52.9213812","2013-05-28T02:04:39Z","1","67"
"1008-2013","5.4325221","52.9214089","2013-05-28T03:04:37Z","1","68"
"1008-2013","5.4325138","52.9213912","2013-05-28T08:08:02Z","1","73"
"1008-2013","5.4325742","52.9213796","2013-05-28T10:08:39Z","1","75"
"1008-2013","5.4325533","52.9213734","2013-05-29T02:11:07Z","1","96"
"1008-2013","5.4324985","52.9213837","2013-05-29T02:26:02Z","1","97"
"1008-2013","5.4324951","52.9213583","2013-05-29T02:55:57Z","1","98"
"1008-2013","5.4325181","52.9213814","2013-05-29T03:23:36Z","1","99"
"1008-2013","5.4325147","52.9214109","2013-05-29T03:38:33Z","1","100"
"1008-2013","5.4324976","52.9213939","2013-05-29T03:53:29Z","1","101"
"1008-2013","5.4324821","52.9213979","2013-05-29T04:08:25Z","1","102"
