"V6","lng","lat","date_time","icons","index"
"2013-2013","5.43558780140016","52.9257592494872","2013-05-04T07:28:15Z","2","1"
"2013-2013","5.4355349","52.9257096","2013-05-04T08:28:22Z","1","3"
"2013-2013","5.4355776","52.9257683","2013-05-04T10:29:10Z","1","5"
"2013-2013","5.4356293","52.9257367","2013-05-04T11:29:06Z","1","6"
"2013-2013","5.4356297","52.9257183","2013-05-04T12:29:22Z","1","7"
"2013-2013","5.4355844","52.9257533","2013-05-04T13:29:56Z","1","8"
"2013-2013","5.4356173","52.9257627","2013-05-05T02:35:08Z","1","21"
"2013-2013","5.4356183","52.9257604","2013-05-05T03:35:21Z","1","22"
"2013-2013","5.4355976","52.9257574","2013-05-05T04:35:24Z","1","23"
"2013-2013","5.4356259","52.9257113","2013-05-05T05:35:38Z","1","24"
"2013-2013","5.4356212","52.9257468","2013-05-05T06:35:53Z","1","25"
"2013-2013","5.4355974","52.9257723","2013-05-05T07:35:54Z","1","26"
"2013-2013","5.4356299","52.9257142","2013-05-05T12:37:38Z","1","31"
"2013-2013","5.4356385","52.9257655","2013-05-05T14:40:33Z","1","33"
"2013-2013","5.4356343","52.9257585","2013-05-06T02:45:23Z","1","44"
"2013-2013","5.4356257","52.9257604","2013-05-06T03:45:38Z","1","45"
"2013-2013","5.4356407","52.9257328","2013-05-06T04:45:37Z","1","46"
"2013-2013","5.4356107","52.9257127","2013-05-06T05:45:53Z","1","47"
"2013-2013","5.4356445","52.9257388","2013-05-06T06:46:08Z","1","48"
"2013-2013","5.4356211","52.9257253","2013-05-06T14:50:08Z","1","56"
"2013-2013","5.4356246","52.9257425","2013-05-07T02:07:19Z","1","95"
"2013-2013","5.4356184","52.9257371","2013-05-07T02:17:11Z","1","96"
"2013-2013","5.4356108","52.9257208","2013-05-07T02:27:02Z","1","97"
"2013-2013","5.4356205","52.9257398","2013-05-07T02:37:10Z","1","98"
"2013-2013","5.4356215","52.9257556","2013-05-07T02:47:02Z","1","99"
"2013-2013","5.4356278","52.9257498","2013-05-07T02:56:54Z","1","100"
"2013-2013","5.4356414","52.925765","2013-05-07T03:06:46Z","1","101"
"2013-2013","5.4356346","52.925756","2013-05-07T03:16:38Z","1","102"
"2013-2013","5.4356314","52.9257803","2013-05-07T03:26:32Z","1","103"
"2013-2013","5.4356513","52.9258064","2013-05-07T03:36:23Z","1","104"
"2013-2013","5.4356397","52.925804","2013-05-07T03:46:14Z","1","105"
"2013-2013","5.4355934","52.9257637","2013-05-07T04:06:30Z","1","107"
"2013-2013","5.4356025","52.925741","2013-05-07T04:16:37Z","1","108"
"2013-2013","5.4355918","52.9257745","2013-05-07T04:26:29Z","1","109"
"2013-2013","5.4356012","52.9257207","2013-05-07T04:36:22Z","1","110"
"2013-2013","5.4356035","52.9256454","2013-05-07T04:46:16Z","1","111"
"2013-2013","5.4355936","52.9257088","2013-05-07T04:56:37Z","1","112"
"2013-2013","5.4355926","52.9257098","2013-05-07T05:06:29Z","1","113"
"2013-2013","5.4355986","52.9257304","2013-05-07T05:16:21Z","1","114"
"2013-2013","5.4356129","52.9257391","2013-05-07T05:26:13Z","1","115"
"2013-2013","5.4355993","52.9257304","2013-05-07T05:36:04Z","1","116"
"2013-2013","5.4356229","52.9257177","2013-05-07T05:45:56Z","1","117"
"2013-2013","5.4356261","52.9257257","2013-05-07T05:56:04Z","1","118"
"2013-2013","5.4356009","52.9257141","2013-05-07T06:05:57Z","1","119"
"2013-2013","5.4356086","52.9256775","2013-05-07T06:35:32Z","1","122"
"2013-2013","5.4355947","52.9257497","2013-05-07T06:46:28Z","1","123"
"2013-2013","5.4356422","52.9257499","2013-05-07T06:56:22Z","1","124"
"2013-2013","5.4356122","52.9257577","2013-05-07T07:06:13Z","1","125"
