"V6","lng","lat","date_time","icons","index"
"2012-2013","5.4376509","52.9264499","2013-04-30T10:02:19Z","1","35"
"2012-2013","5.4377128","52.9264262","2013-04-30T13:03:39Z","1","38"
"2012-2013","5.4376649","52.9264657","2013-04-30T15:04:16Z","1","40"
"2012-2013","5.4376369","52.9264597","2013-05-01T03:07:33Z","1","52"
"2012-2013","5.437626","52.9264583","2013-05-01T04:07:31Z","1","53"
"2012-2013","5.4376603","52.9264402","2013-05-01T10:11:09Z","1","59"
"2012-2013","5.4376214","52.9264258","2013-05-01T11:11:29Z","1","60"
"2012-2013","5.4376734","52.9264752","2013-05-01T12:11:44Z","1","61"
"2012-2013","5.4376728","52.9264473","2013-05-02T03:59:39Z","1","110"
"2012-2013","5.4376997","52.9264518","2013-05-02T04:09:29Z","1","111"
"2012-2013","5.4377056","52.9264548","2013-05-02T04:19:22Z","1","112"
"2012-2013","5.4377306","52.9264766","2013-05-02T04:29:13Z","1","113"
"2012-2013","5.4377206","52.9264791","2013-05-02T04:48:57Z","1","115"
"2012-2013","5.4376911","52.9264994","2013-05-02T04:59:05Z","1","116"
"2012-2013","5.4376431","52.9264477","2013-05-02T09:12:05Z","1","141"
"2012-2013","5.4376315","52.9264366","2013-05-02T09:22:01Z","1","142"
"2012-2013","5.4376273","52.9264278","2013-05-02T11:01:27Z","1","152"
"2012-2013","5.4376886","52.9264566","2013-05-02T11:11:18Z","1","153"
"2012-2013","5.4376633","52.9264522","2013-05-02T11:21:11Z","1","154"
"2012-2013","5.4376539","52.9264504","2013-05-02T11:31:05Z","1","155"
"2012-2013","5.4376664","52.9264666","2013-05-02T11:41:12Z","1","156"
"2012-2013","5.4377105","52.9264916","2013-05-02T12:10:46Z","1","159"
"2012-2013","5.4376931","52.9264962","2013-05-02T12:20:39Z","1","160"
"2012-2013","5.4376796","52.9264724","2013-05-02T12:30:31Z","1","161"
"2012-2013","5.4377119","52.9264904","2013-05-02T12:40:23Z","1","162"
"2012-2013","5.4376591","52.9264632","2013-05-02T12:50:15Z","1","163"
"2012-2013","5.4376568","52.9264544","2013-05-02T13:00:39Z","1","164"
"2012-2013","5.437661","52.9264484","2013-05-02T13:10:29Z","1","165"
"2012-2013","5.4376489","52.9264446","2013-05-02T13:20:38Z","1","166"
"2012-2013","5.4376847","52.9264523","2013-05-02T13:30:29Z","1","167"
"2012-2013","5.4376463","52.9264324","2013-05-02T13:40:23Z","1","168"
"2012-2013","5.4376612","52.9264355","2013-05-02T13:50:14Z","1","169"
"2012-2013","5.4376654","52.926447","2013-05-02T14:00:06Z","1","170"
"2012-2013","5.4376704","52.9264385","2013-05-02T14:09:58Z","1","171"
"2012-2013","5.4376955","52.9264451","2013-05-02T14:19:49Z","1","172"
"2012-2013","5.4376823","52.9264596","2013-05-02T14:29:43Z","1","173"
"2012-2013","5.4376549","52.9264545","2013-05-02T14:39:44Z","1","174"
"2012-2013","5.4376567","52.926449","2013-05-02T14:49:51Z","1","175"
"2012-2013","5.437675","52.9264761","2013-05-02T15:00:16Z","1","176"
"2012-2013","5.4376636","52.926446","2013-05-02T15:20:37Z","1","178"
"2012-2013","5.4376302","52.9264534","2013-05-03T02:30:08Z","1","245"
"2012-2013","5.4376232","52.9264597","2013-05-03T02:39:59Z","1","246"
"2012-2013","5.4376586","52.9264646","2013-05-03T02:49:51Z","1","247"
"2012-2013","5.4376544","52.9264598","2013-05-03T02:59:43Z","1","248"
"2012-2013","5.4376631","52.9264743","2013-05-03T03:09:34Z","1","249"
"2012-2013","5.437651","52.9264567","2013-05-03T03:19:27Z","1","250"
"2012-2013","5.4376542","52.9264693","2013-05-03T03:29:18Z","1","251"
"2012-2013","5.4376326","52.9264419","2013-05-03T03:39:10Z","1","252"
"2012-2013","5.4376396","52.9264771","2013-05-03T03:49:18Z","1","253"
"2012-2013","5.4376317","52.9264856","2013-05-03T03:59:10Z","1","254"
"2012-2013","5.4376402","52.9264589","2013-05-03T04:09:03Z","1","255"
"2012-2013","5.437666","52.9264741","2013-05-03T04:18:55Z","1","256"
"2012-2013","5.4376428","52.9264593","2013-05-03T04:28:51Z","1","257"
"2012-2013","5.4376541","52.9264401","2013-05-03T04:39:08Z","1","258"
"2012-2013","5.4377069","52.9264607","2013-05-03T04:49:03Z","1","259"
"2012-2013","5.4376577","52.9264331","2013-05-03T04:58:54Z","1","260"
"2012-2013","5.4376864","52.9264649","2013-05-03T05:58:22Z","1","266"
"2012-2013","5.4376729","52.9264622","2013-05-03T06:28:01Z","1","269"
"2012-2013","5.4377023","52.9264777","2013-05-03T06:37:53Z","1","270"
"2012-2013","5.4376636","52.926437","2013-05-03T08:47:58Z","1","283"
"2012-2013","5.4376631","52.9264439","2013-05-03T08:57:48Z","1","284"
"2012-2013","5.4376904","52.9264374","2013-05-03T09:07:41Z","1","285"
"2012-2013","5.4376937","52.9264456","2013-05-03T09:17:33Z","1","286"
"2012-2013","5.4376771","52.9264387","2013-05-03T09:27:24Z","1","287"
"2012-2013","5.4376701","52.92644","2013-05-03T09:37:16Z","1","288"
"2012-2013","5.4377034","52.9264615","2013-05-03T09:47:08Z","1","289"
"2012-2013","5.4376331","52.926451","2013-05-03T10:36:43Z","1","294"
"2012-2013","5.4376375","52.9264512","2013-05-03T10:46:39Z","1","295"
"2012-2013","5.437634","52.9264747","2013-05-03T16:30:28Z","1","617"
"2012-2013","5.437677","52.9264788","2013-05-03T16:40:41Z","1","618"
"2012-2013","5.4376284","52.9264793","2013-05-04T02:17:09Z","1","685"
"2012-2013","5.4376515","52.9264828","2013-05-04T02:32:25Z","1","686"
"2012-2013","5.437603","52.9264613","2013-05-04T02:47:20Z","1","687"
"2012-2013","5.4376969","52.9264967","2013-05-04T03:02:14Z","1","688"
"2012-2013","5.4376161","52.9264775","2013-05-04T03:17:26Z","1","689"
"2012-2013","5.4376298","52.9264552","2013-05-04T04:03:02Z","1","692"
"2012-2013","5.4376198","52.9264461","2013-05-04T04:17:57Z","1","693"
"2012-2013","5.4376293","52.9264357","2013-05-04T04:32:53Z","1","694"
"2012-2013","5.4376479","52.9264329","2013-05-04T05:44:19Z","1","701"
"2012-2013","5.4377245","52.9264742","2013-05-04T06:14:28Z","1","702"
"2012-2013","5.4376443","52.9264757","2013-05-04T07:55:09Z","1","712"
"2012-2013","5.4376429","52.9264812","2013-05-04T08:10:26Z","1","713"
"2012-2013","5.4376518","52.9264613","2013-05-04T08:25:34Z","1","714"
