"","ID","date_time","latitude","longitude","b","t"
"1","144435-2016",2016-01-01 02:47:03,16.343,-15.932,-1,"2016-01-01 02:47:03"
"2","144435-2016",2016-01-01 04:23:21,16.341,-15.934,-1,"2016-01-01 04:23:21"
"3","144435-2016",2016-01-01 05:53:17,16.345,-15.936,-1,"2016-01-01 05:53:17"
"4","144435-2016",2016-01-01 06:07:57,16.341,-15.934,-1,"2016-01-01 06:07:57"
"5","144435-2016",2016-01-02 07:04:30,16.341,-15.927,-1,"2016-01-02 07:04:30"
"6","144435-2016",2016-01-02 07:40:42,16.342,-15.927,-1,"2016-01-02 07:40:42"
"7","144435-2016",2016-01-02 08:03:49,16.341,-15.93,-1,"2016-01-02 08:03:49"
"8","144435-2016",2016-01-02 09:18:24,16.348,-15.931,-1,"2016-01-02 09:18:24"
"9","144435-2016",2016-01-02 10:10:39,16.33,-15.9,-1,"2016-01-02 10:10:39"
"10","144435-2016",2016-01-02 10:59:00,16.34,-15.924,-1,"2016-01-02 10:59:00"
"11","144435-2016",2016-01-03 15:16:07,16.39,-15.993,-1,"2016-01-03 15:16:07"
"12","144435-2016",2016-01-03 17:45:36,16.383,-15.991,-1,"2016-01-03 17:45:36"
"13","144435-2016",2016-01-03 18:18:54,16.397,-15.966,-1,"2016-01-03 18:18:54"
"14","144435-2016",2016-01-03 18:42:38,16.397,-15.96,-1,"2016-01-03 18:42:38"
"15","144435-2016",2016-01-03 19:27:18,16.4,-15.951,-1,"2016-01-03 19:27:18"
"16","144435-2016",2016-01-03 19:52:56,16.397,-15.962,-1,"2016-01-03 19:52:56"
"17","144435-2016",2016-01-03 21:44:42,16.395,-15.963,-1,"2016-01-03 21:44:42"
"18","144435-2016",2016-01-04 21:23:48,16.391,-15.967,-1,"2016-01-04 21:23:48"
"19","144435-2016",2016-01-04 22:22:40,16.394,-15.959,-1,"2016-01-04 22:22:40"
"20","144435-2016",2016-01-04 23:07:59,16.397,-15.962,-1,"2016-01-04 23:07:59"
"21","144435-2016",2016-01-05 03:38:06,16.395,-15.96,-1,"2016-01-05 03:38:06"
"22","144435-2016",2016-01-06 06:00:35,16.349,-15.937,-1,"2016-01-06 06:00:35"
"23","144435-2016",2016-01-06 06:55:28,16.352,-15.931,-1,"2016-01-06 06:55:28"
"24","144435-2016",2016-01-06 07:03:40,16.349,-15.929,-1,"2016-01-06 07:03:40"
"25","144435-2016",2016-01-06 07:36:41,16.35,-15.93,-1,"2016-01-06 07:36:41"
"26","144435-2016",2016-01-06 09:39:18,16.346,-15.934,-1,"2016-01-06 09:39:18"
"27","144435-2016",2016-01-06 10:28:52,16.321,-15.853,-1,"2016-01-06 10:28:52"
"28","144435-2016",2016-01-06 11:16:09,16.371,-15.808,-1,"2016-01-06 11:16:09"
"29","144435-2016",2016-01-07 14:30:52,16.271,-15.942,-1,"2016-01-07 14:30:52"
"30","144435-2016",2016-01-07 16:11:33,16.342,-15.938,-1,"2016-01-07 16:11:33"
"31","144435-2016",2016-01-07 17:47:40,16.424,-15.956,-1,"2016-01-07 17:47:40"
"32","144435-2016",2016-01-07 18:01:49,16.426,-15.954,-1,"2016-01-07 18:01:49"
"33","144435-2016",2016-01-08 21:42:30,16.378,-15.807,-1,"2016-01-08 21:42:30"
"34","144435-2016",2016-01-08 22:36:27,16.373,-15.811,-1,"2016-01-08 22:36:27"
"35","144435-2016",2016-01-08 23:25:32,16.387,-15.805,-1,"2016-01-08 23:25:32"
"36","144435-2016",2016-01-09 02:57:05,16.37,-15.812,-1,"2016-01-09 02:57:05"
"37","144435-2016",2016-01-10 04:24:53,16.372,-15.812,-1,"2016-01-10 04:24:53"
"38","144435-2016",2016-01-10 06:09:32,16.369,-15.813,-1,"2016-01-10 06:09:32"
"39","144435-2016",2016-01-10 07:02:20,16.372,-15.809,-1,"2016-01-10 07:02:20"
"40","144435-2016",2016-01-10 07:09:31,16.372,-15.809,-1,"2016-01-10 07:09:31"
"41","144435-2016",2016-01-10 07:50:29,16.36,-15.805,-1,"2016-01-10 07:50:29"
"42","144435-2016",2016-01-10 09:51:07,16.344,-15.899,-1,"2016-01-10 09:51:07"
"43","144435-2016",2016-01-10 10:46:35,16.356,-15.915,-1,"2016-01-10 10:46:35"
"44","144435-2016",2016-01-11 11:11:39,16.346,-15.898,-1,"2016-01-11 11:11:39"
"45","144435-2016",2016-01-11 15:25:39,16.346,-15.904,-1,"2016-01-11 15:25:39"
"46","144435-2016",2016-01-11 17:10:06,16.347,-15.923,-1,"2016-01-11 17:10:06"
"47","144435-2016",2016-01-11 17:25:11,16.345,-15.913,-1,"2016-01-11 17:25:11"
"48","144435-2016",2016-01-11 17:48:40,16.37,-15.81,-1,"2016-01-11 17:48:40"
"49","144435-2016",2016-01-11 18:47:28,16.371,-15.814,-1,"2016-01-11 18:47:28"
"50","144435-2016",2016-01-12 18:36:32,16.372,-15.811,-1,"2016-01-12 18:36:32"
"51","144435-2016",2016-01-12 18:41:45,16.372,-15.808,-1,"2016-01-12 18:41:45"
"52","144435-2016",2016-01-12 19:07:05,16.372,-15.809,-1,"2016-01-12 19:07:05"
"53","144435-2016",2016-01-12 20:14:18,16.37,-15.804,-1,"2016-01-12 20:14:18"
"54","144435-2016",2016-01-12 22:00:20,16.375,-15.81,-1,"2016-01-12 22:00:20"
"55","144435-2016",2016-01-12 23:45:18,16.372,-15.818,-1,"2016-01-12 23:45:18"
"56","144435-2016",2016-01-14 03:37:12,16.346,-15.692,-1,"2016-01-14 03:37:12"
"57","144435-2016",2016-01-14 06:44:57,16.372,-15.811,-1,"2016-01-14 06:44:57"
"58","144435-2016",2016-01-14 06:59:48,16.373,-15.809,-1,"2016-01-14 06:59:48"
"59","144435-2016",2016-01-14 07:08:42,16.372,-15.81,-1,"2016-01-14 07:08:42"
"60","144435-2016",2016-01-14 10:06:06,16.348,-15.904,-1,"2016-01-14 10:06:06"
"61","144435-2016",2016-01-15 09:50:30,16.346,-15.904,-1,"2016-01-15 09:50:30"
"62","144435-2016",2016-01-15 10:44:01,16.351,-15.91,-1,"2016-01-15 10:44:01"
"63","144435-2016",2016-01-15 11:29:24,16.348,-15.901,-1,"2016-01-15 11:29:24"
"64","144435-2016",2016-01-15 14:45:03,16.358,-15.896,-1,"2016-01-15 14:45:03"
"65","144435-2016",2016-01-15 16:25:42,16.357,-15.896,-1,"2016-01-15 16:25:42"
"66","144435-2016",2016-01-15 17:46:02,16.349,-15.886,-1,"2016-01-15 17:46:02"
"67","144435-2016",2016-01-16 17:48:54,16.314,-15.916,-1,"2016-01-16 17:48:54"
"68","144435-2016",2016-01-16 18:11:03,16.318,-15.915,-1,"2016-01-16 18:11:03"
"69","144435-2016",2016-01-16 19:07:31,16.323,-15.874,-1,"2016-01-16 19:07:31"
"70","144435-2016",2016-01-16 19:49:35,16.327,-15.854,-1,"2016-01-16 19:49:35"
"71","144435-2016",2016-01-16 20:37:46,16.362,-15.806,-1,"2016-01-16 20:37:46"
"72","144435-2016",2016-01-16 22:17:50,16.37,-15.826,-1,"2016-01-16 22:17:50"
"73","144435-2016",2016-01-16 23:10:14,16.38,-15.807,-1,"2016-01-16 23:10:14"
"74","144435-2016",2016-01-18 02:55:58,16.368,-15.816,-1,"2016-01-18 02:55:58"
"75","144435-2016",2016-01-18 04:35:41,16.367,-15.811,-1,"2016-01-18 04:35:41"
"76","144435-2016",2016-01-18 05:29:06,16.371,-15.8,-1,"2016-01-18 05:29:06"
"77","144435-2016",2016-01-18 06:14:38,16.372,-15.814,-1,"2016-01-18 06:14:38"
"78","144435-2016",2016-01-18 06:20:34,16.368,-15.823,-1,"2016-01-18 06:20:34"
"79","144435-2016",2016-01-18 07:10:11,16.373,-15.819,-1,"2016-01-18 07:10:11"
"80","144435-2016",2016-01-19 10:06:18,16.346,-15.901,-1,"2016-01-19 10:06:18"
"81","144435-2016",2016-01-19 10:59:00,16.369,-15.805,-1,"2016-01-19 10:59:00"
"82","144435-2016",2016-01-19 11:45:18,16.365,-15.808,-1,"2016-01-19 11:45:18"
"83","144435-2016",2016-01-19 15:39:21,16.373,-15.815,-1,"2016-01-19 15:39:21"
"84","144435-2016",2016-01-20 18:47:07,16.377,-15.844,-1,"2016-01-20 18:47:07"
"85","144435-2016",2016-01-20 19:02:32,16.374,-15.812,-1,"2016-01-20 19:02:32"
"86","144435-2016",2016-01-20 19:24:31,16.372,-15.809,-1,"2016-01-20 19:24:31"
"87","144435-2016",2016-01-20 21:49:51,16.379,-15.781,-1,"2016-01-20 21:49:51"
"88","144435-2016",2016-01-20 22:35:09,16.373,-15.814,-1,"2016-01-20 22:35:09"
"89","144435-2016",2016-01-22 03:49:30,16.381,-15.813,-1,"2016-01-22 03:49:30"
"90","144435-2016",2016-01-22 05:53:28,16.381,-15.814,-1,"2016-01-22 05:53:28"
"91","144435-2016",2016-01-22 07:09:04,16.38,-15.811,-1,"2016-01-22 07:09:04"
"92","144435-2016",2016-01-22 07:10:39,16.379,-15.817,-1,"2016-01-22 07:10:39"
"93","144435-2016",2016-01-22 07:34:22,16.375,-15.809,-1,"2016-01-22 07:34:22"
"94","144435-2016",2016-01-23 10:24:03,16.37,-15.81,-1,"2016-01-23 10:24:03"
"95","144435-2016",2016-01-23 11:21:03,16.37,-15.811,-1,"2016-01-23 11:21:03"
"96","144435-2016",2016-01-23 14:50:24,16.376,-15.826,-1,"2016-01-23 14:50:24"
"97","144435-2016",2016-01-24 16:23:12,16.391,-15.811,-1,"2016-01-24 16:23:12"
"98","144435-2016",2016-01-24 18:00:25,16.38,-15.814,-1,"2016-01-24 18:00:25"
"99","144435-2016",2016-01-24 18:59:03,16.381,-15.812,-1,"2016-01-24 18:59:03"
"100","144435-2016",2016-01-24 19:09:09,16.381,-15.81,-1,"2016-01-24 19:09:09"
