"","ID","date_time","latitude","longitude","b","t"
"1","144421-2015",2015-05-20 18:59:22,52.94,5.446,-1,"2015-05-20 18:59:22"
"2","144421-2015",2015-05-20 19:13:30,52.932,5.461,-1,"2015-05-20 19:13:30"
"3","144421-2015",2015-05-20 19:50:51,52.931,5.461,-1,"2015-05-20 19:50:51"
"4","144421-2015",2015-05-20 20:31:43,52.932,5.447,-1,"2015-05-20 20:31:43"
"5","144421-2015",2015-05-21 01:13:04,52.933,5.416,-1,"2015-05-21 01:13:04"
"6","144421-2015",2015-05-22 04:23:25,52.931,5.437,-1,"2015-05-22 04:23:25"
"7","144421-2015",2015-05-22 04:25:00,52.931,5.436,-1,"2015-05-22 04:25:00"
"8","144421-2015",2015-05-22 05:07:31,52.93,5.438,-1,"2015-05-22 05:07:31"
"9","144421-2015",2015-05-22 05:24:33,52.929,5.433,-1,"2015-05-22 05:24:33"
"10","144421-2015",2015-05-22 06:05:51,52.929,5.438,-1,"2015-05-22 06:05:51"
"11","144421-2015",2015-05-22 06:46:05,52.927,5.436,-1,"2015-05-22 06:46:05"
"12","144421-2015",2015-05-22 07:07:05,52.929,5.436,-1,"2015-05-22 07:07:05"
"13","144421-2015",2015-05-22 09:20:31,52.93,5.435,-1,"2015-05-22 09:20:31"
"14","144421-2015",2015-05-22 10:05:29,52.928,5.435,-1,"2015-05-22 10:05:29"
"15","144421-2015",2015-05-22 10:55:58,52.906,5.411,-1,"2015-05-22 10:55:58"
"16","144421-2015",2015-05-22 11:46:12,52.922,5.407,-1,"2015-05-22 11:46:12"
"17","144421-2015",2015-05-23 14:05:32,52.926,5.397,-1,"2015-05-23 14:05:32"
"18","144421-2015",2015-05-23 15:05:39,52.929,5.437,-1,"2015-05-23 15:05:39"
"19","144421-2015",2015-05-23 16:10:05,52.926,5.391,-1,"2015-05-23 16:10:05"
"20","144421-2015",2015-05-23 16:45:31,52.93,5.435,-1,"2015-05-23 16:45:31"
"21","144421-2015",2015-05-23 17:41:15,52.929,5.435,-1,"2015-05-23 17:41:15"
