"","ID","date_time","latitude","longitude","b","t"
"1","123424-2016",2016-05-10 06:07:44,52.92,5.443,-1,"2016-05-10 06:07:44"
"2","123424-2016",2016-05-10 06:44:31,52.921,5.444,-1,"2016-05-10 06:44:31"
"3","123424-2016",2016-05-10 08:01:11,52.923,5.44,-1,"2016-05-10 08:01:11"
"4","123424-2016",2016-05-10 09:41:40,52.92,5.44,-1,"2016-05-10 09:41:40"
"5","123424-2016",2016-05-10 11:21:09,52.921,5.439,-1,"2016-05-10 11:21:09"
"6","123424-2016",2016-05-10 13:04:11,52.923,5.446,-1,"2016-05-10 13:04:11"
"7","123424-2016",2016-05-11 14:32:47,52.922,5.448,-1,"2016-05-11 14:32:47"
"8","123424-2016",2016-05-11 15:45:20,52.924,5.443,-1,"2016-05-11 15:45:20"
"9","123424-2016",2016-05-11 16:03:03,52.893,5.38,-1,"2016-05-11 16:03:03"
"10","123424-2016",2016-05-11 17:15:41,52.925,5.402,-1,"2016-05-11 17:15:41"
"11","123424-2016",2016-05-11 17:25:42,52.92,5.448,-1,"2016-05-11 17:25:42"
"12","123424-2016",2016-05-11 17:44:24,52.918,5.439,-1,"2016-05-11 17:44:24"
"13","123424-2016",2016-05-11 18:53:23,52.921,5.439,-1,"2016-05-11 18:53:23"
"14","123424-2016",2016-05-11 19:08:58,52.917,5.441,-1,"2016-05-11 19:08:58"
"15","123424-2016",2016-05-11 20:01:16,52.92,5.443,-1,"2016-05-11 20:01:16"
"16","123424-2016",2016-05-11 20:48:37,52.929,5.444,-1,"2016-05-11 20:48:37"
"17","123424-2016",2016-05-12 22:07:22,52.95,5.397,-1,"2016-05-12 22:07:22"
"18","123424-2016",2016-05-13 02:35:42,52.927,5.467,-1,"2016-05-13 02:35:42"
"19","123424-2016",2016-05-13 03:48:36,52.918,5.464,-1,"2016-05-13 03:48:36"
"20","123424-2016",2016-05-13 03:53:59,52.918,5.464,-1,"2016-05-13 03:53:59"
