"","ID","date_time","latitude","longitude","b","t"
"1","134747-2019",2019-01-02 05:55:09,16.332,-16.376,-1,"2019-01-02 05:55:09"
"2","134747-2019",2019-01-02 05:58:09,16.332,-16.375,-1,"2019-01-02 05:58:09"
"3","134747-2019",2019-01-03 16:57:05,16.462,-16.344,-1,"2019-01-03 16:57:05"
"4","134747-2019",2019-01-03 18:37:55,16.451,-16.334,-1,"2019-01-03 18:37:55"
"5","134747-2019",2019-01-03 19:33:55,16.46,-16.34,-1,"2019-01-03 19:33:55"
"6","134747-2019",2019-01-03 19:36:33,16.461,-16.34,-1,"2019-01-03 19:36:33"
"7","134747-2019",2019-01-03 20:16:26,16.463,-16.341,-1,"2019-01-03 20:16:26"
"8","134747-2019",2019-01-03 20:59:35,16.461,-16.339,-1,"2019-01-03 20:59:35"
"9","134747-2019",2019-01-04 22:27:54,16.462,-16.338,-1,"2019-01-04 22:27:54"
"10","134747-2019",2019-01-04 22:46:28,16.462,-16.338,-1,"2019-01-04 22:46:28"
"11","134747-2019",2019-01-05 05:21:56,16.462,-16.343,-1,"2019-01-05 05:21:56"
"12","134747-2019",2019-01-05 06:06:00,16.462,-16.342,-1,"2019-01-05 06:06:00"
"13","134747-2019",2019-01-06 08:54:05,16.486,-16.356,-1,"2019-01-06 08:54:05"
"14","134747-2019",2019-01-06 09:08:12,16.482,-16.353,-1,"2019-01-06 09:08:12"
"15","134747-2019",2019-01-06 09:45:32,16.483,-16.365,-1,"2019-01-06 09:45:32"
"16","134747-2019",2019-01-06 10:52:27,16.463,-16.339,-1,"2019-01-06 10:52:27"
"17","134747-2019",2019-01-06 11:25:31,16.459,-16.341,-1,"2019-01-06 11:25:31"
"18","134747-2019",2019-01-07 17:51:53,16.462,-16.341,-1,"2019-01-07 17:51:53"
"19","134747-2019",2019-01-07 19:08:49,16.461,-16.343,-1,"2019-01-07 19:08:49"
"20","134747-2019",2019-01-07 19:35:02,16.46,-16.343,-1,"2019-01-07 19:35:02"
"21","134747-2019",2019-01-07 20:11:03,16.458,-16.338,-1,"2019-01-07 20:11:03"
"22","134747-2019",2019-01-07 21:53:30,16.459,-16.343,-1,"2019-01-07 21:53:30"
"23","134747-2019",2019-01-07 22:13:06,16.411,-16.434,-1,"2019-01-07 22:13:06"
"24","134747-2019",2019-01-11 22:31:04,16.446,-16.326,-1,"2019-01-11 22:31:04"
"25","134747-2019",2019-01-13 09:17:44,16.486,-16.377,-1,"2019-01-13 09:17:44"
"26","134747-2019",2019-01-13 09:27:24,16.484,-16.356,-1,"2019-01-13 09:27:24"
"27","134747-2019",2019-01-14 18:11:35,16.434,-16.386,-1,"2019-01-14 18:11:35"
"28","134747-2019",2019-01-14 18:51:13,16.484,-16.359,-1,"2019-01-14 18:51:13"
"29","134747-2019",2019-01-14 19:56:07,16.485,-16.357,-1,"2019-01-14 19:56:07"
"30","134747-2019",2019-01-14 20:26:33,16.486,-16.354,-1,"2019-01-14 20:26:33"
"31","134747-2019",2019-01-14 21:27:28,16.485,-16.358,-1,"2019-01-14 21:27:28"
"32","134747-2019",2019-01-14 22:08:45,16.492,-16.358,-1,"2019-01-14 22:08:45"
"33","134747-2019",2019-01-14 22:35:45,16.484,-16.357,-1,"2019-01-14 22:35:45"
