"","ID","date_time","latitude","longitude","b","t"
"1","157536-2019",2019-01-01 15:43:44,37.024,-6.205,-1,"2019-01-01 15:43:44"
"2","157536-2019",2019-01-01 17:28:42,37.041,-6.202,-1,"2019-01-01 17:28:42"
"3","157536-2019",2019-01-05 05:14:02,37.051,-6.579,-1,"2019-01-05 05:14:02"
"4","157536-2019",2019-01-05 06:09:54,37.019,-6.231,-1,"2019-01-05 06:09:54"
"5","157536-2019",2019-01-05 09:59:35,37.06,-5.847,-1,"2019-01-05 09:59:35"
"6","157536-2019",2019-01-06 09:42:43,36.962,-6.109,-1,"2019-01-06 09:42:43"
"7","157536-2019",2019-01-06 11:19:01,36.944,-5.954,-1,"2019-01-06 11:19:01"
"8","157536-2019",2019-01-07 16:14:14,37.015,-6.243,-1,"2019-01-07 16:14:14"
"9","157536-2019",2019-01-08 20:05:42,37.065,-6.214,-1,"2019-01-08 20:05:42"
"10","157536-2019",2019-01-08 20:11:26,37.059,-6.221,-1,"2019-01-08 20:11:26"
"11","157536-2019",2019-01-08 20:14:31,37.066,-6.229,-1,"2019-01-08 20:14:31"
"12","157536-2019",2019-01-08 21:22:18,37.069,-6.171,-1,"2019-01-08 21:22:18"
"13","157536-2019",2019-01-08 21:45:30,37.065,-6.161,-1,"2019-01-08 21:45:30"
"14","157536-2019",2019-01-08 21:56:38,37.059,-6.203,-1,"2019-01-08 21:56:38"
"15","157536-2019",2019-01-10 04:16:14,37.102,-6.247,-1,"2019-01-10 04:16:14"
"16","157536-2019",2019-01-10 05:16:03,37.025,-6.271,-1,"2019-01-10 05:16:03"
"17","157536-2019",2019-01-12 16:58:27,37.014,-6.234,-1,"2019-01-12 16:58:27"
"18","157536-2019",2019-01-13 19:03:29,37.194,-6.078,-1,"2019-01-13 19:03:29"
"19","157536-2019",2019-01-13 19:15:12,37.116,-6.404,-1,"2019-01-13 19:15:12"
"20","157536-2019",2019-01-13 20:12:31,37.074,-6.199,-1,"2019-01-13 20:12:31"
"21","157536-2019",2019-01-13 20:32:02,37.068,-6.175,-1,"2019-01-13 20:32:02"
"22","157536-2019",2019-01-13 20:46:09,37.081,-6.199,-1,"2019-01-13 20:46:09"
"23","157536-2019",2019-01-16 04:47:09,37.062,-6.308,-1,"2019-01-16 04:47:09"
"24","157536-2019",2019-01-16 05:27:38,37.016,-6.259,-1,"2019-01-16 05:27:38"
"25","157536-2019",2019-01-18 15:48:40,36.961,-6.233,-1,"2019-01-18 15:48:40"
"26","157536-2019",2019-01-18 17:28:51,37.007,-6.217,-1,"2019-01-18 17:28:51"
"27","157536-2019",2019-01-18 18:21:48,36.998,-6.202,-1,"2019-01-18 18:21:48"
"28","157536-2019",2019-01-22 09:17:30,37.009,-6.22,-1,"2019-01-22 09:17:30"
"29","157536-2019",2019-01-22 10:44:51,37.014,-6.234,-1,"2019-01-22 10:44:51"
"30","157536-2019",2019-01-24 19:15:51,37.085,-6.195,-1,"2019-01-24 19:15:51"
"31","157536-2019",2019-01-24 19:48:21,37.079,-6.2,-1,"2019-01-24 19:48:21"
"32","157536-2019",2019-01-24 20:10:58,37.067,-6.182,-1,"2019-01-24 20:10:58"
"33","157536-2019",2019-01-24 20:18:33,37.083,-6.176,-1,"2019-01-24 20:18:33"
"34","157536-2019",2019-01-24 20:57:05,37.08,-6.165,-1,"2019-01-24 20:57:05"
"35","157536-2019",2019-01-27 06:00:08,37.013,-6.242,-1,"2019-01-27 06:00:08"
"36","157536-2019",2019-01-27 06:24:33,37.011,-6.237,-1,"2019-01-27 06:24:33"
"37","157536-2019",2019-01-27 06:40:30,37.009,-6.24,-1,"2019-01-27 06:40:30"
"38","157536-2019",2019-01-28 10:57:34,37.057,-6.103,-1,"2019-01-28 10:57:34"
"39","157536-2019",2019-01-28 15:32:27,37.007,-6.207,-1,"2019-01-28 15:32:27"
"40","157536-2019",2019-01-30 21:36:57,37.087,-6.196,-1,"2019-01-30 21:36:57"
"41","157536-2019",2019-02-02 08:48:34,37.012,-6.246,-1,"2019-02-02 08:48:34"
"42","157536-2019",2019-02-02 09:06:42,37.012,-6.247,-1,"2019-02-02 09:06:42"
"43","157536-2019",2019-02-03 16:02:29,37.016,-6.215,-1,"2019-02-03 16:02:29"
"44","157536-2019",2019-02-04 19:29:12,37.113,-6.177,-1,"2019-02-04 19:29:12"
"45","157536-2019",2019-02-04 19:37:34,37.109,-6.174,-1,"2019-02-04 19:37:34"
