"","ID","date_time","latitude","longitude","b","t"
"1","144422-2016",2016-01-01 11:13:26,38.902,-8.974,-1,"2016-01-01 11:13:26"
"2","144422-2016",2016-01-01 14:05:27,38.89,-8.969,-1,"2016-01-01 14:05:27"
"3","144422-2016",2016-01-02 15:37:56,38.903,-8.976,-1,"2016-01-02 15:37:56"
"4","144422-2016",2016-01-02 18:18:37,38.902,-8.974,-1,"2016-01-02 18:18:37"
"5","144422-2016",2016-01-02 18:49:47,38.895,-8.972,-1,"2016-01-02 18:49:47"
"6","144422-2016",2016-01-02 19:00:00,38.885,-8.969,-1,"2016-01-02 19:00:00"
"7","144422-2016",2016-01-02 20:22:25,38.894,-8.971,-1,"2016-01-02 20:22:25"
"8","144422-2016",2016-01-02 20:32:24,38.896,-8.969,-1,"2016-01-02 20:32:24"
"9","144422-2016",2016-01-02 21:27:21,38.894,-8.964,-1,"2016-01-02 21:27:21"
"10","144422-2016",2016-01-02 22:11:21,38.895,-8.967,-1,"2016-01-02 22:11:21"
"11","144422-2016",2016-01-05 06:35:47,38.903,-8.936,-1,"2016-01-05 06:35:47"
"12","144422-2016",2016-01-05 07:00:37,38.904,-8.938,-1,"2016-01-05 07:00:37"
"13","144422-2016",2016-01-05 07:26:56,38.901,-8.934,-1,"2016-01-05 07:26:56"
"14","144422-2016",2016-01-05 09:45:39,38.88,-8.985,-1,"2016-01-05 09:45:39"
"15","144422-2016",2016-01-05 10:42:32,38.88,-8.992,-1,"2016-01-05 10:42:32"
"16","144422-2016",2016-01-05 11:29:58,38.878,-8.956,-1,"2016-01-05 11:29:58"
"17","144422-2016",2016-01-06 14:49:36,38.905,-8.934,-1,"2016-01-06 14:49:36"
"18","144422-2016",2016-01-06 18:16:35,38.904,-8.934,-1,"2016-01-06 18:16:35"
"19","144422-2016",2016-01-06 18:17:09,38.904,-8.935,-1,"2016-01-06 18:17:09"
"20","144422-2016",2016-01-06 18:20:39,38.904,-8.933,-1,"2016-01-06 18:20:39"
"21","144422-2016",2016-01-06 19:56:14,38.911,-8.908,-1,"2016-01-06 19:56:14"
"22","144422-2016",2016-01-06 20:50:17,38.915,-8.909,-1,"2016-01-06 20:50:17"
"23","144422-2016",2016-01-07 21:23:12,38.914,-8.914,-1,"2016-01-07 21:23:12"
"24","144422-2016",2016-01-07 22:07:48,38.914,-8.914,-1,"2016-01-07 22:07:48"
"25","144422-2016",2016-01-08 03:01:02,38.913,-8.913,-1,"2016-01-08 03:01:02"
"26","144422-2016",2016-01-09 04:29:07,38.901,-8.924,-1,"2016-01-09 04:29:07"
"27","144422-2016",2016-01-09 05:46:17,38.9,-8.923,-1,"2016-01-09 05:46:17"
"28","144422-2016",2016-01-09 06:11:15,38.898,-8.937,-1,"2016-01-09 06:11:15"
"29","144422-2016",2016-01-09 06:12:14,38.901,-8.93,-1,"2016-01-09 06:12:14"
"30","144422-2016",2016-01-09 11:03:01,38.911,-8.922,-1,"2016-01-09 11:03:01"
"31","144422-2016",2016-01-10 10:41:10,38.904,-8.934,-1,"2016-01-10 10:41:10"
"32","144422-2016",2016-01-10 11:25:56,38.902,-8.938,-1,"2016-01-10 11:25:56"
"33","144422-2016",2016-01-10 14:04:01,38.902,-8.934,-1,"2016-01-10 14:04:01"
"34","144422-2016",2016-01-10 15:45:32,38.908,-8.936,-1,"2016-01-10 15:45:32"
"35","144422-2016",2016-01-10 16:37:36,38.911,-8.936,-1,"2016-01-10 16:37:36"
"36","144422-2016",2016-01-10 17:29:59,38.901,-8.933,-1,"2016-01-10 17:29:59"
"37","144422-2016",2016-01-10 18:21:24,38.901,-8.928,-1,"2016-01-10 18:21:24"
"38","144422-2016",2016-01-11 17:56:04,38.9,-8.925,-1,"2016-01-11 17:56:04"
"39","144422-2016",2016-01-11 18:57:04,38.91,-8.911,-1,"2016-01-11 18:57:04"
"40","144422-2016",2016-01-11 19:00:48,38.914,-8.915,-1,"2016-01-11 19:00:48"
"41","144422-2016",2016-01-11 20:06:55,38.915,-8.904,-1,"2016-01-11 20:06:55"
"42","144422-2016",2016-01-11 20:45:56,38.916,-8.924,-1,"2016-01-11 20:45:56"
"43","144422-2016",2016-01-11 21:42:08,38.91,-8.916,-1,"2016-01-11 21:42:08"
"44","144422-2016",2016-01-11 22:27:25,38.912,-8.909,-1,"2016-01-11 22:27:25"
"45","144422-2016",2016-01-13 03:47:57,38.881,-8.783,-1,"2016-01-13 03:47:57"
"46","144422-2016",2016-01-13 05:45:48,38.904,-8.928,-1,"2016-01-13 05:45:48"
"47","144422-2016",2016-01-13 07:08:05,38.904,-8.93,-1,"2016-01-13 07:08:05"
"48","144422-2016",2016-01-14 10:05:47,38.902,-8.932,-1,"2016-01-14 10:05:47"
"49","144422-2016",2016-01-14 10:58:40,38.902,-8.935,-1,"2016-01-14 10:58:40"
"50","144422-2016",2016-01-14 11:44:36,38.903,-8.935,-1,"2016-01-14 11:44:36"
"51","144422-2016",2016-01-15 14:48:00,38.904,-8.936,-1,"2016-01-15 14:48:00"
"52","144422-2016",2016-01-15 16:30:34,38.897,-8.938,-1,"2016-01-15 16:30:34"
"53","144422-2016",2016-01-15 16:33:14,38.901,-8.951,-1,"2016-01-15 16:33:14"
"54","144422-2016",2016-01-15 17:56:16,38.912,-8.916,-1,"2016-01-15 17:56:16"
"55","144422-2016",2016-01-15 18:11:53,38.914,-8.914,-1,"2016-01-15 18:11:53"
"56","144422-2016",2016-01-15 18:33:55,38.916,-8.924,-1,"2016-01-15 18:33:55"
"57","144422-2016",2016-01-15 19:50:24,38.918,-8.917,-1,"2016-01-15 19:50:24"
"58","144422-2016",2016-01-16 20:40:18,38.92,-8.924,-1,"2016-01-16 20:40:18"
"59","144422-2016",2016-01-16 21:37:22,38.916,-8.91,-1,"2016-01-16 21:37:22"
"60","144422-2016",2016-01-16 22:22:20,38.916,-8.92,-1,"2016-01-16 22:22:20"
"61","144422-2016",2016-01-17 02:59:25,38.912,-8.918,-1,"2016-01-17 02:59:25"
"62","144422-2016",2016-01-18 02:44:15,38.911,-8.923,-1,"2016-01-18 02:44:15"
"63","144422-2016",2016-01-18 04:27:33,38.908,-8.914,-1,"2016-01-18 04:27:33"
"64","144422-2016",2016-01-18 04:48:03,38.91,-8.914,-1,"2016-01-18 04:48:03"
