"","ID","date_time","latitude","longitude","b","t"
"1","144435-2020",2020-03-11 21:30:05,53.001,4.784,-1,"2020-03-11 21:30:05"
"2","144435-2020",2020-03-13 06:33:16,53.005,4.786,-1,"2020-03-13 06:33:16"
"3","144435-2020",2020-03-13 10:31:42,52.992,4.776,-1,"2020-03-13 10:31:42"
"4","144435-2020",2020-03-13 10:57:55,52.992,4.773,-1,"2020-03-13 10:57:55"
"5","144435-2020",2020-03-17 09:06:52,53.008,4.753,-1,"2020-03-17 09:06:52"
"6","144435-2020",2020-03-17 09:14:19,53.005,4.788,-1,"2020-03-17 09:14:19"
"7","144435-2020",2020-03-17 09:34:12,53.005,4.783,-1,"2020-03-17 09:34:12"
"8","144435-2020",2020-03-17 11:14:45,53.006,4.788,-1,"2020-03-17 11:14:45"
"9","144435-2020",2020-03-21 09:51:33,53.004,4.775,-1,"2020-03-21 09:51:33"
"10","144435-2020",2020-03-21 10:09:34,53.002,4.789,-1,"2020-03-21 10:09:34"
"11","144435-2020",2020-03-21 11:33:23,53.001,4.804,-1,"2020-03-21 11:33:23"
"12","144435-2020",2020-03-25 07:52:09,52.99,4.815,-1,"2020-03-25 07:52:09"
"13","144435-2020",2020-03-25 09:18:46,52.993,4.803,-1,"2020-03-25 09:18:46"
"14","144435-2020",2020-03-25 09:43:02,53,4.79,-1,"2020-03-25 09:43:02"
"15","144435-2020",2020-03-26 17:12:32,52.987,4.785,-1,"2020-03-26 17:12:32"
"16","144435-2020",2020-03-26 17:16:04,53.002,4.788,-1,"2020-03-26 17:16:04"
"17","144435-2020",2020-03-26 18:04:16,53.003,4.792,-1,"2020-03-26 18:04:16"
"18","144435-2020",2020-03-29 06:47:14,53.002,4.789,-1,"2020-03-29 06:47:14"
"19","144435-2020",2020-03-29 07:50:26,53.003,4.783,-1,"2020-03-29 07:50:26"
"20","144435-2020",2020-03-29 09:34:05,52.999,4.785,-1,"2020-03-29 09:34:05"
"21","144435-2020",2020-03-29 09:58:58,53,4.789,-1,"2020-03-29 09:58:58"
