"V6","lng","lat","date_time","icons","index"
"2002-2013","5.4426277","52.9240177","2013-05-17T03:43:31Z","1","135"
"2002-2013","5.4427205","52.9240498","2013-05-17T06:33:40Z","1","152"
"2002-2013","5.4426477","52.9240326","2013-05-17T06:43:33Z","1","153"
"2002-2013","5.4426171","52.9240501","2013-05-17T14:34:57Z","1","200"
"2002-2013","5.4426568","52.9240004","2013-05-17T16:43:59Z","1","213"
"2002-2013","5.4426536","52.9239766","2013-05-17T16:53:52Z","1","214"
"2002-2013","5.4426673","52.9239902","2013-05-17T17:03:42Z","1","215"
"2002-2013","5.4426361","52.924002","2013-05-17T17:13:34Z","1","216"
"2002-2013","5.4426208","52.9240107","2013-05-17T17:23:26Z","1","217"
"2002-2013","5.4426291","52.9240093","2013-05-17T17:33:18Z","1","218"
"2002-2013","5.4426473","52.923993","2013-05-17T17:43:28Z","1","219"
"2002-2013","5.4426762","52.9239715","2013-05-17T18:13:02Z","1","222"
"2002-2013","5.4426745","52.923978","2013-05-17T18:22:54Z","1","223"
"2002-2013","5.442657","52.9240038","2013-05-17T18:32:47Z","1","224"
"2002-2013","5.4426076","52.9239801","2013-05-17T18:42:41Z","1","225"
"2002-2013","5.4426376","52.9239969","2013-05-17T18:53:02Z","1","226"
"2002-2013","5.4426386","52.9240007","2013-05-17T19:02:55Z","1","227"
"2002-2013","5.4426222","52.9240243","2013-05-17T19:12:47Z","1","228"
"2002-2013","5.4426213","52.9240168","2013-05-17T19:22:55Z","1","229"
"2002-2013","5.4425964","52.9239986","2013-05-17T19:43:05Z","1","230"
"2002-2013","5.4426088","52.9239865","2013-05-17T19:53:01Z","1","231"
"2002-2013","5.4426304","52.9239898","2013-05-17T20:02:53Z","1","232"
"2002-2013","5.4426159","52.9239862","2013-05-17T20:12:45Z","1","233"
"2002-2013","5.4426729","52.9239757","2013-05-17T20:22:37Z","1","234"
"2002-2013","5.4426835","52.9239758","2013-05-17T20:32:29Z","1","235"
"2002-2013","5.4426798","52.9239743","2013-05-17T20:42:21Z","1","236"
"2002-2013","5.4426718","52.9239673","2013-05-17T20:52:13Z","1","237"
"2002-2013","5.4426786","52.9239797","2013-05-17T21:02:21Z","1","238"
"2002-2013","5.4427004","52.9239751","2013-05-17T21:22:06Z","1","240"
"2002-2013","5.4426574","52.9239896","2013-05-17T22:02:02Z","1","244"
"2002-2013","5.4426572","52.9240028","2013-05-17T22:11:56Z","1","245"
"2002-2013","5.4426409","52.9240075","2013-05-17T22:21:49Z","1","246"
"2002-2013","5.4426385","52.9240108","2013-05-17T22:31:41Z","1","247"
"2002-2013","5.4426459","52.9240002","2013-05-17T22:41:48Z","1","248"
"2002-2013","5.4426177","52.9240121","2013-05-17T22:51:40Z","1","249"
"2002-2013","5.4426512","52.9240104","2013-05-17T23:01:32Z","1","250"
"2002-2013","5.4426234","52.9240033","2013-05-17T23:11:24Z","1","251"
"2002-2013","5.4426274","52.9239981","2013-05-17T23:21:17Z","1","252"
"2002-2013","5.4425945","52.9240117","2013-05-17T23:41:00Z","1","254"
"2002-2013","5.442599","52.9240234","2013-05-18T00:00:55Z","1","256"
"2002-2013","5.4426038","52.9240023","2013-05-18T00:11:03Z","1","257"
"2002-2013","5.442592","52.9240335","2013-05-18T00:21:16Z","1","258"
"2002-2013","5.4426332","52.9240133","2013-05-18T00:31:08Z","1","259"
"2002-2013","5.4426174","52.9240189","2013-05-18T00:40:59Z","1","260"
"2002-2013","5.442595","52.9240269","2013-05-18T00:50:51Z","1","261"
"2002-2013","5.4426392","52.9240174","2013-05-18T01:00:43Z","1","262"
"2002-2013","5.4425813","52.9240315","2013-05-18T01:20:30Z","1","264"
"2002-2013","5.4426367","52.9240341","2013-05-18T01:40:11Z","1","265"
"2002-2013","5.4426512","52.9240477","2013-05-18T01:50:14Z","1","266"
"2002-2013","5.4426555","52.9240199","2013-05-18T02:00:56Z","1","267"
"2002-2013","5.4426114","52.9240129","2013-05-18T02:10:52Z","1","268"
"2002-2013","5.442642","52.9240136","2013-05-18T02:20:43Z","1","269"
"2002-2013","5.4426119","52.923982","2013-05-18T03:00:42Z","1","273"
"2002-2013","5.4426457","52.9240136","2013-05-18T17:22:29Z","1","355"
"2002-2013","5.4426245","52.9240362","2013-05-18T17:32:30Z","1","356"
"2002-2013","5.4426054","52.9240539","2013-05-18T17:42:29Z","1","357"
"2002-2013","5.4425857","52.9240645","2013-05-18T17:52:22Z","1","358"
"2002-2013","5.442656","52.9240345","2013-05-18T18:02:12Z","1","359"
"2002-2013","5.442601","52.9240551","2013-05-18T18:12:05Z","1","360"
"2002-2013","5.44262","52.9240341","2013-05-18T18:21:57Z","1","361"
"2002-2013","5.4426198","52.9240667","2013-05-18T18:32:08Z","1","362"
"2002-2013","5.4426345","52.9240062","2013-05-18T18:41:57Z","1","363"
"2002-2013","5.4426089","52.9240213","2013-05-18T18:52:06Z","1","364"
"2002-2013","5.4426234","52.9240255","2013-05-18T19:11:59Z","1","366"
"2002-2013","5.4425618","52.9239771","2013-05-18T19:42:23Z","1","369"
"2002-2013","5.442577","52.9239971","2013-05-18T19:52:32Z","1","370"
"2002-2013","5.4425847","52.9240094","2013-05-18T20:02:39Z","1","371"
"2002-2013","5.4425964","52.9239758","2013-05-18T20:22:54Z","1","373"
"2002-2013","5.4426332","52.9239717","2013-05-18T20:33:21Z","1","374"
"2002-2013","5.4425835","52.9240479","2013-05-18T20:53:35Z","1","376"
"2002-2013","5.4425876","52.9240233","2013-05-18T21:03:32Z","1","377"
"2002-2013","5.4425773","52.9240274","2013-05-18T21:13:23Z","1","378"
"2002-2013","5.4426108","52.9240025","2013-05-18T21:23:15Z","1","379"
"2002-2013","5.4425886","52.9240466","2013-05-18T21:33:07Z","1","380"
"2002-2013","5.4426204","52.9239801","2013-05-18T21:43:00Z","1","381"
"2002-2013","5.4426085","52.9240375","2013-05-18T21:52:53Z","1","382"
"2002-2013","5.4426137","52.9240486","2013-05-18T22:03:08Z","1","383"
"2002-2013","5.442618","52.9240244","2013-05-18T22:13:24Z","1","384"
"2002-2013","5.4426165","52.924008","2013-05-18T22:23:14Z","1","385"
"2002-2013","5.4426052","52.9240392","2013-05-18T22:33:06Z","1","386"
"2002-2013","5.442608","52.9240069","2013-05-18T22:42:58Z","1","387"
"2002-2013","5.4426145","52.9240297","2013-05-18T22:52:50Z","1","388"
"2002-2013","5.4425998","52.9240339","2013-05-18T23:02:42Z","1","389"
"2002-2013","5.4426076","52.9240448","2013-05-18T23:12:35Z","1","390"
"2002-2013","5.4426128","52.9240015","2013-05-18T23:22:34Z","1","391"
"2002-2013","5.4426111","52.9240301","2013-05-18T23:32:41Z","1","392"
"2002-2013","5.4426113","52.9240477","2013-05-18T23:52:36Z","1","394"
"2002-2013","5.4426316","52.9240116","2013-05-19T00:02:27Z","1","395"
"2002-2013","5.442609","52.9240007","2013-05-19T00:12:18Z","1","396"
"2002-2013","5.4426042","52.9240502","2013-05-19T00:32:03Z","1","398"
"2002-2013","5.4425673","52.924066","2013-05-19T00:42:08Z","1","399"
"2002-2013","5.4425839","52.9240644","2013-05-19T00:52:01Z","1","400"
"2002-2013","5.44259","52.9240623","2013-05-19T01:01:53Z","1","401"
"2002-2013","5.4425669","52.9240005","2013-05-19T01:11:46Z","1","402"
"2002-2013","5.4425937","52.9240475","2013-05-19T01:32:09Z","1","404"
"2002-2013","5.4426214","52.9240053","2013-05-19T01:42:09Z","1","405"
