"V6","lng","lat","date_time","icons","index"
"2014-2013","5.4303771","52.9260385","2013-05-12T05:41:09Z","1","46"
"2014-2013","5.4303399","52.9260394","2013-05-12T10:43:33Z","1","51"
"2014-2013","5.4303767","52.9260611","2013-05-12T12:44:28Z","1","53"
"2014-2013","5.4303743","52.9260474","2013-05-12T17:46:09Z","1","58"
"2014-2013","5.4303988","52.9260432","2013-05-12T18:46:22Z","1","59"
"2014-2013","5.4303864","52.9260355","2013-05-12T19:46:59Z","1","60"
"2014-2013","5.4303783","52.9260482","2013-05-12T20:47:19Z","1","61"
"2014-2013","5.4303886","52.9260672","2013-05-12T21:47:18Z","1","62"
"2014-2013","5.4304093","52.9260596","2013-05-12T23:48:36Z","1","64"
"2014-2013","5.4303706","52.9260488","2013-05-13T00:48:36Z","1","65"
"2014-2013","5.4303607","52.9260562","2013-05-13T02:49:27Z","1","67"
"2014-2013","5.4303628","52.9260388","2013-05-13T04:50:09Z","1","69"
"2014-2013","5.4303369","52.9260794","2013-05-14T00:59:37Z","1","108"
"2014-2013","5.4303673","52.926029","2013-05-14T01:30:14Z","1","110"
"2014-2013","5.4303847","52.9260556","2013-05-14T01:45:56Z","1","111"
"2014-2013","5.4303598","52.9260349","2013-05-14T02:01:39Z","1","112"
"2014-2013","5.4303607","52.9260246","2013-05-14T02:16:40Z","1","113"
"2014-2013","5.4303729","52.9260517","2013-05-14T02:31:37Z","1","114"
"2014-2013","5.4303841","52.9260598","2013-05-14T03:46:48Z","1","118"
"2014-2013","5.4303667","52.9260524","2013-05-14T04:31:52Z","1","121"
"2014-2013","5.4303759","52.9260469","2013-05-14T05:17:40Z","1","124"
"2014-2013","5.4303771","52.9260427","2013-05-14T05:32:40Z","1","125"
"2014-2013","5.4303511","52.9260458","2013-05-14T05:47:36Z","1","126"
"2014-2013","5.4303306","52.9260577","2013-05-14T06:03:03Z","1","127"
"2014-2013","5.4303607","52.9260433","2013-05-14T06:18:00Z","1","128"
"2014-2013","5.4303358","52.9260704","2013-05-14T06:32:56Z","1","129"
"2014-2013","5.4303931","52.9260627","2013-05-14T07:02:47Z","1","131"
"2014-2013","5.4303471","52.9260573","2013-05-14T07:18:09Z","1","132"
"2014-2013","5.4304081","52.9260581","2013-05-14T07:33:11Z","1","133"
"2014-2013","5.4303749","52.9260294","2013-05-14T07:48:23Z","1","134"
"2014-2013","5.430348","52.926034","2013-05-14T08:03:19Z","1","135"
"2014-2013","5.4303797","52.9261002","2013-05-14T08:48:24Z","1","138"
"2014-2013","5.4303866","52.9260652","2013-05-14T11:45:10Z","1","150"
"2014-2013","5.4303702","52.9260735","2013-05-14T12:01:08Z","1","151"
"2014-2013","5.4303581","52.9260727","2013-05-14T12:16:04Z","1","152"
"2014-2013","5.4303562","52.9260767","2013-05-14T12:31:01Z","1","153"
"2014-2013","5.430375","52.9260649","2013-05-14T12:45:56Z","1","154"
"2014-2013","5.4304002","52.9260261","2013-05-14T14:03:18Z","1","159"
"2014-2013","5.4303807","52.9260267","2013-05-14T16:39:32Z","1","170"
"2014-2013","5.4303702","52.9260317","2013-05-15T01:45:04Z","1","206"
"2014-2013","5.4303751","52.9260347","2013-05-15T02:00:03Z","1","207"
"2014-2013","5.4304002","52.9260492","2013-05-15T02:29:53Z","1","209"
"2014-2013","5.4303649","52.9260519","2013-05-15T02:45:05Z","1","210"
"2014-2013","5.4303634","52.926061","2013-05-15T02:59:59Z","1","211"
"2014-2013","5.4303669","52.9260618","2013-05-15T03:14:55Z","1","212"
"2014-2013","5.4304046","52.9260737","2013-05-15T03:44:50Z","1","214"
"2014-2013","5.4303968","52.9260443","2013-05-15T04:16:39Z","1","216"
"2014-2013","5.4303595","52.9260504","2013-05-16T01:25:41Z","1","298"
"2014-2013","5.4304053","52.9260657","2013-05-16T10:15:15Z","1","333"
"2014-2013","5.4303243","52.9260768","2013-05-16T11:00:33Z","1","336"
"2014-2013","5.4304171","52.9260263","2013-05-19T01:55:36Z","1","583"
"2014-2013","5.4303802","52.926093","2013-05-20T01:39:21Z","1","647"
"2014-2013","5.4303587","52.9260779","2013-05-22T07:21:45Z","1","754"
"2014-2013","5.4304098","52.9260255","2013-05-22T16:31:54Z","1","783"
"2014-2013","5.4304177","52.9260584","2013-05-23T02:09:38Z","1","803"
"2014-2013","5.4303706","52.9260377","2013-05-23T12:26:06Z","1","834"
"2014-2013","5.4303741","52.9260833","2013-05-23T15:40:24Z","1","845"
"2014-2013","5.4303903","52.9261039","2013-05-24T02:13:38Z","1","871"
"2014-2013","5.4303496","52.9260352","2013-05-25T02:45:51Z","1","942"
"2014-2013","5.4303706","52.9260581","2013-05-25T06:35:19Z","1","957"
"2014-2013","5.4304066","52.9260972","2013-06-03T17:29:25Z","1","1599"
