"V6","lng","lat","date_time","icons","index"
"2015-2013","5.43741329215607","52.930442470571","2013-05-26T07:56:20Z","2","1"
"2015-2013","5.4374057","52.9304588","2013-05-28T02:17:08Z","1","43"
"2015-2013","5.4374113","52.9304232","2013-05-28T03:19:05Z","1","44"
"2015-2013","5.4374541","52.9304465","2013-05-28T04:20:03Z","1","45"
"2015-2013","5.437403","52.9304618","2013-05-28T13:26:38Z","1","54"
"2015-2013","5.4373699","52.930443","2013-05-28T14:28:45Z","1","55"
"2015-2013","5.4374108","52.9304748","2013-05-29T01:58:39Z","1","74"
"2015-2013","5.4374176","52.9304675","2013-05-29T02:16:30Z","1","75"
"2015-2013","5.4374303","52.9304855","2013-05-29T02:46:24Z","1","76"
"2015-2013","5.4374514","52.9304446","2013-05-29T04:02:08Z","1","80"
"2015-2013","5.4374665","52.9304611","2013-05-29T04:17:03Z","1","81"
"2015-2013","5.4374252","52.9304659","2013-05-29T04:31:57Z","1","82"
"2015-2013","5.4374253","52.930475","2013-05-29T04:47:38Z","1","83"
"2015-2013","5.4374191","52.930482","2013-05-29T05:02:37Z","1","84"
"2015-2013","5.4374376","52.930486","2013-05-29T05:17:35Z","1","85"
"2015-2013","5.4374219","52.9304728","2013-05-29T06:02:22Z","1","88"
"2015-2013","5.4373709","52.9304278","2013-05-29T07:49:18Z","1","95"
"2015-2013","5.4373853","52.930472","2013-05-29T08:04:14Z","1","96"
"2015-2013","5.4374112","52.9304246","2013-06-01T03:28:32Z","1","289"
"2015-2013","5.4374132","52.9304373","2013-06-01T03:58:40Z","1","291"
"2015-2013","5.4373673","52.9304418","2013-06-01T05:15:12Z","1","296"
"2015-2013","5.4374195","52.9304445","2013-06-01T05:30:12Z","1","297"
