"","x","y","t","date_time","year"
"1",664295.815500125,5866725.07492294,1368709072,2013-05-16 08:57:52,"2013"
"2",667800.676656946,5869010.90451481,1368716349,2013-05-16 10:59:09,"2013"
"3",667797.938887145,5869014.58386971,1368719979,2013-05-16 11:59:39,"2013"
"4",667803.999202849,5869005.49737499,1368723599,2013-05-16 12:59:59,"2013"
"5",667801.19570479,5869016.08906182,1368727233,2013-05-16 14:00:33,"2013"
"6",667799.813866581,5869015.59557763,1368730869,2013-05-16 15:01:09,"2013"
"7",667799.006159206,5869012.32727895,1368741771,2013-05-16 18:02:51,"2013"
"8",667801.776829718,5869013.69306891,1368745372,2013-05-16 19:02:52,"2013"
"9",667805.17529502,5869016.53935292,1368749013,2013-05-16 20:03:33,"2013"
"10",667801.134062019,5869009.55087314,1368752649,2013-05-16 21:04:09,"2013"
"11",667800.588838443,5869008.59658433,1368756280,2013-05-16 22:04:40,"2013"
"12",667808.792006531,5869036.49607002,1368759901,2013-05-16 23:05:01,"2013"
"13",663018.827143459,5866370.21536571,1368774369,2013-05-17 03:06:09,"2013"
"14",663019.190814342,5866368.6132217,1368777974,2013-05-17 04:06:14,"2013"
"15",664296.698607609,5866724.23653193,1368785256,2013-05-17 06:07:36,"2013"
"16",664291.149074099,5866721.41987956,1368788858,2013-05-17 07:07:38,"2013"
"17",667796.889996639,5869017.66506498,1368822290,2013-05-17 16:24:50,"2013"
"18",667795.716864078,5869021.61043914,1368825913,2013-05-17 17:25:13,"2013"
"19",667799.917207417,5869015.33194289,1368829538,2013-05-17 18:25:38,"2013"
"20",667803.686777562,5869019.88361074,1368833141,2013-05-17 19:25:41,"2013"
"21",667798.750454021,5869014.45623255,1368836769,2013-05-17 20:26:09,"2013"
"22",667798.440206785,5869016.02655494,1368840399,2013-05-17 21:26:39,"2013"
"23",667800.07791532,5869009.16893733,1368843998,2013-05-17 22:26:38,"2013"
"24",667798.453967927,5869011.57317166,1368847612,2013-05-17 23:26:52,"2013"
"25",667798.938119533,5869007.32545032,1368851247,2013-05-18 00:27:27,"2013"
"26",667014.810363008,5868840.48014361,1368858489,2013-05-18 02:28:09,"2013"
"27",667009.217387431,5868850.09593449,1368862090,2013-05-18 03:28:10,"2013"
"28",663720.695005104,5866774.46580372,1368868476,2013-05-18 05:14:36,"2013"
"29",664679.788844199,5865578.02661502,1368878060,2013-05-18 07:54:20,"2013"
"30",663713.204244704,5867030.08445441,1368882859,2013-05-18 09:14:19,"2013"
"31",663747.621890212,5867024.66124249,1368883765,2013-05-18 09:29:25,"2013"
"32",663786.402838371,5867062.34183746,1368885192,2013-05-18 09:53:12,"2013"
"33",664103.83272171,5866734.29556897,1368888578,2013-05-18 10:49:38,"2013"
"34",664186.909122535,5866546.56106948,1368891490,2013-05-18 11:38:10,"2013"
"35",663576.07875914,5866639.44730143,1368894342,2013-05-18 12:25:42,"2013"
"36",667797.275937631,5869018.8476376,1368900268,2013-05-18 14:04:28,"2013"
"37",667796.844675403,5869022.73532327,1368902070.5,2013-05-18 14:34:30,"2013"
"38",667792.430045177,5869022.32000274,1368903417,2013-05-18 14:56:57,"2013"
"39",667800.08857714,5869013.79019074,1368904776,2013-05-18 15:19:36,"2013"
"40",667801.944563944,5869014.76783431,1368906574,2013-05-18 15:49:34,"2013"
"41",667801.467267463,5869016.20986077,1368907925,2013-05-18 16:12:05,"2013"
"42",667798.62554688,5869020.94338924,1368908821,2013-05-18 16:27:01,"2013"
"43",663865.542958786,5867436.18579704,1369299345,2013-05-23 04:55:45,"2013"
"44",663861.765563083,5867426.37633734,1369300728,2013-05-23 05:18:48,"2013"
"45",663755.638335314,5866866.79559344,1369303929,2013-05-23 06:12:09,"2013"
"46",663773.818813443,5866855.89452235,1369305278,2013-05-23 06:34:38,"2013"
"47",663772.529819542,5866856.60231559,1369306680,2013-05-23 06:58:00,"2013"
"48",663772.318226884,5866856.29451191,1369308024,2013-05-23 07:20:24,"2013"
"49",663775.873184892,5866852.3623846,1369309858.5,2013-05-23 07:50:58,"2013"
"50",663767.413632292,5866855.88306171,1369311248,2013-05-23 08:14:08,"2013"
"51",663769.790658777,5866861.1800885,1369312621,2013-05-23 08:37:01,"2013"
"52",663768.488294419,5866860.69607682,1369313975,2013-05-23 08:59:35,"2013"
"53",663709.000996663,5866903.33589552,1369315808,2013-05-23 09:30:08,"2013"
"54",663743.9061613,5866826.18653418,1369318968.5,2013-05-23 10:22:48,"2013"
"55",663744.301988275,5866823.54448464,1369320348,2013-05-23 10:45:48,"2013"
"56",663746.607765639,5866819.1468392,1369321702.5,2013-05-23 11:08:22,"2013"
"57",663772.200728094,5866856.98083742,1369323944,2013-05-23 11:45:44,"2013"
"58",663766.693918857,5866860.43474883,1369324854,2013-05-23 12:00:54,"2013"
"59",663779.693089563,5866857.27417397,1369326199.5,2013-05-23 12:23:19,"2013"
"60",663770.16084958,5866855.23033734,1369328042,2013-05-23 12:54:02,"2013"
"61",663770.333632811,5866857.47415896,1369329396,2013-05-23 13:16:36,"2013"
"62",663828.923410732,5866823.26648935,1369331221,2013-05-23 13:47:01,"2013"
"63",663834.283137066,5866811.26778132,1369332126,2013-05-23 14:02:06,"2013"
"64",663722.8129435,5866809.20927744,1369333972,2013-05-23 14:32:52,"2013"
"65",663722.742838524,5866815.63684334,1369335336,2013-05-23 14:55:36,"2013"
"66",663723.012066031,5866814.04823618,1369336692,2013-05-23 15:18:12,"2013"
"67",663804.533143662,5866727.92078499,1369339479,2013-05-23 16:04:39,"2013"
"68",663943.171615671,5867406.57928753,1369344964,2013-05-23 17:36:04,"2013"
"69",663943.763698723,5867396.87930517,1369346758,2013-05-23 18:05:58,"2013"
"70",663951.762704019,5867392.93135444,1369348562,2013-05-23 18:36:02,"2013"
"71",663952.051293568,5867369.0027547,1369350358,2013-05-23 19:05:58,"2013"
"72",663954.266657237,5867367.36339957,1369352169,2013-05-23 19:36:09,"2013"
"73",663955.930294505,5867369.09007096,1369353969,2013-05-23 20:06:09,"2013"
"74",663953.877347031,5867370.70154365,1369355766,2013-05-23 20:36:06,"2013"
"75",663949.94269424,5867372.44947098,1369357572,2013-05-23 21:06:12,"2013"
"76",663951.940157556,5867370.49095231,1369359369,2013-05-23 21:36:09,"2013"
"77",663957.330713244,5867370.84119806,1369361209,2013-05-23 22:06:49,"2013"
"78",663769.902752558,5866859.4636715,1369367114.5,2013-05-23 23:45:14,"2013"
"79",663770.821232873,5866858.57072063,1369368468,2013-05-24 00:07:48,"2013"
"80",663771.705618633,5866857.49289977,1369369828.5,2013-05-24 00:30:28,"2013"
"81",663769.489228074,5866856.97786077,1369371184,2013-05-24 00:53:04,"2013"
"82",663768.374511718,5866854.4348443,1369372528.5,2013-05-24 01:15:28,"2013"
"83",663723.009132384,5866855.9680392,1369376575,2013-05-24 02:22:55,"2013"
"84",664162.098359167,5867004.75026372,1369378997.5,2013-05-24 03:03:17,"2013"
"85",663998.853509767,5867342.39103854,1369382143,2013-05-24 03:55:43,"2013"
"86",663853.290666914,5866927.77498603,1369383969,2013-05-24 04:26:09,"2013"
