"","X","x","y","t","date_time","year"
"1",1,663967.182976034,5866696.15783502,1368118371,2013-05-09 12:52:51,"2013"
"2",2,663964.298786756,5866681.83039265,1368121995,2013-05-09 13:53:15,"2013"
"3",3,663959.524266345,5866684.31805125,1368125604,2013-05-09 14:53:24,"2013"
"4",4,663963.255775228,5866683.01969935,1368129219,2013-05-09 15:53:39,"2013"
"5",5,663886.357183729,5866775.18050198,1368132879,2013-05-09 16:54:39,"2013"
"6",6,663885.833910464,5866787.81108978,1368136708,2013-05-09 17:58:28,"2013"
"7",7,663885.199383972,5866793.81309505,1368140379,2013-05-09 18:59:39,"2013"
"8",8,663881.130347484,5866795.34498668,1368144014,2013-05-09 20:00:14,"2013"
"9",9,663883.760996389,5866795.94652019,1368147630,2013-05-09 21:00:30,"2013"
"10",10,663884.846200275,5866797.4753578,1368151267,2013-05-09 22:01:07,"2013"
"11",11,663834.777848544,5866634.81998398,1368154863,2013-05-09 23:01:03,"2013"
"12",12,663834.877283149,5866626.73999412,1368158490,2013-05-10 00:01:30,"2013"
"13",13,663969.284989442,5866692.12078152,1368162123,2013-05-10 01:02:03,"2013"
"14",14,663977.67636376,5866692.89588928,1368165743,2013-05-10 02:02:23,"2013"
"15",15,663983.821660176,5866706.49912728,1368169369,2013-05-10 03:02:49,"2013"
"16",16,663983.794616135,5866708.68049821,1368172989,2013-05-10 04:03:09,"2013"
"17",17,663985.815942503,5866703.85018529,1368176603,2013-05-10 05:03:23,"2013"
"18",18,663985.38871187,5866708.50086547,1368180219,2013-05-10 06:03:39,"2013"
"19",19,663972.971530349,5866681.25668979,1368183838,2013-05-10 07:03:58,"2013"
"20",20,663965.339050607,5866683.69174458,1368187445,2013-05-10 08:04:05,"2013"
"21",21,663956.109558723,5866671.54249835,1368191050,2013-05-10 09:04:10,"2013"
"22",22,663983.024283074,5866692.54322356,1368194679,2013-05-10 10:04:39,"2013"
"23",23,663986.143854886,5866707.2683762,1368198309,2013-05-10 11:05:09,"2013"
"24",24,663971.171749176,5866661.35449778,1368201935,2013-05-10 12:05:35,"2013"
"25",25,663969.508273782,5866671.2964108,1368205545,2013-05-10 13:05:45,"2013"
"26",26,663959.689762195,5866674.10254432,1368209169,2013-05-10 14:06:09,"2013"
"27",27,663941.821202254,5866663.11830884,1368212813,2013-05-10 15:06:53,"2013"
"28",28,663871.663528047,5867352.07494142,1368220237,2013-05-10 17:10:37,"2013"
"29",29,663876.986340374,5867310.45824509,1368223852,2013-05-10 18:10:52,"2013"
"30",30,663869.19233053,5867265.00001052,1368227447,2013-05-10 19:10:47,"2013"
"31",31,663867.551237874,5867261.81556761,1368231069,2013-05-10 20:11:09,"2013"
"32",32,663861.026809787,5867283.55042707,1368234687,2013-05-10 21:11:27,"2013"
"33",33,663856.302386535,5867251.90261606,1368238293,2013-05-10 22:11:33,"2013"
"34",34,663818.215305388,5867248.92769937,1368241893,2013-05-10 23:11:33,"2013"
"35",35,663986.042688925,5866702.72221092,1368249123,2013-05-11 01:12:03,"2013"
"36",36,663982.833685658,5866710.02846853,1368252731,2013-05-11 02:12:11,"2013"
"37",37,663976.984776917,5866664.14632233,1368256389,2013-05-11 03:13:09,"2013"
"38",38,663985.190605853,5866707.20257222,1368259989,2013-05-11 04:13:09,"2013"
"39",39,663984.747999044,5866711.11787696,1368263619,2013-05-11 05:13:39,"2013"
"40",40,663985.810000772,5866710.95356067,1368267227,2013-05-11 06:13:47,"2013"
"41",41,663984.743072534,5866707.69953047,1368270850,2013-05-11 07:14:10,"2013"
"42",42,663987.391767004,5866703.6142614,1368274467,2013-05-11 08:14:27,"2013"
"43",43,663986.970499808,5866708.28741249,1368278088,2013-05-11 09:14:48,"2013"
"44",44,663947.77178109,5866670.17914276,1368281769,2013-05-11 10:16:09,"2013"
"45",45,663954.187569199,5866673.64833672,1368285378,2013-05-11 11:16:18,"2013"
"46",46,663966.897046465,5866685.96038726,1368288999,2013-05-11 12:16:39,"2013"
"47",47,663975.149151826,5866703.89958862,1368292625,2013-05-11 13:17:05,"2013"
"48",48,663953.297776029,5866672.70509969,1368296233,2013-05-11 14:17:13,"2013"
"49",49,663914.17493224,5866653.53885716,1368299883,2013-05-11 15:18:03,"2013"
"50",50,663832.212296883,5866643.39520238,1368303499,2013-05-11 16:18:19,"2013"
"51",51,663878.886628789,5867318.8845417,1368310891,2013-05-11 18:21:31,"2013"
"52",52,663869.143263018,5867311.79509924,1368314490,2013-05-11 19:21:30,"2013"
"53",53,663852.859496615,5867310.47365969,1368318136,2013-05-11 20:22:16,"2013"
"54",54,663854.172106673,5867291.04465537,1368321759,2013-05-11 21:22:39,"2013"
"55",55,663847.98537993,5867287.19363666,1368325354,2013-05-11 22:22:34,"2013"
"56",56,663882.071209194,5867238.81584734,1368328958,2013-05-11 23:22:38,"2013"
"57",57,663984.436263903,5866709.20334407,1368336202,2013-05-12 01:23:22,"2013"
"58",58,663987.865292126,5866714.23005263,1368339819,2013-05-12 02:23:39,"2013"
"59",59,663988.313689737,5866707.17511905,1368343416,2013-05-12 03:23:36,"2013"
"60",60,663966.459361382,5866683.39579589,1368347049,2013-05-12 04:24:09,"2013"
"61",61,663956.55933936,5866694.73904176,1368350652,2013-05-12 05:24:12,"2013"
"62",62,663978.398003355,5866686.9079855,1368354309,2013-05-12 06:25:09,"2013"
"63",63,663972.130560422,5866687.78611069,1368357911,2013-05-12 07:25:11,"2013"
"64",64,663976.180385662,5866732.9501889,1368361531,2013-05-12 08:25:31,"2013"
"65",65,663983.936558153,5866709.45357808,1368365140,2013-05-12 09:25:40,"2013"
"66",66,663958.620572562,5866674.47817091,1368368800,2013-05-12 10:26:40,"2013"
"67",67,663940.897051532,5866672.29482864,1368372424,2013-05-12 11:27:04,"2013"
"68",68,663962.410883705,5866676.39958,1368376053,2013-05-12 12:27:33,"2013"
"69",69,663964.583066053,5866689.70075044,1368379677,2013-05-12 13:27:57,"2013"
"70",70,663944.824785395,5866675.12275761,1368383293,2013-05-12 14:28:13,"2013"
"71",71,663920.114450573,5866664.09539353,1368386919,2013-05-12 15:28:39,"2013"
"72",72,663888.460644127,5867320.16882219,1368395032,2013-05-12 17:43:52,"2013"
"73",73,663886.807362263,5867321.20233846,1368398033,2013-05-12 18:33:53,"2013"
"74",74,663886.681954618,5867328.45753329,1368399513.5,2013-05-12 18:58:33,"2013"
"75",75,663876.171928473,5867297.69314468,1368400993.5,2013-05-12 19:23:13,"2013"
"76",76,663872.045505985,5867252.40959908,1368402480.5,2013-05-12 19:48:00,"2013"
"77",77,663869.808481155,5867251.83849518,1368404002,2013-05-12 20:13:22,"2013"
"78",78,663867.775374221,5867231.89729194,1368405777,2013-05-12 20:42:57,"2013"
"79",79,663875.892332684,5867219.97852169,1368407257,2013-05-12 21:07:37,"2013"
"80",80,663867.25766269,5867228.46104456,1368408738,2013-05-12 21:32:18,"2013"
"81",81,663882.253493011,5867238.59935781,1368409925,2013-05-12 21:52:05,"2013"
"82",82,663861.494617389,5867237.56855779,1368411697,2013-05-12 22:21:37,"2013"
"83",83,663867.345256484,5867232.23075191,1368413193.5,2013-05-12 22:46:33,"2013"
"84",84,663867.682431706,5867232.60406566,1368414672,2013-05-12 23:11:12,"2013"
"85",85,663878.526314005,5867199.68141529,1368416168,2013-05-12 23:36:08,"2013"
"86",86,663982.347502202,5867373.92960122,1368418239,2013-05-13 00:10:39,"2013"
"87",87,663970.020270892,5867362.50442041,1368419127.5,2013-05-13 00:25:27,"2013"
"88",88,663984.351908656,5866707.32994235,1368421227,2013-05-13 01:00:27,"2013"
"89",89,663984.318806569,5866707.01706146,1368422119,2013-05-13 01:15:19,"2013"
"90",90,663984.620742679,5866703.75496409,1368423599,2013-05-13 01:39:59,"2013"
"91",91,663985.359258589,5866706.59592755,1368425106.5,2013-05-13 02:05:06,"2013"
"92",92,663986.565349321,5866708.22297905,1368426591,2013-05-13 02:29:51,"2013"
"93",93,663986.703994349,5866702.6667503,1368428069.5,2013-05-13 02:54:29,"2013"
