"","x","y","t","date_time","year"
"1",661549.581975549,5865766.42315746,1370287928,2013-06-03 15:32:08,"2013"
"2",661544.748572751,5865775.91437786,1370289718,2013-06-03 16:01:58,"2013"
"3",661965.114147533,5865764.81954979,1370295135,2013-06-03 17:32:15,"2013"
"4",661969.980610057,5865760.18418192,1370296958,2013-06-03 18:02:38,"2013"
"5",661969.137364949,5865761.64781876,1370298772,2013-06-03 18:32:52,"2013"
"6",661969.1519436,5865762.41654496,1370300566,2013-06-03 19:02:46,"2013"
"7",661973.562855453,5865761.52913862,1370302357,2013-06-03 19:32:37,"2013"
"8",661972.123176516,5865761.91503912,1370304166,2013-06-03 20:02:46,"2013"
"9",661976.885867716,5865759.77018151,1370305967,2013-06-03 20:32:47,"2013"
"10",661968.550291426,5865761.89532795,1370307789,2013-06-03 21:03:09,"2013"
"11",661972.847733192,5865764.58921834,1370309587,2013-06-03 21:33:07,"2013"
"12",661970.363800838,5865761.39950063,1370311398,2013-06-03 22:03:18,"2013"
"13",661971.191815916,5865764.60044372,1370313189,2013-06-03 22:33:09,"2013"
"14",661974.667483704,5865757.3910144,1370315435,2013-06-03 23:10:35,"2013"
"15",661992.868704907,5865780.43669715,1370317171,2013-06-03 23:39:31,"2013"
"16",664350.384472631,5866952.05559726,1370318978,2013-06-04 00:09:38,"2013"
"17",664337.400866855,5866952.38153537,1370320243,2013-06-04 00:30:43,"2013"
"18",664355.36761175,5866960.23085139,1370321601,2013-06-04 00:53:21,"2013"
"19",664340.89145323,5866948.08017746,1370322974,2013-06-04 01:16:14,"2013"
"20",664247.878157315,5866876.70446948,1370326563,2013-06-04 02:16:03,"2013"
"21",664253.743167129,5866880.42812348,1370327913,2013-06-04 02:38:33,"2013"
"22",664153.485753908,5866758.37558465,1370330609,2013-06-04 03:23:29,"2013"
"23",664153.571884491,5866813.9824874,1370332868,2013-06-04 04:01:08,"2013"
"24",664148.174569885,5866809.85734671,1370333777,2013-06-04 04:16:17,"2013"
"25",664142.575336059,5866812.16088422,1370335122.5,2013-06-04 04:38:42,"2013"
"26",664108.613956781,5866793.5248731,1370336466,2013-06-04 05:01:06,"2013"
"27",664129.2900136,5866788.41623002,1370339613,2013-06-04 05:53:33,"2013"
"28",664134.591660831,5866789.52074271,1370341451.5,2013-06-04 06:24:11,"2013"
"29",664147.402213386,5866782.1292882,1370343617,2013-06-04 07:00:17,"2013"
"30",664137.501249887,5866788.74569709,1370345847.5,2013-06-04 07:37:27,"2013"
"31",664135.874499052,5866792.25884669,1370347231,2013-06-04 08:00:31,"2013"
"32",664132.508010559,5866788.95994279,1370349010,2013-06-04 08:30:10,"2013"
"33",664137.287071391,5866818.77279152,1370350782,2013-06-04 08:59:42,"2013"
"34",664125.998629368,5866821.77351837,1370353054,2013-06-04 09:37:34,"2013"
"35",664121.123894024,5866822.16438361,1370354398,2013-06-04 09:59:58,"2013"
"36",664125.608673811,5866825.42338677,1370356199,2013-06-04 10:29:59,"2013"
"37",664136.852940105,5866838.45434087,1370358017,2013-06-04 11:00:17,"2013"
