"","x","y","t","date_time","year"
"1",664419.011554128,5867001.90373945,1370082238,2013-06-01 06:23:58,"2013"
"2",664339.175990639,5866991.52298887,1370084030,2013-06-01 06:53:50,"2013"
"3",662610.141069675,5861545.36277129,1370094924,2013-06-01 09:55:24,"2013"
"4",662568.52576769,5861560.42960228,1370096076,2013-06-01 10:14:36,"2013"
"5",662677.339869222,5861508.66702221,1370099692,2013-06-01 11:14:52,"2013"
"6",662662.935847385,5861539.16770871,1370101469,2013-06-01 11:44:29,"2013"
"7",662657.003937753,5861532.99472859,1370103731.5,2013-06-01 12:22:11,"2013"
"8",662654.13156019,5861540.98679902,1370105082,2013-06-01 12:44:42,"2013"
"9",662657.488880582,5861549.50586784,1370106860,2013-06-01 13:14:20,"2013"
"10",662661.394626453,5861556.13950892,1370108638,2013-06-01 13:43:58,"2013"
"11",662652.68745929,5861575.48656946,1370110472,2013-06-01 14:14:32,"2013"
"12",662632.834791139,5861579.96224891,1370111371,2013-06-01 14:29:31,"2013"
"13",662628.63496859,5861579.46462579,1370112267,2013-06-01 14:44:27,"2013"
"14",662691.588901623,5861522.9916655,1370114475,2013-06-01 15:21:15,"2013"
"15",661977.850122951,5865758.7114268,1370120397,2013-06-01 16:59:57,"2013"
"16",661976.629694425,5865760.98630889,1370122203,2013-06-01 17:30:03,"2013"
"17",661975.151897683,5865759.90125841,1370124003,2013-06-01 18:00:03,"2013"
"18",661976.188980996,5865759.07875903,1370125801,2013-06-01 18:30:01,"2013"
"19",661955.792611452,5865764.84072786,1370127593,2013-06-01 18:59:53,"2013"
"20",661952.435253181,5865766.62081401,1370129400,2013-06-01 19:30:00,"2013"
"21",661954.357090821,5865767.50921572,1370131195,2013-06-01 19:59:55,"2013"
"22",661959.22919037,5865765.31234376,1370133008,2013-06-01 20:30:08,"2013"
"23",661957.444098151,5865767.36787018,1370134824,2013-06-01 21:00:24,"2013"
"24",661961.204401126,5865764.61039643,1370136617,2013-06-01 21:30:17,"2013"
"25",661882.136937121,5865810.31181406,1370140231,2013-06-01 22:30:31,"2013"
"26",661522.183913419,5865748.35999267,1370142977,2013-06-01 23:16:17,"2013"
"27",661559.46831546,5865238.4546796,1370145717,2013-06-02 00:01:57,"2013"
"28",662798.401221458,5861766.14536862,1370148869.5,2013-06-02 00:54:29,"2013"
"29",662798.537936355,5861755.58948193,1370150214,2013-06-02 01:16:54,"2013"
"30",662739.22815859,5861563.09107332,1370152021,2013-06-02 01:47:01,"2013"
"31",662735.849674184,5861566.20612395,1370153381,2013-06-02 02:09:41,"2013"
"32",662733.626568312,5861566.4151749,1370155172.5,2013-06-02 02:39:32,"2013"
"33",662645.015965464,5861525.43773784,1370159047,2013-06-02 03:44:07,"2013"
