"","X","x","y","t","date_time","year"
"2",2,663572.822112439,5866639.04739957,1369298361,2013-05-23 04:39:21,"2013"
"3",3,663575.957329285,5866636.28110502,1369301960,2013-05-23 05:39:20,"2013"
"4",4,664076.125001815,5866777.38870462,1369323969,2013-05-23 11:46:09,"2013"
"5",5,667801.378998925,5869015.46076642,1369334949,2013-05-23 14:49:09,"2013"
"6",6,667805.429415685,5869007.30643352,1369338547,2013-05-23 15:49:07,"2013"
"7",7,667800.394367817,5869010.70539997,1369342179,2013-05-23 16:49:39,"2013"
"8",8,667803.914209802,5869011.99705581,1369345784,2013-05-23 17:49:44,"2013"
"9",9,667798.147428612,5869018.25443007,1369349405,2013-05-23 18:50:05,"2013"
"10",10,667798.44486484,5869013.18737987,1369353008,2013-05-23 19:50:08,"2013"
"11",11,667798.470100503,5869014.20151191,1369356639,2013-05-23 20:50:39,"2013"
"12",12,667782.449599308,5868994.26961947,1369360255,2013-05-23 21:50:55,"2013"
"13",13,667789.700630783,5869018.99595468,1369363869,2013-05-23 22:51:09,"2013"
"14",14,667780.777656637,5869028.39481665,1369367496,2013-05-23 23:51:36,"2013"
"15",15,664294.385065188,5866724.99280698,1369374733,2013-05-24 01:52:13,"2013"
"16",16,664291.502992169,5866724.66084171,1369378349,2013-05-24 02:52:29,"2013"
"17",17,663325.419094346,5866729.43588248,1369385667,2013-05-24 04:54:27,"2013"
"18",18,663328.514119321,5866702.80780028,1369389261,2013-05-24 05:54:21,"2013"
"19",19,663323.415607801,5866714.28141473,1369392860,2013-05-24 06:54:20,"2013"
"20",20,663319.127427172,5866712.15438521,1369396496,2013-05-24 07:54:56,"2013"
"21",21,663322.212343561,5866713.65057533,1369400108,2013-05-24 08:55:08,"2013"
"22",22,663322.909636856,5866715.71171272,1369403712,2013-05-24 09:55:12,"2013"
"23",23,663335.970774274,5866710.72047652,1369407338,2013-05-24 10:55:38,"2013"
"24",24,663308.314084543,5866709.18296929,1369418377,2013-05-24 13:59:37,"2013"
"25",25,663302.246560013,5866775.32539445,1369422038,2013-05-24 15:00:38,"2013"
"26",26,663379.322239486,5866785.27235612,1369425647,2013-05-24 16:00:47,"2013"
"27",27,663355.254212024,5866773.34554053,1369429328,2013-05-24 17:02:08,"2013"
"28",28,663342.745568881,5866754.27245991,1369432952,2013-05-24 18:02:32,"2013"
"29",29,663357.770370701,5866769.7787692,1369436561,2013-05-24 19:02:41,"2013"
"30",30,663351.152515516,5866770.87963756,1369440212,2013-05-24 20:03:32,"2013"
"31",31,663365.68493111,5866779.26577393,1369443820,2013-05-24 21:03:40,"2013"
"32",32,663382.970088821,5866784.44950001,1369447443,2013-05-24 22:04:03,"2013"
"33",33,663307.510065831,5866667.53667266,1369451067,2013-05-24 23:04:27,"2013"
"34",34,663312.868144702,5866724.72438741,1369454660,2013-05-25 00:04:20,"2013"
"35",35,663319.973698927,5866715.57891981,1369458275,2013-05-25 01:04:35,"2013"
"36",36,663320.920895591,5866718.60604537,1369461885,2013-05-25 02:04:45,"2013"
"37",37,663333.118732235,5866725.59922115,1369465508,2013-05-25 03:05:08,"2013"
"38",38,663314.321468867,5866732.47834883,1369469117,2013-05-25 04:05:17,"2013"
"39",39,663319.996463416,5866734.38510545,1369471404,2013-05-25 04:43:24,"2013"
"40",40,663309.157027706,5866758.42401116,1369474914,2013-05-25 05:41:54,"2013"
"41",41,663313.68106756,5866752.78744958,1369476722,2013-05-25 06:12:02,"2013"
"42",42,663323.390689811,5866740.6571431,1369478548,2013-05-25 06:42:28,"2013"
"43",43,663303.218725224,5866757.53825305,1369480896.5,2013-05-25 07:21:36,"2013"
"44",44,663302.369115121,5866765.54271166,1369482238,2013-05-25 07:43:58,"2013"
"45",45,663312.715919106,5866737.76834321,1369484043,2013-05-25 08:14:03,"2013"
"46",46,663313.156410635,5866746.91874495,1369485440.5,2013-05-25 08:37:20,"2013"
"47",47,663308.35941885,5866748.49327226,1369488148,2013-05-25 09:22:28,"2013"
"48",48,663300.639941294,5866760.17323815,1369489968,2013-05-25 09:52:48,"2013"
"49",49,663310.867332813,5866773.89143572,1369491328,2013-05-25 10:15:28,"2013"
"50",50,663296.800382649,5866774.51197183,1369492670.5,2013-05-25 10:37:50,"2013"
"51",51,663296.970000146,5866768.70573837,1369494470.5,2013-05-25 11:07:50,"2013"
"52",52,663301.273486651,5866767.29820729,1369495950,2013-05-25 11:32:30,"2013"
"53",53,663306.02343931,5866768.3051813,1369496862,2013-05-25 11:47:42,"2013"
"54",54,663316.252550729,5866783.76036342,1369498621,2013-05-25 12:17:01,"2013"
"55",55,663292.582877104,5866766.02424555,1369500451,2013-05-25 12:47:31,"2013"
"56",56,663294.629582585,5866774.93395849,1369501801.5,2013-05-25 13:10:01,"2013"
"57",57,663293.853818581,5866767.6371653,1369503149,2013-05-25 13:32:29,"2013"
"58",58,663318.764332574,5866779.02991701,1369504493.5,2013-05-25 13:54:53,"2013"
"59",59,663308.057857634,5866780.35985987,1369506287,2013-05-25 14:24:47,"2013"
"60",60,663297.386121341,5866790.50359435,1369507629,2013-05-25 14:47:09,"2013"
"61",61,663288.483975788,5866790.11320151,1369509428,2013-05-25 15:17:08,"2013"
"62",62,663294.223259341,5866784.75157191,1369511288,2013-05-25 15:48:08,"2013"
"63",63,663296.276042093,5866814.94979852,1369515056,2013-05-25 16:50:56,"2013"
"64",64,663292.932992132,5866778.74004765,1369516888,2013-05-25 17:21:28,"2013"
"65",65,663292.165187499,5866780.55117743,1369518709,2013-05-25 17:51:49,"2013"
"66",66,663293.895843326,5866780.50955018,1369520528,2013-05-25 18:22:08,"2013"
"67",67,663292.158074563,5866783.34558335,1369522333,2013-05-25 18:52:13,"2013"
"68",68,663293.093681257,5866782.34178498,1369524124,2013-05-25 19:22:04,"2013"
"69",69,663294.612233184,5866781.01256289,1369525916,2013-05-25 19:51:56,"2013"
"70",70,663293.598931841,5866782.12507168,1369527706,2013-05-25 20:21:46,"2013"
"71",71,663295.490355615,5866781.30950316,1369529510,2013-05-25 20:51:50,"2013"
"72",72,663293.13885336,5866781.0072279,1369531359,2013-05-25 21:22:39,"2013"
"73",73,663293.715297099,5866779.87993219,1369533193,2013-05-25 21:53:13,"2013"
"74",74,663293.269248252,5866779.34153392,1369535001,2013-05-25 22:23:21,"2013"
"75",75,663297.167197579,5866788.22483755,1369536827,2013-05-25 22:53:47,"2013"
"76",76,663284.963069029,5866784.20432431,1369538628,2013-05-25 23:23:48,"2013"
"77",77,663283.275767118,5866779.98308111,1369541432,2013-05-26 00:10:32,"2013"
"78",78,663288.492743087,5866789.4565893,1369542345,2013-05-26 00:25:45,"2013"
"79",79,663285.02393468,5866790.35794795,1369545136.5,2013-05-26 01:12:16,"2013"
"80",80,663288.821218093,5866787.80316771,1369546952,2013-05-26 01:42:32,"2013"
"81",81,663294.786625255,5866776.85433079,1369548314,2013-05-26 02:05:14,"2013"
"82",82,663292.199745585,5866773.66593718,1369549669.5,2013-05-26 02:27:49,"2013"
"83",83,663286.660314522,5866788.23105948,1369551495.5,2013-05-26 02:58:15,"2013"
"84",84,663283.9399671,5866789.78125714,1369552839,2013-05-26 03:20:39,"2013"
"85",85,663277.77682628,5866796.83206283,1369554183,2013-05-26 03:43:03,"2013"
"86",86,663274.27082179,5866798.63402762,1369556007,2013-05-26 04:13:27,"2013"
"87",87,663279.301702791,5866806.54802664,1369557351,2013-05-26 04:35:51,"2013"
"88",88,663275.915211882,5866804.8189754,1369558694.5,2013-05-26 04:58:14,"2013"
"89",89,663270.846149562,5866804.79215802,1369560502.5,2013-05-26 05:28:22,"2013"
"90",90,663272.81928938,5866815.18019973,1369561848,2013-05-26 05:50:48,"2013"
"91",91,663276.806235024,5866829.08795625,1369563254.5,2013-05-26 06:14:14,"2013"
"92",92,663291.527389158,5866828.41714228,1369564672,2013-05-26 06:37:52,"2013"
"93",93,663283.001858263,5866823.9588749,1369566045.5,2013-05-26 07:00:45,"2013"
"94",94,663293.584719586,5866831.14781913,1369567847.5,2013-05-26 07:30:47,"2013"
"95",95,663285.906718204,5866842.60095564,1369569235,2013-05-26 07:53:55,"2013"
"96",96,663273.809006741,5866833.55147515,1369570660.5,2013-05-26 08:17:40,"2013"
"97",97,663296.706768569,5866830.45184819,1369572517,2013-05-26 08:48:37,"2013"
"98",98,663300.606753575,5866812.83617826,1369573861,2013-05-26 09:11:01,"2013"
"99",99,663309.720214595,5866815.82799147,1369575205.5,2013-05-26 09:33:25,"2013"
"100",100,663279.849436706,5866832.01343972,1369577008.5,2013-05-26 10:03:28,"2013"
"101",101,663296.817793536,5866829.95457019,1369578398,2013-05-26 10:26:38,"2013"
"102",102,663292.414704512,5866827.15006226,1369579762.5,2013-05-26 10:49:22,"2013"
"103",103,663286.58448872,5866782.9175594,1369581557,2013-05-26 11:19:17,"2013"
"104",104,663305.20318198,5866748.40870476,1369584244,2013-05-26 12:04:04,"2013"
"105",105,663306.734603185,5866770.15523916,1369586496,2013-05-26 12:41:36,"2013"
