"","X","x","y","t","date_time","year"
"1",1,663404.853036661,5866550.07823512,1336722024,2012-05-11 03:40:24,"2012"
"2",2,663643.207050532,5866159.26157233,1336726061,2012-05-11 04:47:41,"2012"
"3",3,663562.689408206,5866274.18533077,1336728766,2012-05-11 05:32:46,"2012"
"4",4,663536.527158951,5866248.13555033,1336729660,2012-05-11 05:47:40,"2012"
"5",5,663642.037273373,5866246.53536448,1336731487,2012-05-11 06:18:07,"2012"
"6",6,663613.976540301,5866258.42138689,1336732859.5,2012-05-11 06:40:59,"2012"
"7",7,663601.231723363,5866268.92289661,1336734220,2012-05-11 07:03:40,"2012"
"8",8,663592.022311508,5866268.23765937,1336735563.5,2012-05-11 07:26:03,"2012"
"9",9,663609.711446749,5866270.78589173,1336737369,2012-05-11 07:56:09,"2012"
"10",10,663619.01964911,5866253.97174117,1336738731,2012-05-11 08:18:51,"2012"
"11",11,663613.67471539,5866267.12355835,1336740096.5,2012-05-11 08:41:36,"2012"
"12",12,663585.951914043,5866262.39800924,1336741896.5,2012-05-11 09:11:36,"2012"
"13",13,663624.534594752,5866241.16528486,1336744588,2012-05-11 09:56:28,"2012"
"14",14,663621.209238647,5866245.56182145,1336746394.5,2012-05-11 10:26:34,"2012"
"15",15,663589.152424846,5866238.16185864,1336749531,2012-05-11 11:18:51,"2012"
"16",16,663586.804342122,5866222.46671368,1336750893.5,2012-05-11 11:41:33,"2012"
"17",17,663578.106966905,5866207.46931084,1336752250,2012-05-11 12:04:10,"2012"
"18",18,663582.71540731,5866207.70348272,1336753593.5,2012-05-11 12:26:33,"2012"
"19",19,663596.807302878,5866239.4457257,1336755880,2012-05-11 13:04:40,"2012"
"20",20,663580.678123213,5866206.06450971,1336756776,2012-05-11 13:19:36,"2012"
"21",21,663601.095911387,5866241.86805843,1336758137,2012-05-11 13:42:17,"2012"
"22",22,663623.232756095,5866255.94059732,1336760388,2012-05-11 14:19:48,"2012"
"23",23,663605.999101119,5866212.66817226,1336762207,2012-05-11 14:50:07,"2012"
