"","X","x","y","t","date_time","year"
"4052",4052,663711.461539559,5867178.37617329,1400313413,2014-05-17 03:56:53,"2014"
"4053",4053,663604.43903081,5867301.52909417,1400317060,2014-05-17 04:57:40,"2014"
"4054",4054,662949.03346226,5866182.88866785,1400322580,2014-05-17 06:29:40,"2014"
"4055",4055,661666.880181381,5868657.8738424,1400351839,2014-05-17 14:37:19,"2014"
"4056",4056,661668.643987495,5868694.53009245,1400353651,2014-05-17 15:07:31,"2014"
"4057",4057,666963.54262662,5868937.22286676,1400357256,2014-05-17 16:07:36,"2014"
"4058",4058,667801.372178104,5869019.13496551,1400360890,2014-05-17 17:08:10,"2014"
"4059",4059,667799.450953316,5869006.11848833,1400362700,2014-05-17 17:38:20,"2014"
"4060",4060,667799.368950571,5869012.91890869,1400364519,2014-05-17 18:08:39,"2014"
"4061",4061,667798.059181336,5869030.06522831,1400366341,2014-05-17 18:39:01,"2014"
"4062",4062,667803.113272969,5869019.16216492,1400368139,2014-05-17 19:08:59,"2014"
"4063",4063,667804.91641061,5869013.73554284,1400369933,2014-05-17 19:38:53,"2014"
"4064",4064,667818.98837882,5869015.24977065,1400371753,2014-05-17 20:09:13,"2014"
"4065",4065,667798.878094057,5869014.4606753,1400373574,2014-05-17 20:39:34,"2014"
"4066",4066,667802.922137648,5869045.52237879,1400375375,2014-05-17 21:09:35,"2014"
"4067",4067,667786.61478658,5869061.85718546,1400377175,2014-05-17 21:39:35,"2014"
"4068",4068,667800.774761087,5869018.13432126,1400378986,2014-05-17 22:09:46,"2014"
"4069",4069,667800.589585823,5869029.2513973,1400380780,2014-05-17 22:39:40,"2014"
"4070",4070,667787.129302982,5869032.00081394,1400382574,2014-05-17 23:09:34,"2014"
"4071",4071,667793.53401793,5869029.25077896,1400384377,2014-05-17 23:39:37,"2014"
"4072",4072,663577.843858563,5866641.56695281,1400389959,2014-05-18 01:12:39,"2014"
"4073",4073,663570.483059133,5866638.17757619,1400391801,2014-05-18 01:43:21,"2014"
"4074",4074,663578.312688734,5866638.65458505,1400393642,2014-05-18 02:14:02,"2014"
"4075",4075,663017.802313884,5866367.48631024,1400399197,2014-05-18 03:46:37,"2014"
"4076",4076,662619.266315941,5867489.14608317,1400404688,2014-05-18 05:18:08,"2014"
"4077",4077,662614.68871427,5867480.4519814,1400406500,2014-05-18 05:48:20,"2014"
"4078",4078,663587.742355289,5866646.9129137,1400411972,2014-05-18 07:19:32,"2014"
"4079",4079,663023.14833638,5866366.59807124,1400415625,2014-05-18 08:20:25,"2014"
"4080",4080,667831.013787485,5869004.64508969,1400419350,2014-05-18 09:22:30,"2014"
"4081",4081,638934.129322916,5834905.31965425,1400426616,2014-05-18 11:23:36,"2014"
"4082",4082,638942.486043084,5834888.37211,1400428408,2014-05-18 11:53:28,"2014"
"4083",4083,638941.908880442,5834896.26956055,1400430219,2014-05-18 12:23:39,"2014"
"4084",4084,638958.10118893,5834906.06977687,1400432025,2014-05-18 12:53:45,"2014"
"4085",4085,638923.573221625,5834901.33453152,1400433817,2014-05-18 13:23:37,"2014"
"4086",4086,638938.899756239,5834907.0695765,1400435619,2014-05-18 13:53:39,"2014"
"4087",4087,638935.517695065,5834911.00247453,1400437429,2014-05-18 14:23:49,"2014"
"4088",4088,638938.763444307,5834897.12600766,1400439248,2014-05-18 14:54:08,"2014"
"4089",4089,638938.298649413,5834890.86845641,1400441045,2014-05-18 15:24:05,"2014"
"4090",4090,639001.215963951,5834920.45555078,1400442850,2014-05-18 15:54:10,"2014"
"4091",4091,638946.851598601,5834896.48836944,1400444645,2014-05-18 16:24:05,"2014"
"4092",4092,638939.418753959,5834895.27473521,1400446448,2014-05-18 16:54:08,"2014"
"4093",4093,638940.715160448,5834899.90865312,1400448241,2014-05-18 17:24:01,"2014"
