"","x","y","t","date_time","year"
"1",663906.68129136,5867133.3099246,1369468435,2013-05-25 03:53:55,"2013"
"2",663584.227075456,5866651.75952158,1369479369,2013-05-25 06:56:09,"2013"
"3",667803.311461307,5869010.18339579,1369486643,2013-05-25 08:57:23,"2013"
"4",667798.66425779,5869013.84082627,1369490258,2013-05-25 09:57:38,"2013"
"5",667803.032488194,5869015.10633808,1369493871,2013-05-25 10:57:51,"2013"
"6",667807.154435329,5869018.4231927,1369504754,2013-05-25 13:59:14,"2013"
"7",667799.010642181,5869011.42552788,1369508396,2013-05-25 14:59:56,"2013"
"8",667797.983864707,5869009.04037677,1369512033,2013-05-25 16:00:33,"2013"
"9",667796.490480894,5869013.29750897,1369519245,2013-05-25 18:00:45,"2013"
"10",667811.76907949,5869017.82666766,1369522844,2013-05-25 19:00:44,"2013"
"11",667801.254160887,5869008.41931855,1369526492,2013-05-25 20:01:32,"2013"
"12",667806.191474949,5869006.4755909,1369530092,2013-05-25 21:01:32,"2013"
"13",667804.285734493,5869017.55504671,1369533722,2013-05-25 22:02:02,"2013"
"14",667805.178465826,5869008.9122236,1369537340,2013-05-25 23:02:20,"2013"
"15",667858.327138865,5868968.36172665,1369540953,2013-05-26 00:02:33,"2013"
"16",667794.617239924,5869019.57906212,1369544585,2013-05-26 01:03:05,"2013"
"17",663576.117293035,5866641.48614496,1369559144,2013-05-26 05:05:44,"2013"
"18",663577.02837822,5866635.84978761,1369562829,2013-05-26 06:07:09,"2013"
"19",663211.937122194,5866770.89979455,1369570189,2013-05-26 08:09:49,"2013"
"20",663564.948657682,5866410.81020621,1369577438,2013-05-26 10:10:38,"2013"
"21",663579.780253991,5866419.12914635,1369581068,2013-05-26 11:11:08,"2013"
"22",663624.108889699,5866397.5846896,1369584662,2013-05-26 12:11:02,"2013"
"23",663577.469853973,5866409.07468297,1369588277,2013-05-26 13:11:17,"2013"
"24",663578.383492769,5866411.69989807,1369591898,2013-05-26 14:11:38,"2013"
"25",663532.676370216,5866419.72580695,1369595510,2013-05-26 15:11:50,"2013"
"26",663534.570011195,5866412.49717231,1369599128,2013-05-26 16:12:08,"2013"
"27",663808.976315773,5866532.84615462,1369606372,2013-05-26 18:12:52,"2013"
