"","X","x","y","t","date_time","year"
"1",1,663404.47682511,5866549.46425418,1336722052,2012-05-11 03:40:52,"2012"
"2",2,663404.568679145,5866548.83829078,1336723404,2012-05-11 04:03:24,"2012"
"3",3,663650.339121881,5866160.88407839,1336726107,2012-05-11 04:48:27,"2012"
"4",4,664025.674243713,5866872.55129039,1336732527,2012-05-11 06:35:27,"2012"
"5",5,663809.792261342,5867261.00052087,1336734369,2012-05-11 07:06:09,"2012"
"6",6,663794.536320223,5867290.6280844,1336735707,2012-05-11 07:28:27,"2012"
"7",7,663789.428710381,5867290.66062602,1336737051,2012-05-11 07:50:51,"2012"
"8",8,663803.232057572,5867285.67922211,1336740202.5,2012-05-11 08:43:22,"2012"
"9",9,663793.018125745,5867266.88311794,1336742022,2012-05-11 09:13:42,"2012"
"10",10,663793.020745876,5867269.28261019,1336743370,2012-05-11 09:36:10,"2012"
"11",11,663793.600045177,5867269.16310497,1336744722,2012-05-11 09:58:42,"2012"
"12",12,663795.734736466,5867269.00734387,1336746522,2012-05-11 10:28:42,"2012"
"13",13,663790.484303277,5867274.83034653,1336747868,2012-05-11 10:51:08,"2012"
"14",14,663796.78860179,5867269.27694829,1336749212.5,2012-05-11 11:13:32,"2012"
"15",15,663812.130928447,5867297.82812371,1336751032,2012-05-11 11:43:52,"2012"
"16",16,663809.282910026,5867293.82888943,1336752429,2012-05-11 12:07:09,"2012"
"17",17,663791.003754448,5867275.48263053,1336753775,2012-05-11 12:29:35,"2012"
"18",18,663795.510401146,5867276.60433158,1336755608.5,2012-05-11 13:00:08,"2012"
"19",19,663824.819872361,5867287.03030427,1336757012,2012-05-11 13:23:32,"2012"
"20",20,663798.922185895,5867287.38111175,1336758408,2012-05-11 13:46:48,"2012"
"21",21,663797.006715703,5867271.96767741,1336760649,2012-05-11 14:24:09,"2012"
"22",22,663794.236466569,5867272.9090799,1336762467,2012-05-11 14:54:27,"2012"
"23",23,663794.579052288,5867272.33060471,1336764265,2012-05-11 15:24:25,"2012"
"24",24,663794.88380536,5867272.07373439,1336766109,2012-05-11 15:55:09,"2012"
"25",25,663796.300229833,5867275.13917988,1336767927,2012-05-11 16:25:27,"2012"
"26",26,663794.800829169,5867271.34719878,1336769719,2012-05-11 16:55:19,"2012"
