"","X","x","y","t","date_time","year"
"2821",2821,-1541632.6074479,1465204.12670058,1389446554,2014-01-11 08:22:34,"2014"
"2822",2822,-1542431.85116073,1465325.71881895,1389451962,2014-01-11 09:52:42,"2014"
"2823",2823,-1541958.92747589,1465486.12514549,1389462793,2014-01-11 12:53:13,"2014"
"2824",2824,-1558040.51368175,1462135.4057335,1389471819,2014-01-11 15:23:39,"2014"
"2825",2825,-1558031.90847731,1462159.06890798,1389473622,2014-01-11 15:53:42,"2014"
"2826",2826,-1558096.7622799,1462154.85970457,1389477226,2014-01-11 16:53:46,"2014"
"2827",2827,-1558097.33732522,1462162.18669634,1389479016,2014-01-11 17:23:36,"2014"
"2828",2828,-1558099.11378345,1462172.05342928,1389480849,2014-01-11 17:54:09,"2014"
"2829",2829,-1558089.48597216,1462170.09810135,1389482647,2014-01-11 18:24:07,"2014"
"2830",2830,-1558082.2539633,1462179.57259755,1389484439,2014-01-11 18:53:59,"2014"
"2831",2831,-1558085.21704323,1462181.70452793,1389486246,2014-01-11 19:24:06,"2014"
"2832",2832,-1558085.62986668,1462183.11238372,1389488035,2014-01-11 19:53:55,"2014"
"2833",2833,-1558088.73531865,1462188.93218716,1389489828,2014-01-11 20:23:48,"2014"
"2834",2834,-1558089.10250021,1462185.95880371,1389491643,2014-01-11 20:54:03,"2014"
"2835",2835,-1558089.00843277,1462238.36986978,1389495277,2014-01-11 21:54:37,"2014"
"2836",2836,-1558080.89476647,1462253.4534205,1389497108,2014-01-11 22:25:08,"2014"
"2837",2837,-1558071.11499288,1462254.97754894,1389498901,2014-01-11 22:55:01,"2014"
"2838",2838,-1558074.49473821,1462246.73818553,1389500695,2014-01-11 23:24:55,"2014"
"2839",2839,-1558080.83097608,1462256.35566134,1389502510,2014-01-11 23:55:10,"2014"
"2840",2840,-1558080.77874704,1462255.34783387,1389504323,2014-01-12 00:25:23,"2014"
"2841",2841,-1558078.41944274,1462248.11178009,1389506114,2014-01-12 00:55:14,"2014"
"2842",2842,-1558079.96552202,1462235.47676694,1389507908,2014-01-12 01:25:08,"2014"
"2843",2843,-1542055.5804131,1465491.49931286,1389515193,2014-01-12 03:26:33,"2014"
"2844",2844,-1541905.10945622,1465531.52812178,1389518783,2014-01-12 04:26:23,"2014"
"2845",2845,-1541626.9586987,1465202.55979839,1389522387,2014-01-12 05:26:27,"2014"
"2846",2846,-1541632.6363381,1465213.93878087,1389524179,2014-01-12 05:56:19,"2014"
"2847",2847,-1541763.61440483,1465509.3390459,1389529598,2014-01-12 07:26:38,"2014"
"2848",2848,-1541635.14277796,1465196.85795131,1389534989,2014-01-12 08:56:29,"2014"
"2849",2849,-1541634.71475218,1465211.99077431,1389536782,2014-01-12 09:26:22,"2014"
"2850",2850,-1541617.65237489,1465205.42691435,1389542206,2014-01-12 10:56:46,"2014"
"2851",2851,-1541627.00849487,1465200.4637945,1389544028,2014-01-12 11:27:08,"2014"
"2852",2852,-1541625.22596624,1465204.63800641,1389545836,2014-01-12 11:57:16,"2014"
"2853",2853,-1541948.05815719,1465501.30109055,1389549420,2014-01-12 12:57:00,"2014"
"2854",2854,-1546551.30512466,1466339.35117979,1389554814,2014-01-12 14:26:54,"2014"
"2855",2855,-1546527.13407243,1466333.89543454,1389556632,2014-01-12 14:57:12,"2014"
"2856",2856,-1558006.33110817,1462181.4638986,1389562074,2014-01-12 16:27:54,"2014"
"2857",2857,-1558007.4653435,1462171.4721426,1389563885,2014-01-12 16:58:05,"2014"
"2858",2858,-1558031.54766735,1462256.7100152,1389565677,2014-01-12 17:27:57,"2014"
"2859",2859,-1558031.51816971,1462279.93980429,1389567470,2014-01-12 17:57:50,"2014"
"2860",2860,-1558033.47894948,1462277.13001778,1389569273,2014-01-12 18:27:53,"2014"
"2861",2861,-1558038.83412623,1462278.70193171,1389571075,2014-01-12 18:57:55,"2014"
"2862",2862,-1558112.71566038,1462316.83294903,1389572888,2014-01-12 19:28:08,"2014"
"2863",2863,-1558100.31521043,1462320.31288846,1389574719,2014-01-12 19:58:39,"2014"
"2864",2864,-1558099.04305425,1462320.30129053,1389576523,2014-01-12 20:28:43,"2014"
"2865",2865,-1558107.26491792,1462324.06816569,1389578315,2014-01-12 20:58:35,"2014"
"2866",2866,-1558104.46136955,1462318.66740536,1389580104,2014-01-12 21:28:24,"2014"
"2867",2867,-1558106.97650366,1462320.18278382,1389581912,2014-01-12 21:58:32,"2014"
"2868",2868,-1558094.44416789,1462322.33384184,1389583715,2014-01-12 22:28:35,"2014"
"2869",2869,-1558093.88954463,1462320.67041766,1389585512,2014-01-12 22:58:32,"2014"
"2870",2870,-1558089.41429892,1462325.86412283,1389587349,2014-01-12 23:29:09,"2014"
"2871",2871,-1558084.81151631,1462346.86726096,1389589159,2014-01-12 23:59:19,"2014"
"2872",2872,-1558091.58505,1462429.00315088,1389590953,2014-01-13 00:29:13,"2014"
"2873",2873,-1558088.54747941,1462419.28903511,1389592764,2014-01-13 00:59:24,"2014"
"2874",2874,-1558060.48636008,1462413.7865598,1389594564,2014-01-13 01:29:24,"2014"
"2875",2875,-1546475.64110445,1466329.24066494,1389598186,2014-01-13 02:29:46,"2014"
"2876",2876,-1541630.91649395,1465175.9498536,1389601808,2014-01-13 03:30:08,"2014"
"2877",2877,-1541633.68432779,1465197.21813713,1389603606,2014-01-13 04:00:06,"2014"
"2878",2878,-1541626.87070986,1465207.84912973,1389605419,2014-01-13 04:30:19,"2014"
"2879",2879,-1541619.87371806,1465202.1479007,1389607206,2014-01-13 05:00:06,"2014"
"2880",2880,-1541664.76885654,1465230.81721489,1389610807,2014-01-13 06:00:07,"2014"
"2881",2881,-1541634.22481048,1465237.0806954,1389612606,2014-01-13 06:30:06,"2014"
"2882",2882,-1541639.75594195,1465225.02637304,1389618035,2014-01-13 08:00:35,"2014"
"2883",2883,-1541624.73881619,1465202.67779985,1389621620,2014-01-13 09:00:20,"2014"
"2884",2884,-1541633.22288728,1465199.77402583,1389623428,2014-01-13 09:30:28,"2014"
"2885",2885,-1541640.72255949,1465216.48837615,1389625223,2014-01-13 10:00:23,"2014"
"2886",2886,-1541622.0463344,1465197.65220855,1389627014,2014-01-13 10:30:14,"2014"
"2887",2887,-1541630.12910277,1465217.83849313,1389628838,2014-01-13 11:00:38,"2014"
"2888",2888,-1541635.06912257,1465208.70386575,1389630627,2014-01-13 11:30:27,"2014"
"2889",2889,-1541625.2757424,1465189.66423063,1389632419,2014-01-13 12:00:19,"2014"
"2890",2890,-1541625.30228577,1465222.2805223,1389634255,2014-01-13 12:30:55,"2014"
"2891",2891,-1541618.3562881,1465193.26538626,1389636050,2014-01-13 13:00:50,"2014"
"2892",2892,-1541627.38935779,1465201.99631978,1389637855,2014-01-13 13:30:55,"2014"
"2893",2893,-1558113.3620502,1462258.14646653,1389645062,2014-01-13 15:31:02,"2014"
"2894",2894,-1558113.74134505,1462259.07321713,1389646869,2014-01-13 16:01:09,"2014"
"2895",2895,-1558113.91239692,1462256.2722344,1389648661,2014-01-13 16:31:01,"2014"
"2896",2896,-1558116.14692367,1462258.64260256,1389650453,2014-01-13 17:00:53,"2014"
"2897",2897,-1558088.45763552,1462273.08410329,1389652285,2014-01-13 17:31:25,"2014"
"2898",2898,-1557993.18823974,1462219.7723634,1389655875,2014-01-13 18:31:15,"2014"
"2899",2899,-1557991.38289542,1462218.27405314,1389657683,2014-01-13 19:01:23,"2014"
"2900",2900,-1557989.52851571,1462216.81884401,1389659472,2014-01-13 19:31:12,"2014"
"2901",2901,-1557996.02558946,1462223.77462711,1389661273,2014-01-13 20:01:13,"2014"
"2902",2902,-1557995.05871953,1462223.35348111,1389663091,2014-01-13 20:31:31,"2014"
"2903",2903,-1557995.7545546,1462223.40451799,1389664928,2014-01-13 21:02:08,"2014"
"2904",2904,-1557997.54282008,1462221.53937097,1389666722,2014-01-13 21:32:02,"2014"
"2905",2905,-1557996.7420463,1462223.23178599,1389668510,2014-01-13 22:01:50,"2014"
"2906",2906,-1557998.13998622,1462224.18654547,1389670317,2014-01-13 22:31:57,"2014"
"2907",2907,-1558001.68765996,1462222.88239473,1389672111,2014-01-13 23:01:51,"2014"
"2908",2908,-1558002.41475467,1462220.00546815,1389673902,2014-01-13 23:31:42,"2014"
"2909",2909,-1546541.16774601,1466544.11173446,1390040391,2014-01-18 05:19:51,"2014"
"2910",2910,-1546457.65704958,1466484.48057437,1390044010,2014-01-18 06:20:10,"2014"
"2911",2911,-1546510.39990993,1466506.65864945,1390045828,2014-01-18 06:50:28,"2014"
"2912",2912,-1546523.49666811,1466523.75349411,1390051221,2014-01-18 08:20:21,"2014"
"2913",2913,-1546559.52427587,1466552.12912468,1390053029,2014-01-18 08:50:29,"2014"
"2914",2914,-1546516.16139039,1466514.05755388,1390054839,2014-01-18 09:20:39,"2014"
"2915",2915,-1546518.43960168,1466482.30161527,1390056634,2014-01-18 09:50:34,"2014"
"2916",2916,-1546508.03563749,1466511.5610425,1390058436,2014-01-18 10:20:36,"2014"
"2917",2917,-1541732.97032776,1465394.50323249,1390063844,2014-01-18 11:50:44,"2014"
"2918",2918,-1541677.55646762,1465313.4029419,1390069270,2014-01-18 13:21:10,"2014"
"2919",2919,-1541714.9202627,1465335.21255882,1390071079,2014-01-18 13:51:19,"2014"
"2920",2920,-1558053.82925885,1462104.59307735,1390076503,2014-01-18 15:21:43,"2014"
"2921",2921,-1558070.48306651,1462090.81294973,1390078295,2014-01-18 15:51:35,"2014"
"2922",2922,-1558060.09436278,1462099.85748453,1390080086,2014-01-18 16:21:26,"2014"
"2923",2923,-1557938.87976711,1462047.04899161,1390083699,2014-01-18 17:21:39,"2014"
"2924",2924,-1557939.67218586,1462045.1574988,1390085490,2014-01-18 17:51:30,"2014"
"2925",2925,-1557938.6442043,1462051.19943485,1390087282,2014-01-18 18:21:22,"2014"
