"","x","y","t","date_time","year"
"1",663428.796684546,5866841.90586633,1370297318,2013-06-03 18:08:38,"2013"
"2",663429.173791074,5866840.70502804,1370299108,2013-06-03 18:38:28,"2013"
"3",663431.571927888,5866841.0200854,1370300901,2013-06-03 19:08:21,"2013"
"4",663431.008267002,5866841.76924084,1370302756,2013-06-03 19:39:16,"2013"
"5",663438.781816666,5866837.73484268,1370304549,2013-06-03 20:09:09,"2013"
"6",663440.343418566,5866836.12877175,1370306367,2013-06-03 20:39:27,"2013"
"7",663438.455378962,5866836.84419188,1370308176,2013-06-03 21:09:36,"2013"
"8",663428.921693918,5866837.22265845,1370309973,2013-06-03 21:39:33,"2013"
"9",663422.045982353,5866841.76625149,1370311780,2013-06-03 22:09:40,"2013"
"10",663412.989978408,5866855.45500614,1370313596,2013-06-03 22:39:56,"2013"
"11",663427.703776518,5866845.66555967,1370315856,2013-06-03 23:17:36,"2013"
"12",663423.379397229,5866861.29604157,1370317698.5,2013-06-03 23:48:18,"2013"
"13",663445.062750208,5866855.11637408,1370319107,2013-06-04 00:11:47,"2013"
"14",663449.161031944,5866824.61426469,1370320452,2013-06-04 00:34:12,"2013"
"15",663456.020861549,5866773.57428894,1370321819,2013-06-04 00:56:59,"2013"
"16",663492.368890581,5866699.1165231,1370325457,2013-06-04 01:57:37,"2013"
"17",663491.088444745,5866699.37375101,1370326354,2013-06-04 02:12:34,"2013"
"18",663414.815679565,5866848.43558309,1370329953,2013-06-04 03:12:33,"2013"
"19",663428.786081443,5866862.67611703,1370331338,2013-06-04 03:35:38,"2013"
"20",663417.722678888,5866851.40664491,1370332693,2013-06-04 03:58:13,"2013"
"21",663416.542763148,5866843.43365338,1370334065,2013-06-04 04:21:05,"2013"
"22",663426.452215657,5866820.93893238,1370335423,2013-06-04 04:43:43,"2013"
"23",663429.336681345,5866815.14116021,1370336768,2013-06-04 05:06:08,"2013"
"24",663434.456444807,5866808.01065284,1370338560.5,2013-06-04 05:36:00,"2013"
"25",663462.335949762,5866761.65214732,1370340360.5,2013-06-04 06:06:00,"2013"
"26",663515.340734979,5866763.63764561,1370341728,2013-06-04 06:28:48,"2013"
"27",663525.655517691,5866778.92919815,1370342735,2013-06-04 06:45:35,"2013"
"28",663522.48693702,5866779.60675075,1370344591.5,2013-06-04 07:16:31,"2013"
"29",663519.183175344,5866760.44992708,1370345973,2013-06-04 07:39:33,"2013"
"30",663579.929018596,5866787.94508711,1370351855,2013-06-04 09:17:35,"2013"
"31",663549.635785738,5866775.96764311,1370353215,2013-06-04 09:40:15,"2013"
"32",663535.813884702,5866783.54902532,1370355068,2013-06-04 10:11:08,"2013"
"33",663540.104229854,5866764.76652566,1370356897,2013-06-04 10:41:37,"2013"
"34",663522.099834129,5866772.86307754,1370358752,2013-06-04 11:12:32,"2013"
"35",663489.851882529,5866758.49831308,1370360599,2013-06-04 11:43:19,"2013"
"36",663481.743567897,5866713.13612085,1370362863.5,2013-06-04 12:21:03,"2013"
"37",663511.216552282,5866664.15963853,1370364270,2013-06-04 12:44:30,"2013"
"38",663535.01918133,5866652.16222452,1370366083,2013-06-04 13:14:43,"2013"
"39",663518.337289264,5866749.87172053,1370368392.5,2013-06-04 13:53:12,"2013"
"40",663538.114039886,5866785.56432728,1370369820,2013-06-04 14:17:00,"2013"
"41",663527.496250896,5866781.99223091,1370373038,2013-06-04 15:10:38,"2013"
"42",663505.330036994,5866826.32836364,1370375372,2013-06-04 15:49:32,"2013"
"43",663504.279089059,5866823.58716374,1370378326,2013-06-04 16:38:46,"2013"
"44",663504.340847059,5866820.77233531,1370380135,2013-06-04 17:08:55,"2013"
"45",663502.306365325,5866824.02133761,1370381931,2013-06-04 17:38:51,"2013"
"46",663506.82121925,5866819.65392086,1370383748,2013-06-04 18:09:08,"2013"
"47",663506.209182156,5866819.84472478,1370385547,2013-06-04 18:39:07,"2013"
"48",663505.388735287,5866820.22887865,1370387386,2013-06-04 19:09:46,"2013"
"49",663507.524076867,5866820.3569214,1370389197,2013-06-04 19:39:57,"2013"
"50",663503.154396208,5866821.43357087,1370390999,2013-06-04 20:09:59,"2013"
"51",663507.312651513,5866820.63924161,1370392922,2013-06-04 20:42:02,"2013"
"52",663506.624736745,5866821.08355754,1370394745,2013-06-04 21:12:25,"2013"
"53",663506.618782869,5866818.67839501,1370396555,2013-06-04 21:42:35,"2013"
"54",663506.465768691,5866819.61960554,1370398361,2013-06-04 22:12:41,"2013"
"55",663508.702044042,5866820.54158923,1370400215,2013-06-04 22:43:35,"2013"
"56",663506.389060107,5866822.4784636,1370401433,2013-06-04 23:03:53,"2013"
"57",663516.867541264,5866804.94672217,1370402887,2013-06-04 23:28:07,"2013"
"58",663535.647967749,5866778.22131363,1370404685,2013-06-04 23:58:05,"2013"
"59",663547.411033886,5866771.72807561,1370406068,2013-06-05 00:21:08,"2013"
"60",663549.466739673,5866779.66399556,1370407436,2013-06-05 00:43:56,"2013"
"61",663567.367301953,5866782.46985815,1370409735,2013-06-05 01:22:15,"2013"
"62",663567.607128191,5866785.51759441,1370410633,2013-06-05 01:37:13,"2013"
"63",663575.399986364,5866784.69067664,1370411527,2013-06-05 01:52:07,"2013"
"64",663567.061084103,5866822.06341447,1370413352,2013-06-05 02:22:32,"2013"
"65",663237.052184933,5867342.01327997,1370416967,2013-06-05 03:22:47,"2013"
"66",663477.433003172,5866760.81645355,1370418794,2013-06-05 03:53:14,"2013"
"67",663473.616251029,5866751.13408684,1370419719,2013-06-05 04:08:39,"2013"
"68",663496.105321127,5866706.60276888,1370421558,2013-06-05 04:39:18,"2013"
"69",663489.647574824,5866702.77648545,1370422457,2013-06-05 04:54:17,"2013"
"70",663493.834135741,5866694.20038141,1370423364,2013-06-05 05:09:24,"2013"
"71",663506.706447998,5866678.50892022,1370425726.5,2013-06-05 05:48:46,"2013"
"72",663501.894816921,5866699.37254632,1370427100,2013-06-05 06:11:40,"2013"
"73",663488.089944074,5866730.87063817,1370428469.5,2013-06-05 06:34:29,"2013"
"74",663481.496653914,5866713.9683693,1370429943,2013-06-05 06:59:03,"2013"
"75",663494.447527857,5866706.37957714,1370431400,2013-06-05 07:23:20,"2013"
"76",663467.334583335,5866739.53108143,1370433236,2013-06-05 07:53:56,"2013"
"77",663492.64099876,5866761.17593819,1370434134,2013-06-05 08:08:54,"2013"
"78",663500.771774415,5866732.70887591,1370435873.5,2013-06-05 08:37:53,"2013"
"79",663508.955186773,5866720.36018799,1370437694.5,2013-06-05 09:08:14,"2013"
"80",663502.019509188,5866720.70965913,1370439044,2013-06-05 09:30:44,"2013"
"81",663496.355393976,5866695.05407514,1370440825,2013-06-05 10:00:25,"2013"
"82",663512.65943272,5866674.49642664,1370442193,2013-06-05 10:23:13,"2013"
"83",663472.273320154,5866730.20106336,1370444500,2013-06-05 11:01:40,"2013"
"84",663509.347664403,5866713.74313941,1370446341,2013-06-05 11:32:21,"2013"
"85",663461.026997442,5866762.25354672,1370448125,2013-06-05 12:02:05,"2013"
"86",663440.388034944,5866752.29076112,1370449493,2013-06-05 12:24:53,"2013"
"87",663477.43988519,5866748.30200774,1370451285,2013-06-05 12:54:45,"2013"
"88",663602.415066387,5866717.83354785,1370455412,2013-06-05 14:03:32,"2013"
"89",663574.402296661,5866762.32190861,1370456770.5,2013-06-05 14:26:10,"2013"
"90",663565.271671992,5866785.93388701,1370458578,2013-06-05 14:56:18,"2013"
"91",663524.254577051,5866805.57009935,1370460005,2013-06-05 15:20:05,"2013"
"92",663512.535395028,5866813.55127347,1370461560.5,2013-06-05 15:46:00,"2013"
"93",663513.083360306,5866877.48502408,1370463999,2013-06-05 16:26:39,"2013"
"94",663493.054259614,5866812.31761625,1370465805,2013-06-05 16:56:45,"2013"
"95",663497.451840889,5866809.22663513,1370467643,2013-06-05 17:27:23,"2013"
"96",663492.425575481,5866813.19817045,1370469467,2013-06-05 17:57:47,"2013"
"97",663494.837045514,5866811.53184503,1370471378,2013-06-05 18:29:38,"2013"
"98",663494.022565346,5866811.93847121,1370473184,2013-06-05 18:59:44,"2013"
"99",663495.816972167,5866811.00835117,1370474977,2013-06-05 19:29:37,"2013"
"100",663498.552430283,5866808.51795184,1370478577,2013-06-05 20:29:37,"2013"
"101",663495.030505929,5866811.38252437,1370482210,2013-06-05 21:30:10,"2013"
"102",663496.13881915,5866811.04152684,1370484032,2013-06-05 22:00:32,"2013"
"103",663495.269064374,5866811.49081585,1370485855,2013-06-05 22:30:55,"2013"
"104",663495.976011134,5866811.08054552,1370487684,2013-06-05 23:01:24,"2013"
"105",663507.517115843,5866795.34954776,1370488579,2013-06-05 23:16:19,"2013"
"106",663525.978744497,5866764.82770942,1370489926.5,2013-06-05 23:38:46,"2013"
"107",663506.137172712,5866779.88209112,1370491750.5,2013-06-06 00:09:10,"2013"
"108",663489.205745348,5866800.59662035,1370493103,2013-06-06 00:31:43,"2013"
"109",663490.80914535,5866799.14785786,1370494025,2013-06-06 00:47:05,"2013"
"110",663508.518225659,5866792.81150623,1370496776,2013-06-06 01:32:56,"2013"
"111",663514.670244205,5866758.60458539,1370497697,2013-06-06 01:48:17,"2013"
"112",663445.388512237,5866764.27340152,1370500446,2013-06-06 02:34:06,"2013"
"113",663496.02224228,5866733.27719491,1370502253,2013-06-06 03:04:13,"2013"
"114",663490.465551869,5866732.94414403,1370503738,2013-06-06 03:28:58,"2013"
"115",663510.011087222,5866768.02197772,1370505101,2013-06-06 03:51:41,"2013"
"116",663512.759878123,5866762.45903524,1370506445,2013-06-06 04:14:05,"2013"
"117",663585.438569298,5866735.29509908,1370508702,2013-06-06 04:51:42,"2013"
"118",663528.374022853,5866779.32196594,1370511650,2013-06-06 05:40:50,"2013"
"119",663511.252577286,5866819.53689576,1370515227,2013-06-06 06:40:27,"2013"
"120",663509.393211947,5866753.69374784,1370517035,2013-06-06 07:10:35,"2013"
"121",663507.024046249,5866754.90501205,1370518379,2013-06-06 07:32:59,"2013"
"122",663500.961805822,5866742.78608585,1370520606,2013-06-06 08:10:06,"2013"
"123",663563.885940211,5866772.52601101,1370522844.5,2013-06-06 08:47:24,"2013"
"124",663601.494227405,5866744.59093485,1370524206,2013-06-06 09:10:06,"2013"
"125",663611.86291066,5866726.93874232,1370525984,2013-06-06 09:39:44,"2013"
"126",663602.849114737,5866759.40068174,1370528528,2013-06-06 10:22:08,"2013"
"127",663737.433306908,5866802.89140343,1370533546,2013-06-06 11:45:46,"2013"
"128",663784.689987905,5866882.71267819,1370535386,2013-06-06 12:16:26,"2013"
"129",663814.866536842,5866775.5359626,1370538985,2013-06-06 13:16:25,"2013"
"130",663663.817001978,5866854.61645779,1370548598.5,2013-06-06 15:56:38,"2013"
"131",663661.905323792,5866853.44932767,1370550855,2013-06-06 16:34:15,"2013"
"132",663662.802821486,5866853.76926209,1370552649,2013-06-06 17:04:09,"2013"
"133",663658.896632668,5866857.6450195,1370554456,2013-06-06 17:34:16,"2013"
"134",663663.160060279,5866852.95745837,1370556278,2013-06-06 18:04:38,"2013"
"135",663664.973991167,5866852.8408516,1370558071,2013-06-06 18:34:31,"2013"
"136",663663.524562976,5866852.72487416,1370559878,2013-06-06 19:04:38,"2013"
"137",663662.186535791,5866853.2918564,1370561675,2013-06-06 19:34:35,"2013"
"138",663666.987731237,5866855.7594989,1370563478,2013-06-06 20:04:38,"2013"
"139",663667.046025228,5866855.62786742,1370565285,2013-06-06 20:34:45,"2013"
"140",663671.740277621,5866851.13307522,1370567081,2013-06-06 21:04:41,"2013"
"141",663663.763066771,5866850.85130308,1370568903,2013-06-06 21:35:03,"2013"
"142",663665.040137825,5866852.67608422,1370570694,2013-06-06 22:04:54,"2013"
"143",663661.647503902,5866852.91727852,1370572501,2013-06-06 22:35:01,"2013"
"144",663667.660990069,5866860.9040252,1370574102,2013-06-06 23:01:42,"2013"
"145",663671.542513494,5866859.7385919,1370575501,2013-06-06 23:25:01,"2013"
"146",663640.996332916,5866845.3191577,1370577328,2013-06-06 23:55:28,"2013"
"147",663700.781603191,5866893.04185075,1370580108,2013-06-07 00:41:48,"2013"
"148",663700.62972659,5866933.70400571,1370581477,2013-06-07 01:04:37,"2013"
"149",663743.616297494,5866915.50565184,1370584611.5,2013-06-07 01:56:51,"2013"
"150",663723.951461917,5866925.74405723,1370586126,2013-06-07 02:22:06,"2013"
"151",663746.072523287,5866940.96921761,1370587483.5,2013-06-07 02:44:43,"2013"
"152",663745.773301291,5866939.77327669,1370589283,2013-06-07 03:14:43,"2013"
"153",663744.045499983,5866924.6668789,1370590629,2013-06-07 03:37:09,"2013"
"154",663740.425013494,5866935.3886116,1370591539,2013-06-07 03:52:19,"2013"
"155",663697.8796854,5866915.40642771,1370593507,2013-06-07 04:25:07,"2013"
"156",663717.450339273,5866885.93611563,1370594906,2013-06-07 04:48:26,"2013"
"157",663776.45424863,5866895.39875582,1370596778.5,2013-06-07 05:19:38,"2013"
"158",663772.664398766,5866905.9532657,1370598147,2013-06-07 05:42:27,"2013"
"159",663760.13620304,5866885.03563605,1370599557,2013-06-07 06:05:57,"2013"
"160",663754.759737086,5866855.80980672,1370601074,2013-06-07 06:31:14,"2013"
"161",663502.278893218,5866751.77138554,1370606513,2013-06-07 08:01:53,"2013"
"162",663534.358886176,5866735.95718361,1370608308,2013-06-07 08:31:48,"2013"
"163",663531.204730655,5866751.3934408,1370610128,2013-06-07 09:02:08,"2013"
"164",663535.384517975,5866768.52573432,1370611475,2013-06-07 09:24:35,"2013"
"165",663254.323231474,5867387.11177209,1370619083,2013-06-07 11:31:23,"2013"
"166",663308.738790077,5867184.17617424,1370624498,2013-06-07 13:01:38,"2013"
"167",663427.811621531,5866818.74703626,1370632687,2013-06-07 15:18:07,"2013"
"168",663433.78718586,5866807.90447446,1370634065,2013-06-07 15:41:05,"2013"
"169",663431.814656946,5866837.23159098,1370635420,2013-06-07 16:03:40,"2013"
"170",663427.834295544,5866836.35076592,1370637217,2013-06-07 16:33:37,"2013"
"171",663436.677347602,5866840.4693317,1370639020,2013-06-07 17:03:40,"2013"
"172",663431.490901452,5866841.02847451,1370640831,2013-06-07 17:33:51,"2013"
"173",663424.321470169,5866832.79133794,1370642666,2013-06-07 18:04:26,"2013"
"174",663424.939711513,5866831.82134934,1370644511,2013-06-07 18:35:11,"2013"
"175",663425.029940881,5866834.71926357,1370646333,2013-06-07 19:05:33,"2013"
"176",663425.996863477,5866835.17511365,1370648172,2013-06-07 19:36:12,"2013"
"177",663423.729688601,5866835.16511547,1370649982,2013-06-07 20:06:22,"2013"
"178",663425.69858408,5866836.23387963,1370651776,2013-06-07 20:36:16,"2013"
"179",663432.29556792,5866833.56250625,1370653565,2013-06-07 21:06:05,"2013"
"180",663425.48230102,5866834.07767771,1370655481,2013-06-07 21:38:01,"2013"
"181",663426.285468827,5866834.00467929,1370657275,2013-06-07 22:07:55,"2013"
"182",663424.362730213,5866832.16922787,1370659068,2013-06-07 22:37:48,"2013"
"183",663428.91989174,5866830.22483596,1370661053,2013-06-07 23:10:53,"2013"
"184",663451.925283722,5866807.27196492,1370662445,2013-06-07 23:34:05,"2013"
"185",663463.388512701,5866805.05501411,1370663805.5,2013-06-07 23:56:45,"2013"
"186",663484.166917379,5866802.95329779,1370665162,2013-06-08 00:19:22,"2013"
"187",663485.853676385,5866788.12420117,1370668778,2013-06-08 01:19:38,"2013"
"188",663490.307234065,5866787.55141142,1370670122.5,2013-06-08 01:42:02,"2013"
"189",663500.675075848,5866760.37934148,1370671466,2013-06-08 02:04:26,"2013"
"190",663494.671327931,5866734.4227592,1370672377,2013-06-08 02:19:37,"2013"
"191",663484.279170249,5866781.37369902,1370677353,2013-06-08 03:42:33,"2013"
"192",663470.776839089,5866808.12226246,1370678738,2013-06-08 04:05:38,"2013"
"193",663363.493986295,5867090.33295683,1370684131,2013-06-08 05:35:31,"2013"
"194",663232.138582271,5867364.1485061,1370685960,2013-06-08 06:06:00,"2013"
"195",663347.88187146,5867168.2994178,1370689513,2013-06-08 07:05:13,"2013"
"196",663345.524067721,5867169.77834372,1370691319,2013-06-08 07:35:19,"2013"
"197",663314.877641957,5867139.17972444,1370693138,2013-06-08 08:05:38,"2013"
"198",663231.320295656,5867347.37519491,1370696711,2013-06-08 09:05:11,"2013"
"199",663258.268780733,5867318.04714447,1370698502,2013-06-08 09:35:02,"2013"
"200",663648.934141581,5867471.36392379,1370702105,2013-06-08 10:35:05,"2013"
"201",663612.087112891,5867465.20372887,1370703910,2013-06-08 11:05:10,"2013"
"202",663451.470035632,5866841.56061286,1370720168,2013-06-08 15:36:08,"2013"
"203",663450.923616908,5866860.2696074,1370721973,2013-06-08 16:06:13,"2013"
"204",663475.152449656,5866828.71269166,1370723776,2013-06-08 16:36:16,"2013"
"205",663438.235657468,5866843.5283238,1370725607,2013-06-08 17:06:47,"2013"
"206",663430.654052274,5866852.42367892,1370727461,2013-06-08 17:37:41,"2013"
"207",663434.799302471,5866848.83419731,1370729282,2013-06-08 18:08:02,"2013"
"208",663432.567593709,5866852.54417524,1370731093,2013-06-08 18:38:13,"2013"
"209",663434.752174767,5866846.65032313,1370732886,2013-06-08 19:08:06,"2013"
"210",663434.28443859,5866848.73881623,1370734706,2013-06-08 19:38:26,"2013"
"211",663434.652349805,5866844.63167472,1370736518,2013-06-08 20:08:38,"2013"
"212",663432.953283323,5866848.90526685,1370738309,2013-06-08 20:38:29,"2013"
"213",663434.507243655,5866850.30513413,1370740101,2013-06-08 21:08:21,"2013"
"214",663432.571583141,5866849.24862594,1370741914,2013-06-08 21:38:34,"2013"
"215",663432.603630134,5866850.68600653,1370743732,2013-06-08 22:08:52,"2013"
"216",663433.781082201,5866850.09125407,1370745526,2013-06-08 22:38:46,"2013"
"217",663438.675095575,5866844.85703166,1370747317,2013-06-08 23:08:37,"2013"
"218",663467.938200713,5866812.26815736,1370748225,2013-06-08 23:23:45,"2013"
"219",663503.123476077,5866797.72807333,1370749124,2013-06-08 23:38:44,"2013"
