"","x","y","t","date_time","year"
"6715",-425663.009511962,4170706.96763415,1388552464,2014-01-01 00:01:04,"2014"
"6716",-425668.915668003,4170712.6668528,1388554261,2014-01-01 00:31:01,"2014"
"6717",-425666.046729213,4170703.01898845,1388556048,2014-01-01 01:00:48,"2014"
"6718",-425666.207792903,4170712.68149297,1388557887,2014-01-01 01:31:27,"2014"
"6719",-425664.73057018,4170709.74224262,1388559679,2014-01-01 02:01:19,"2014"
"6720",-426306.324775665,4171074.29125687,1388563280,2014-01-01 03:01:20,"2014"
"6721",-426466.824335035,4172034.80030086,1388568699,2014-01-01 04:31:39,"2014"
"6722",-426466.800182152,4172035.26011638,1388570495,2014-01-01 05:01:35,"2014"
"6723",-426442.692063232,4172038.15899278,1388572287,2014-01-01 05:31:27,"2014"
"6724",-426492.154139355,4170945.86242183,1388577698,2014-01-01 07:01:38,"2014"
"6725",-426512.981060174,4170941.26631508,1388583129,2014-01-01 08:32:09,"2014"
"6726",-426519.324601772,4170933.71523658,1388584924,2014-01-01 09:02:04,"2014"
"6727",-426499.025787423,4170919.2270096,1388586735,2014-01-01 09:32:15,"2014"
"6728",-426499.164072452,4170919.52442036,1388588525,2014-01-01 10:02:05,"2014"
"6729",-426342.335103325,4171181.00919748,1388592158,2014-01-01 11:02:38,"2014"
"6730",-426352.315414534,4171116.39998683,1388593953,2014-01-01 11:32:33,"2014"
"6731",-426367.05313717,4171084.41348948,1388595748,2014-01-01 12:02:28,"2014"
"6732",-426382.756416508,4171103.71425344,1388597552,2014-01-01 12:32:32,"2014"
"6733",-426033.232946916,4170455.43157082,1388601184,2014-01-01 13:33:04,"2014"
"6734",-426023.378477537,4170467.217254,1388602988,2014-01-01 14:03:08,"2014"
"6735",-425630.709129968,4170719.3476152,1388606605,2014-01-01 15:03:25,"2014"
"6736",-425734.107452317,4170766.12253029,1388610270,2014-01-01 16:04:30,"2014"
"6737",-426465.024813393,4172047.31314002,1388613853,2014-01-01 17:04:13,"2014"
"6738",-426479.230260247,4172036.30611793,1388615643,2014-01-01 17:34:03,"2014"
"6739",-426475.097841291,4172035.02237516,1388617455,2014-01-01 18:04:15,"2014"
"6740",-426473.37991919,4172037.65119511,1388619272,2014-01-01 18:34:32,"2014"
"6741",-426422.801671663,4172038.74135212,1388621064,2014-01-01 19:04:24,"2014"
"6742",-426429.204248148,4172025.2295677,1388622882,2014-01-01 19:34:42,"2014"
