"","X","x","y","t","date_time","year"
"1",1,663624.881194839,5867191.1709773,1369949779,2013-05-30 17:36:19,"2013"
"2",2,663623.764095395,5867193.35990392,1369951601,2013-05-30 18:06:41,"2013"
"3",3,663625.068907258,5867188.21567421,1369953420,2013-05-30 18:37:00,"2013"
"4",4,663626.506872925,5867189.85662835,1369955228,2013-05-30 19:07:08,"2013"
"5",5,663625.950147469,5867190.00475486,1369957031,2013-05-30 19:37:11,"2013"
"6",6,663627.164403303,5867189.71192137,1369958827,2013-05-30 20:07:07,"2013"
"7",7,663626.294489476,5867190.76242016,1369960622,2013-05-30 20:37:02,"2013"
"8",8,663625.421654541,5867192.69241389,1369962442,2013-05-30 21:07:22,"2013"
"9",9,663626.404655429,5867190.68821846,1369964282,2013-05-30 21:38:02,"2013"
"10",10,663627.489978611,5867191.81617628,1369966086,2013-05-30 22:08:06,"2013"
"11",11,663623.933602531,5867190.14789898,1369967881,2013-05-30 22:38:01,"2013"
"12",12,663625.546761234,5867189.40096413,1369969718,2013-05-30 23:08:38,"2013"
"13",13,663625.551989953,5867187.26339433,1369971558,2013-05-30 23:39:18,"2013"
"14",14,663623.878127649,5867171.55207115,1369973347,2013-05-31 00:09:07,"2013"
"15",15,663621.716973635,5867158.10671076,1369975157,2013-05-31 00:39:17,"2013"
"16",16,663627.840526221,5867184.45729326,1369976958,2013-05-31 01:09:18,"2013"
"17",17,663620.561042333,5867197.73829604,1369978778,2013-05-31 01:39:38,"2013"
"18",18,663619.786409426,5867184.67399009,1369980597,2013-05-31 02:09:57,"2013"
"19",19,663621.555929009,5867196.97038798,1369982391,2013-05-31 02:39:51,"2013"
"20",20,663612.93168084,5867213.40127171,1369984178,2013-05-31 03:09:38,"2013"
"21",21,663611.346916518,5867195.85584968,1369985974,2013-05-31 03:39:34,"2013"
"22",22,663600.55260385,5867186.80513913,1369987808,2013-05-31 04:10:08,"2013"
"23",23,663609.07161804,5867193.908147,1369989617,2013-05-31 04:40:17,"2013"
"24",24,663599.970117502,5867191.28355851,1369991429,2013-05-31 05:10:29,"2013"
"25",25,663606.773251984,5867205.73254199,1369993254,2013-05-31 05:40:54,"2013"
"26",26,663602.633514641,5867204.60119881,1369995069,2013-05-31 06:11:09,"2013"
"27",27,663610.218063772,5867191.05216684,1369996867,2013-05-31 06:41:07,"2013"
"28",28,663603.569176333,5867205.57933184,1369998674,2013-05-31 07:11:14,"2013"
"29",29,663616.458451303,5867199.28038497,1370000499,2013-05-31 07:41:39,"2013"
"30",30,663604.864438758,5867207.46038957,1370002288,2013-05-31 08:11:28,"2013"
"31",31,663611.644823188,5867178.7417114,1370004081,2013-05-31 08:41:21,"2013"
"32",32,663633.733652054,5867190.6250804,1370006000,2013-05-31 09:13:20,"2013"
"33",33,663615.839894028,5867160.39026616,1370007804,2013-05-31 09:43:24,"2013"
"34",34,663624.916673356,5867187.94329185,1370009618,2013-05-31 10:13:38,"2013"
